"symbiont","host"
"S10","H9"
"S16","H57"
"S17","H72"
"S27","H73"
"S33","H101"
"S33","H102"
"S34","H102"
"S36","H86"
"S39","H32"
"S42","H41"
"S44","H49"
"S44","H56"
"S47","H45"
"S49","H80"
"S49","H81"
"S50","H47"
"S52","H50"
"S53","H54"
"S53","H121"
"S54","H51"
"S56","H72"
"S57","H52"
"S58","H53"
"S59","H65"
"S59","H79"
"S61","H57"
"S63","H60"
"S64","H123"
"S64","H124"
"S65","H48"
"S66","H48"
"S67","H79"
"S69","H68"
"S70","H69"
"S71","H70"
"S72","H71"
"S73","H73"
"S75","H74"
"S77","H27"
"S78","H27"
"S79","H73"
"S80","H73"
"S81","H76"
"S86","H85"
"S87","H87"
"S88","H88"
"S89","H89"
"S90","H72"
"S91","H72"
"S92","H61"
"S92","H108"
"S93","H56"
"S94","H56"
"S96","H93"
"S97","H94"
"S98","H95"
"S99","H96"
"S100","H97"
"S101","H57"
"S102","H57"
"S104","H99"
"S105","H86"
"S106","H103"
"S107","H104"
"S108","H105"
"S109","H106"
"S110","H107"
"S111","H108"
"S112","H61"
"S112","H109"
"S113","H110"
"S114","H66"
"S114","H111"
"S115","H112"
"S116","H113"
"S117","H49"
"S117","H56"
"S117","H115"
"S118","H114"
"S119","H66"
"S120","H66"
"S121","H117"
"S122","H118"
"S123","H119"
"S124","H120"
