"symbiont","host"
"S8","H36"
"S12","H10"
"S13","H24"
"S13","H60"
"S13","H61"
"S14","H12"
"S15","H11"
"S16","H11"
"S18","H21"
"S19","H44"
"S20","H20"
"S20","H37"
"S22","H15"
"S24","H16"
"S26","H18"
"S27","H11"
"S28","H11"
"S29","H19"
"S31","H23"
"S32","H25"
"S33","H28"
"S35","H22"
"S36","H22"
"S39","H21"
"S39","H31"
"S40","H32"
"S42","H35"
"S43","H36"
"S44","H37"
"S47","H33"
"S48","H33"
"S49","H41"
"S51","H41"
"S52","H48"
"S53","H48"
"S54","H42"
"S55","H43"
"S56","H44"
"S57","H62"
"S57","H67"
"S58","H49"
"S61","H54"
"S62","H55"
"S63","H56"
"S64","H57"
"S65","H58"
"S66","H59"
"S67","H63"
"S68","H64"
"S69","H65"
"S70","H66"
