"symbiont","host"
"S24","H34"
"S25","H82"
"S25","H83"
"S35","H35"
"S40","H15"
"S41","H15"
"S46","H82"
"S46","H83"
"S47","H53"
"S49","H60"
"S61","H48"
"S62","H64"
"S64","H51"
"S65","H58"
"S66","H58"
"S68","H49"
"S70","H58"
"S73","H61"
"S75","H82"
"S78","H65"
"S79","H66"
"S80","H68"
"S81","H91"
"S82","H83"
"S83","H78"
"S84","H79"
"S85","H62"
"S85","H80"
"S87","H81"
"S88","H86"
"S89","H87"
"S90","H82"
"S90","H83"
"S91","H83"
"S92","H83"
"S93","H82"
"S93","H83"
"S94","H82"
"S94","H83"
"S95","H92"
"S96","H93"
"S97","H54"
"S98","H54"
