"symbiont","host"
"S6","H6"
"S8","H8"
"S9","H6"
"S12","H5"
"S12","H47"
"S14","H8"
"S15","H5"
"S15","H47"
"S15","H48"
"S18","H54"
"S24","H19"
"S25","H19"
"S26","H20"
"S27","H44"
"S30","H33"
"S31","H23"
"S33","H26"
"S34","H32"
"S35","H18"
"S36","H6"
"S37","H6"
"S38","H36"
"S40","H38"
"S41","H41"
"S42","H42"
"S43","H35"
"S44","H35"
"S45","H15"
"S47","H15"
"S47","H44"
"S51","H51"
"S52","H52"
"S53","H46"
"S54","H46"
"S55","H27"
"S56","H27"
"S57","H18"
"S58","H5"
"S59","H53"
"S60","H54"
"S61","H56"
"S61","H57"
"S62","H58"
