"symbiont","host"
"S38","H44"
"S38","H50"
"S40","H61"
"S43","H27"
"S48","H42"
"S56","H84"
"S56","H133"
"S56","H134"
"S62","H117"
"S62","H118"
"S70","H93"
"S70","H94"
"S71","H68"
"S71","H161"
"S73","H78"
"S76","H87"
"S76","H88"
"S77","H70"
"S79","H74"
"S79","H75"
"S80","H73"
"S82","H121"
"S83","H76"
"S83","H82"
"S84","H110"
"S86","H100"
"S91","H96"
"S92","H102"
"S92","H147"
"S92","H148"
"S93","H99"
"S95","H101"
"S96","H102"
"S96","H147"
"S97","H68"
"S97","H103"
"S98","H104"
"S99","H105"
"S100","H106"
"S101","H107"
"S102","H108"
"S103","H98"
"S107","H115"
"S108","H116"
"S109","H136"
"S110","H119"
"S111","H120"
"S112","H53"
"S113","H53"
"S114","H121"
"S115","H122"
"S116","H123"
"S117","H124"
"S118","H125"
"S119","H126"
"S120","H127"
"S122","H129"
"S123","H130"
"S124","H131"
"S125","H132"
"S126","H135"
"S127","H136"
"S127","H154"
"S127","H155"
"S128","H137"
"S129","H138"
"S130","H139"
"S131","H140"
"S132","H141"
"S133","H142"
"S134","H145"
"S135","H146"
"S136","H158"
"S137","H149"
"S138","H150"
"S139","H151"
"S140","H152"
"S141","H153"
"S142","H156"
"S143","H159"
"S144","H160"
"S145","H107"
"S146","H107"
