"symbiont","host"
"S13","H31"
"S13","H32"
"S17","H16"
"S18","H16"
"S23","H24"
"S24","H24"
"S26","H47"
"S26","H50"
"S27","H46"
"S27","H47"
"S27","H50"
"S27","H51"
"S28","H45"
"S29","H43"
"S30","H32"
"S31","H33"
"S32","H63"
"S35","H28"
"S35","H29"
"S37","H36"
"S38","H37"
"S39","H38"
"S40","H39"
"S41","H40"
"S42","H43"
"S43","H44"
"S44","H45"
"S45","H42"
"S47","H11"
"S47","H48"
"S48","H61"
"S49","H58"
"S50","H49"
"S51","H15"
"S52","H15"
"S53","H31"
"S53","H52"
"S54","H53"
"S55","H54"
"S56","H55"
"S56","H56"
"S57","H57"
"S58","H58"
"S59","H59"
"S60","H60"
"S61","H61"
"S62","H62"
"S63","H63"
