"symbiont","host"
"S14","H13"
"S25","H19"
"S29","H26"
"S36","H29"
"S37","H105"
"S50","H37"
"S52","H35"
"S53","H39"
"S62","H45"
"S63","H50"
"S64","H51"
"S65","H52"
"S66","H55"
"S68","H57"
"S69","H58"
"S72","H61"
"S73","H64"
"S74","H65"
"S75","H90"
"S76","H68"
"S77","H92"
"S78","H59"
"S80","H73"
"S81","H59"
"S84","H35"
"S85","H12"
"S86","H75"
"S87","H75"
"S88","H88"
"S89","H111"
"S90","H69"
"S90","H77"
"S90","H79"
"S90","H80"
"S92","H105"
"S93","H106"
"S94","H83"
"S95","H74"
"S95","H84"
"S96","H86"
"S97","H87"
"S98","H88"
"S99","H89"
"S100","H90"
"S101","H85"
"S102","H85"
"S103","H91"
"S104","H92"
"S105","H71"
"S105","H95"
"S106","H94"
"S107","H117"
"S107","H118"
"S108","H71"
"S108","H95"
"S109","H96"
"S110","H97"
"S111","H99"
"S112","H100"
"S113","H98"
"S114","H98"
"S115","H101"
"S116","H102"
"S117","H103"
"S119","H112"
"S120","H105"
"S121","H106"
"S122","H107"
"S123","H108"
"S124","H109"
"S125","H110"
"S126","H111"
"S127","H112"
