"symbiont","host"
"S15","H17"
"S17","H15"
"S18","H15"
"S23","H40"
"S25","H14"
"S26","H14"
"S27","H72"
"S27","H97"
"S27","H98"
"S29","H25"
"S38","H33"
"S44","H54"
"S52","H19"
"S52","H47"
"S54","H108"
"S54","H109"
"S55","H19"
"S55","H47"
"S56","H19"
"S60","H49"
"S63","H54"
"S64","H37"
"S65","H37"
"S66","H56"
"S70","H68"
"S71","H74"
"S72","H70"
"S73","H100"
"S73","H156"
"S73","H157"
"S75","H64"
"S76","H64"
"S77","H105"
"S78","H114"
"S78","H115"
"S79","H74"
"S82","H60"
"S83","H60"
"S84","H78"
"S86","H79"
"S88","H80"
"S89","H81"
"S92","H86"
"S93","H87"
"S94","H71"
"S94","H88"
"S94","H103"
"S95","H90"
"S96","H91"
"S99","H93"
"S100","H127"
"S101","H89"
"S101","H158"
"S102","H95"
"S103","H92"
"S103","H96"
"S104","H99"
"S105","H112"
"S106","H35"
"S106","H160"
"S107","H94"
"S107","H102"
"S108","H71"
"S108","H103"
"S109","H104"
"S109","H121"
"S110","H39"
"S111","H6"
"S111","H39"
"S112","H116"
"S115","H121"
"S116","H39"
"S116","H94"
"S117","H122"
"S118","H39"
"S118","H146"
"S118","H162"
"S118","H166"
"S119","H75"
"S119","H76"
"S119","H100"
"S119","H124"
"S119","H157"
"S121","H146"
"S121","H165"
"S123","H126"
"S124","H129"
"S125","H39"
"S125","H94"
"S126","H39"
"S126","H94"
"S127","H57"
"S128","H57"
"S129","H76"
"S131","H137"
"S132","H138"
"S133","H139"
"S134","H140"
"S135","H83"
"S135","H143"
"S136","H144"
"S137","H145"
"S138","H167"
"S138","H168"
"S139","H136"
"S139","H163"
"S139","H164"
"S140","H146"
"S140","H162"
"S140","H165"
"S140","H166"
"S141","H146"
"S142","H147"
"S143","H148"
"S144","H149"
"S145","H150"
"S146","H134"
"S146","H151"
"S147","H135"
"S147","H153"
"S148","H136"
"S148","H155"
"S149","H163"
"S149","H164"
"S150","H123"
"S151","H123"
"S152","H89"
"S152","H158"
"S153","H159"
"S154","H35"
"S154","H160"
"S155","H154"
"S155","H161"
"S156","H73"
"S156","H84"
"S157","H73"
"S157","H84"
"S158","H8"
"S159","H8"
