"symbiont","host"
"S10","H14"
"S11","H27"
"S18","H85"
"S19","H62"
"S27","H12"
"S27","H32"
"S28","H23"
"S29","H23"
"S30","H78"
"S34","H76"
"S36","H9"
"S38","H47"
"S39","H43"
"S43","H48"
"S44","H63"
"S45","H62"
"S47","H50"
"S50","H11"
"S51","H11"
"S52","H55"
"S54","H60"
"S55","H61"
"S56","H28"
"S57","H28"
"S58","H62"
"S60","H64"
"S61","H65"
"S62","H66"
"S63","H67"
"S64","H70"
"S65","H72"
"S66","H73"
"S67","H44"
"S68","H44"
"S69","H58"
"S69","H71"
"S70","H58"
"S70","H71"
"S71","H74"
"S72","H45"
"S72","H75"
"S73","H76"
"S74","H77"
"S75","H80"
"S76","H81"
"S77","H82"
"S78","H24"
"S78","H83"
"S79","H84"
"S80","H85"
