"symbiont","host"
"S18","H38"
"S20","H33"
"S21","H8"
"S27","H28"
"S29","H83"
"S33","H28"
"S39","H115"
"S41","H72"
"S42","H39"
"S46","H42"
"S47","H49"
"S49","H50"
"S51","H57"
"S51","H101"
"S52","H58"
"S59","H69"
"S61","H27"
"S62","H27"
"S63","H126"
"S66","H74"
"S68","H80"
"S69","H81"
"S70","H82"
"S71","H83"
"S72","H84"
"S73","H86"
"S74","H87"
"S75","H130"
"S78","H88"
"S80","H15"
"S81","H15"
"S82","H90"
"S83","H52"
"S84","H52"
"S85","H91"
"S87","H68"
"S88","H68"
"S89","H93"
"S90","H85"
"S91","H85"
"S92","H94"
"S93","H71"
"S93","H95"
"S95","H97"
"S96","H112"
"S97","H101"
"S98","H79"
"S99","H79"
"S100","H98"
"S101","H99"
"S102","H100"
"S103","H101"
"S104","H102"
"S105","H103"
"S106","H104"
"S107","H105"
"S108","H106"
"S109","H107"
"S110","H73"
"S111","H73"
"S112","H42"
"S113","H42"
"S115","H109"
"S117","H61"
"S117","H111"
"S118","H112"
"S119","H121"
"S120","H117"
"S120","H118"
"S121","H117"
"S121","H118"
"S123","H120"
"S124","H121"
"S125","H118"
"S126","H118"
"S127","H124"
"S128","H125"
"S129","H126"
"S130","H127"
"S131","H128"
"S132","H126"
"S133","H126"
"S134","H129"
"S135","H130"
"S136","H131"
"S137","H133"
"S138","H134"
"S139","H132"
"S140","H132"
