"symbiont","host"
"S22","H39"
"S25","H77"
"S27","H36"
"S28","H42"
"S28","H106"
"S28","H107"
"S30","H29"
"S31","H50"
"S37","H34"
"S38","H35"
"S39","H36"
"S42","H39"
"S43","H40"
"S44","H43"
"S48","H53"
"S50","H55"
"S51","H56"
"S52","H57"
"S53","H58"
"S54","H110"
"S54","H111"
"S55","H62"
"S56","H64"
"S57","H65"
"S58","H67"
"S59","H68"
"S60","H30"
"S60","H69"
"S61","H86"
"S63","H71"
"S65","H73"
"S66","H74"
"S67","H74"
"S68","H75"
"S69","H114"
"S70","H95"
"S71","H109"
"S72","H109"
"S73","H44"
"S73","H76"
"S74","H77"
"S75","H78"
"S76","H79"
"S77","H80"
"S78","H59"
"S78","H112"
"S78","H113"
"S79","H81"
"S80","H82"
"S83","H118"
"S83","H119"
"S84","H45"
"S85","H45"
"S86","H86"
"S87","H83"
"S87","H88"
"S88","H89"
"S89","H91"
"S90","H32"
"S90","H92"
"S90","H105"
"S91","H93"
"S92","H94"
"S93","H59"
"S93","H112"
"S93","H113"
"S94","H59"
"S94","H97"
"S95","H112"
"S96","H98"
"S97","H99"
"S98","H100"
"S99","H101"
"S100","H102"
"S101","H66"
"S101","H103"
"S102","H30"
"S102","H90"
"S103","H14"
"S104","H63"
"S105","H63"
"S106","H89"
"S107","H89"
"S108","H87"
"S109","H14"
"S109","H87"
"S110","H116"
"S111","H117"
