"symbiont","host"
"S40","H95"
"S47","H38"
"S48","H38"
"S52","H54"
"S64","H73"
"S68","H74"
"S69","H78"
"S71","H173"
"S71","H174"
"S72","H80"
"S73","H81"
"S74","H102"
"S76","H138"
"S78","H85"
"S80","H108"
"S81","H151"
"S81","H152"
"S82","H89"
"S85","H70"
"S87","H70"
"S89","H174"
"S92","H95"
"S95","H96"
"S96","H80"
"S97","H97"
"S98","H8"
"S98","H74"
"S99","H8"
"S99","H74"
"S101","H54"
"S102","H54"
"S104","H116"
"S104","H117"
"S105","H101"
"S106","H102"
"S108","H106"
"S109","H76"
"S110","H125"
"S111","H108"
"S112","H109"
"S113","H80"
"S114","H132"
"S114","H133"
"S115","H111"
"S116","H100"
"S117","H100"
"S118","H112"
"S119","H113"
"S120","H114"
"S121","H126"
"S122","H90"
"S123","H90"
"S124","H115"
"S125","H118"
"S126","H119"
"S127","H97"
"S128","H97"
"S132","H136"
"S132","H137"
"S133","H121"
"S134","H122"
"S136","H125"
"S137","H126"
"S138","H171"
"S139","H127"
"S140","H80"
"S141","H130"
"S142","H131"
"S143","H110"
"S144","H110"
"S145","H54"
"S146","H54"
"S148","H145"
"S149","H146"
"S150","H147"
"S151","H175"
"S152","H148"
"S153","H149"
"S154","H153"
"S155","H154"
"S156","H155"
"S157","H156"
"S158","H157"
"S159","H158"
"S160","H161"
"S161","H162"
"S162","H80"
"S163","H80"
"S164","H45"
"S164","H55"
"S165","H45"
"S165","H55"
"S166","H151"
"S166","H152"
"S167","H151"
"S167","H152"
"S168","H76"
"S168","H167"
"S170","H169"
"S171","H170"
"S172","H175"
"S173","H176"
"S174","H177"
"S175","H178"
"S176","H181"
"S177","H182"
