"symbiont","host"
"S4","H114"
"S24","H83"
"S31","H35"
"S34","H110"
"S35","H39"
"S38","H32"
"S39","H32"
"S42","H74"
"S44","H63"
"S44","H64"
"S45","H55"
"S47","H99"
"S50","H59"
"S52","H26"
"S53","H68"
"S54","H65"
"S55","H66"
"S56","H26"
"S57","H26"
"S59","H26"
"S60","H38"
"S61","H38"
"S62","H51"
"S63","H112"
"S64","H60"
"S64","H70"
"S65","H51"
"S66","H51"
"S68","H73"
"S69","H76"
"S70","H77"
"S73","H56"
"S74","H56"
"S75","H82"
"S76","H83"
"S77","H84"
"S78","H26"
"S79","H26"
"S80","H44"
"S80","H52"
"S81","H44"
"S81","H52"
"S82","H85"
"S83","H86"
"S84","H90"
"S85","H92"
"S87","H94"
"S88","H95"
"S89","H96"
"S90","H97"
"S92","H100"
"S93","H101"
"S94","H91"
"S94","H102"
"S95","H109"
"S96","H103"
"S97","H108"
"S98","H109"
"S99","H114"
"S100","H115"
"S101","H118"
"S102","H124"
"S103","H120"
"S104","H121"
"S105","H122"
"S106","H123"
"S107","H26"
"S109","H119"
"S109","H128"
"S110","H50"
"S110","H129"
"S111","H130"
"S112","H89"
"S112","H131"
