"symbiont","host"
"S12","H81"
"S17","H27"
"S18","H26"
"S20","H19"
"S23","H81"
"S23","H98"
"S25","H21"
"S26","H31"
"S26","H77"
"S26","H78"
"S27","H27"
"S29","H77"
"S29","H78"
"S30","H27"
"S30","H56"
"S31","H90"
"S35","H52"
"S36","H82"
"S37","H81"
"S37","H82"
"S41","H34"
"S45","H70"
"S45","H71"
"S47","H42"
"S49","H60"
"S50","H40"
"S51","H93"
"S52","H48"
"S53","H49"
"S54","H51"
"S55","H40"
"S56","H40"
"S58","H79"
"S58","H80"
"S59","H39"
"S60","H39"
"S61","H57"
"S62","H73"
"S62","H74"
"S63","H73"
"S64","H31"
"S64","H69"
"S65","H26"
"S65","H27"
"S65","H56"
"S65","H105"
"S66","H6"
"S66","H26"
"S66","H27"
"S66","H56"
"S66","H105"
"S67","H60"
"S68","H61"
"S69","H54"
"S69","H55"
"S70","H54"
"S70","H55"
"S71","H65"
"S73","H56"
"S73","H67"
"S74","H57"
"S74","H68"
"S75","H76"
"S76","H96"
"S77","H31"
"S77","H69"
"S78","H100"
"S79","H72"
"S80","H75"
"S81","H76"
"S82","H84"
"S83","H26"
"S83","H27"
"S83","H56"
"S84","H26"
"S84","H27"
"S84","H56"
"S85","H23"
"S86","H85"
"S87","H86"
"S88","H82"
"S88","H87"
"S89","H50"
"S89","H88"
"S90","H89"
"S91","H66"
"S92","H66"
"S93","H91"
"S94","H62"
"S94","H92"
"S95","H93"
"S96","H26"
"S96","H83"
"S96","H94"
"S97","H23"
"S98","H23"
"S99","H95"
"S100","H96"
"S101","H97"
"S102","H98"
"S103","H81"
"S103","H99"
"S104","H106"
"S105","H107"
"S106","H108"
"S107","H109"
