"symbiont","host"
"S8","H8"
"S8","H46"
"S12","H8"
"S12","H44"
"S12","H46"
"S13","H11"
"S14","H18"
"S15","H8"
"S15","H37"
"S15","H44"
"S16","H8"
"S16","H38"
"S16","H43"
"S17","H8"
"S17","H38"
"S17","H44"
"S18","H8"
"S18","H37"
"S18","H43"
"S19","H21"
"S20","H19"
"S21","H47"
"S21","H48"
"S22","H20"
"S23","H23"
"S23","H26"
"S24","H27"
"S25","H34"
"S25","H41"
"S26","H25"
"S26","H28"
"S27","H29"
"S28","H32"
"S29","H33"
"S30","H35"
"S31","H36"
"S34","H39"
"S35","H40"
"S36","H37"
"S36","H43"
"S37","H8"
"S37","H44"
