"symbiont","host"
"S4","H9"
"S7","H11"
"S9","H9"
"S12","H47"
"S12","H48"
"S13","H13"
"S15","H17"
"S16","H18"
"S17","H19"
"S19","H25"
"S21","H8"
"S22","H8"
"S23","H24"
"S26","H41"
"S27","H27"
"S28","H28"
"S29","H33"
"S30","H29"
"S31","H37"
"S33","H36"
"S35","H39"
"S36","H40"
"S37","H12"
"S38","H12"
"S39","H49"
"S39","H50"
"S41","H13"
"S42","H13"
"S43","H44"
"S44","H45"
"S45","H14"
"S46","H14"
"S47","H41"
"S48","H41"
"S49","H51"
"S50","H53"
"S51","H46"
"S53","H34"
"S54","H54"
"S55","H55"
"S56","H46"
"S57","H46"
"S58","H56"
"S59","H57"
"S60","H35"
"S60","H58"
"S61","H35"
"S61","H58"
"S62","H59"
"S63","H61"
"S64","H60"
"S64","H62"
"S65","H63"
"S66","H52"
"S67","H52"
"S68","H64"
"S69","H65"
