"symbiont","host"
"S10","H71"
"S10","H72"
"S11","H25"
"S13","H19"
"S18","H22"
"S20","H31"
"S27","H32"
"S29","H34"
"S30","H34"
"S31","H37"
"S32","H38"
"S33","H71"
"S33","H72"
"S34","H43"
"S35","H40"
"S36","H65"
"S39","H67"
"S40","H39"
"S41","H39"
"S42","H43"
"S43","H75"
"S43","H76"
"S44","H44"
"S48","H79"
"S50","H48"
"S51","H49"
"S52","H50"
"S53","H51"
"S53","H52"
"S55","H38"
"S56","H54"
"S57","H55"
"S58","H47"
"S59","H47"
"S60","H60"
"S62","H62"
"S63","H64"
"S64","H63"
"S65","H63"
"S66","H69"
"S67","H70"
"S68","H73"
"S69","H73"
"S70","H74"
"S71","H79"
"S72","H80"
