"symbiont","host"
"S6","H7"
"S11","H7"
"S11","H8"
"S13","H8"
"S17","H12"
"S21","H49"
"S31","H30"
"S31","H80"
"S38","H37"
"S41","H40"
"S43","H33"
"S44","H33"
"S45","H46"
"S46","H46"
"S48","H66"
"S49","H66"
"S51","H30"
"S51","H79"
"S54","H50"
"S57","H52"
"S60","H57"
"S60","H58"
"S63","H8"
"S65","H22"
"S66","H22"
"S67","H61"
"S69","H63"
"S70","H96"
"S71","H66"
"S72","H68"
"S73","H69"
"S74","H73"
"S74","H81"
"S74","H82"
"S76","H77"
"S77","H73"
"S78","H78"
"S79","H67"
"S80","H67"
"S81","H83"
"S82","H88"
"S82","H101"
"S82","H102"
"S83","H84"
"S84","H86"
"S86","H89"
"S86","H108"
"S89","H92"
"S91","H94"
"S92","H85"
"S93","H85"
"S95","H97"
"S96","H98"
"S97","H99"
"S98","H100"
"S99","H72"
"S99","H88"
"S100","H72"
"S100","H88"
"S101","H30"
"S101","H79"
"S101","H80"
"S102","H30"
"S102","H79"
"S102","H80"
"S103","H107"
"S104","H89"
"S104","H108"
