"symbiont","host"
"S8","H29"
"S9","H8"
"S9","H38"
"S10","H9"
"S12","H23"
"S12","H24"
"S14","H39"
"S16","H30"
"S17","H17"
"S18","H18"
"S19","H12"
"S20","H8"
"S20","H39"
"S21","H8"
"S21","H39"
"S23","H35"
"S24","H2"
"S25","H2"
"S26","H25"
"S27","H26"
"S28","H28"
"S29","H27"
"S30","H38"
"S31","H39"
"S32","H39"
"S33","H29"
"S34","H30"
"S35","H31"
"S36","H32"
"S37","H33"
"S38","H34"
"S39","H35"
"S40","H36"
"S41","H37"
"S42","H38"
"S43","H39"
"S44","H38"
"S44","H40"
"S45","H40"
"S46","H38"
"S46","H41"
"S47","H8"
"S47","H38"
"S48","H8"
"S48","H38"
"S49","H12"
"S50","H12"
