"symbiont","host"
"S13","H15"
"S15","H12"
"S16","H12"
"S19","H15"
"S25","H15"
"S26","H15"
"S29","H15"
"S30","H32"
"S34","H83"
"S36","H41"
"S38","H44"
"S40","H15"
"S43","H57"
"S44","H47"
"S46","H49"
"S47","H52"
"S48","H68"
"S48","H69"
"S49","H54"
"S50","H55"
"S51","H42"
"S51","H88"
"S53","H74"
"S54","H74"
"S54","H75"
"S55","H58"
"S60","H55"
"S61","H66"
"S63","H63"
"S64","H63"
"S65","H70"
"S66","H71"
"S67","H72"
"S68","H39"
"S68","H73"
"S69","H39"
"S69","H73"
"S70","H76"
"S72","H62"
"S73","H62"
"S74","H107"
"S74","H108"
"S75","H78"
"S76","H79"
"S77","H80"
"S78","H81"
"S79","H82"
"S80","H83"
"S83","H105"
"S84","H105"
"S84","H106"
"S86","H113"
"S87","H89"
"S88","H90"
"S89","H91"
"S90","H107"
"S90","H108"
"S91","H93"
"S92","H92"
"S93","H92"
"S94","H83"
"S95","H83"
"S96","H95"
"S97","H96"
"S98","H94"
"S99","H94"
"S100","H99"
"S101","H100"
"S102","H101"
"S103","H102"
"S104","H103"
"S105","H104"
"S106","H109"
"S107","H110"
"S108","H85"
"S109","H85"
"S110","H113"
"S112","H33"
"S113","H33"
