"symbiont","host"
"S12","H12"
"S18","H33"
"S24","H82"
"S31","H115"
"S33","H33"
"S34","H36"
"S35","H17"
"S36","H17"
"S37","H35"
"S41","H42"
"S42","H35"
"S43","H35"
"S44","H43"
"S46","H93"
"S49","H49"
"S50","H53"
"S51","H25"
"S54","H56"
"S55","H57"
"S56","H120"
"S56","H121"
"S57","H80"
"S60","H61"
"S61","H62"
"S63","H90"
"S64","H41"
"S66","H65"
"S67","H66"
"S68","H67"
"S69","H68"
"S72","H97"
"S73","H25"
"S75","H71"
"S76","H48"
"S76","H72"
"S77","H76"
"S78","H73"
"S79","H75"
"S80","H76"
"S81","H77"
"S82","H79"
"S83","H80"
"S84","H120"
"S85","H84"
"S86","H85"
"S87","H87"
"S89","H91"
"S90","H92"
"S91","H81"
"S91","H94"
"S92","H95"
"S93","H98"
"S94","H99"
"S95","H100"
"S96","H101"
"S97","H102"
"S98","H103"
"S99","H112"
"S100","H86"
"S100","H105"
"S101","H45"
"S101","H106"
"S102","H107"
"S103","H108"
"S104","H41"
"S105","H41"
"S106","H113"
"S107","H114"
"S108","H114"
"S109","H115"
"S110","H128"
"S110","H129"
"S111","H50"
"S112","H50"
"S113","H111"
"S114","H111"
"S115","H110"
"S116","H122"
"S117","H118"
"S118","H119"
"S119","H109"
"S120","H109"
"S121","H104"
"S122","H104"
