"symbiont","host"
"S19","H20"
"S21","H96"
"S23","H85"
"S35","H96"
"S36","H95"
"S37","H23"
"S43","H39"
"S46","H41"
"S47","H95"
"S48","H10"
"S49","H42"
"S53","H23"
"S54","H23"
"S55","H66"
"S56","H47"
"S57","H54"
"S58","H53"
"S60","H50"
"S61","H51"
"S61","H76"
"S62","H59"
"S63","H52"
"S65","H91"
"S65","H92"
"S66","H59"
"S67","H60"
"S69","H61"
"S70","H64"
"S71","H65"
"S73","H69"
"S74","H48"
"S75","H48"
"S76","H58"
"S77","H58"
"S78","H75"
"S79","H10"
"S80","H10"
"S81","H95"
"S82","H95"
"S83","H76"
"S85","H68"
"S86","H68"
"S87","H78"
"S88","H79"
"S89","H10"
"S90","H80"
"S91","H82"
"S93","H84"
"S94","H85"
"S95","H86"
"S96","H87"
"S97","H88"
"S98","H89"
"S99","H10"
"S100","H10"
"S101","H90"
"S102","H81"
"S103","H81"
"S104","H74"
"S104","H93"
"S105","H94"
"S106","H95"
"S107","H96"
