"symbiont","host"
"S24","H88"
"S25","H88"
"S26","H54"
"S34","H29"
"S35","H30"
"S38","H34"
"S40","H112"
"S41","H38"
"S42","H39"
"S44","H41"
"S46","H63"
"S47","H31"
"S47","H43"
"S50","H88"
"S51","H51"
"S52","H52"
"S55","H58"
"S56","H112"
"S58","H60"
"S59","H61"
"S60","H87"
"S61","H62"
"S62","H71"
"S63","H102"
"S63","H103"
"S64","H57"
"S64","H93"
"S65","H78"
"S66","H64"
"S67","H36"
"S68","H36"
"S69","H96"
"S70","H65"
"S72","H80"
"S73","H73"
"S74","H74"
"S75","H75"
"S76","H76"
"S77","H77"
"S78","H78"
"S81","H80"
"S83","H82"
"S84","H84"
"S85","H85"
"S86","H87"
"S87","H88"
"S88","H89"
"S89","H104"
"S89","H105"
"S90","H91"
"S91","H92"
"S92","H57"
"S92","H93"
"S93","H98"
"S94","H132"
"S96","H96"
"S97","H99"
"S98","H86"
"S99","H86"
"S100","H90"
"S100","H100"
"S101","H101"
"S102","H121"
"S103","H106"
"S104","H107"
"S106","H109"
"S107","H110"
"S108","H111"
"S109","H112"
"S110","H113"
"S111","H114"
"S112","H115"
"S113","H119"
"S114","H120"
"S115","H95"
"S116","H95"
"S117","H75"
"S118","H75"
"S119","H125"
"S120","H126"
"S121","H127"
"S122","H128"
"S123","H59"
"S123","H129"
"S124","H130"
"S125","H83"
"S125","H118"
"S126","H83"
"S126","H118"
"S127","H131"
"S128","H132"
