"symbiont","host"
"S14","H11"
"S14","H24"
"S16","H18"
"S16","H21"
"S20","H23"
"S23","H27"
"S24","H28"
"S25","H29"
"S26","H30"
"S27","H55"
"S27","H61"
"S28","H31"
"S29","H31"
"S30","H32"
"S31","H53"
"S32","H36"
"S33","H34"
"S34","H35"
"S36","H37"
"S37","H38"
"S38","H43"
"S42","H41"
"S42","H43"
"S43","H42"
"S46","H43"
"S47","H44"
"S48","H45"
"S49","H46"
"S50","H47"
"S51","H50"
"S52","H48"
"S54","H44"
"S55","H51"
"S56","H44"
"S57","H44"
"S58","H52"
"S59","H53"
"S60","H54"
"S61","H44"
"S62","H44"
"S63","H56"
"S64","H57"
"S65","H58"
"S66","H59"
"S67","H55"
"S67","H61"
"S68","H62"
"S69","H63"
"S70","H25"
"S71","H25"
"S72","H60"
"S73","H60"
"S74","H49"
"S75","H49"
