"symbiont","host"
"S22","H81"
"S31","H61"
"S31","H62"
"S31","H92"
"S33","H93"
"S33","H94"
"S36","H37"
"S41","H23"
"S46","H51"
"S48","H48"
"S49","H18"
"S50","H126"
"S50","H127"
"S51","H164"
"S52","H51"
"S53","H52"
"S57","H117"
"S58","H57"
"S66","H112"
"S68","H69"
"S69","H70"
"S71","H73"
"S73","H75"
"S75","H38"
"S77","H77"
"S81","H83"
"S86","H95"
"S87","H96"
"S90","H138"
"S91","H101"
"S92","H102"
"S93","H103"
"S94","H128"
"S95","H104"
"S96","H105"
"S97","H70"
"S97","H106"
"S99","H49"
"S100","H49"
"S101","H114"
"S103","H112"
"S104","H113"
"S105","H43"
"S105","H45"
"S106","H43"
"S106","H45"
"S107","H114"
"S108","H43"
"S109","H43"
"S110","H117"
"S111","H118"
"S113","H120"
"S115","H99"
"S116","H99"
"S117","H124"
"S118","H125"
"S119","H152"
"S120","H127"
"S122","H18"
"S123","H18"
"S124","H128"
"S125","H129"
"S126","H61"
"S126","H62"
"S126","H134"
"S126","H144"
"S127","H130"
"S128","H138"
"S129","H138"
"S130","H131"
"S132","H137"
"S133","H133"
"S134","H118"
"S135","H118"
"S138","H86"
"S139","H86"
"S140","H80"
"S141","H80"
"S142","H54"
"S143","H137"
"S143","H138"
"S144","H137"
"S144","H138"
"S145","H54"
"S146","H54"
"S148","H42"
"S149","H139"
"S150","H140"
"S151","H141"
"S152","H142"
"S153","H145"
"S154","H150"
"S155","H146"
"S156","H147"
"S157","H148"
"S158","H149"
"S159","H150"
"S160","H151"
"S161","H152"
"S162","H153"
"S163","H154"
"S164","H155"
"S165","H156"
"S166","H157"
"S167","H158"
"S168","H159"
"S169","H160"
"S170","H161"
"S171","H162"
