"symbiont","host"
"S11","H15"
"S15","H15"
"S20","H37"
"S29","H61"
"S30","H22"
"S31","H22"
"S35","H32"
"S36","H103"
"S40","H67"
"S40","H68"
"S41","H36"
"S43","H98"
"S45","H41"
"S51","H72"
"S51","H100"
"S52","H99"
"S52","H100"
"S53","H44"
"S54","H75"
"S56","H102"
"S59","H49"
"S60","H50"
"S61","H80"
"S62","H16"
"S62","H125"
"S63","H89"
"S64","H53"
"S65","H57"
"S66","H58"
"S68","H52"
"S68","H59"
"S69","H51"
"S69","H60"
"S71","H61"
"S72","H62"
"S74","H65"
"S76","H53"
"S77","H53"
"S78","H71"
"S79","H73"
"S80","H74"
"S81","H77"
"S82","H78"
"S84","H80"
"S85","H81"
"S85","H94"
"S86","H16"
"S86","H124"
"S88","H85"
"S89","H35"
"S90","H35"
"S91","H35"
"S92","H86"
"S93","H113"
"S94","H90"
"S95","H92"
"S97","H81"
"S97","H94"
"S98","H97"
"S99","H98"
"S100","H102"
"S101","H103"
"S102","H108"
"S103","H104"
"S104","H105"
"S105","H34"
"S106","H34"
"S107","H106"
"S108","H48"
"S108","H118"
"S108","H119"
"S109","H116"
"S109","H117"
"S110","H107"
"S111","H108"
"S112","H109"
"S113","H110"
"S114","H116"
"S114","H117"
"S115","H113"
"S116","H114"
"S117","H115"
"S118","H46"
"S119","H46"
"S120","H79"
"S122","H71"
"S123","H71"
"S124","H120"
"S125","H121"
"S126","H122"
"S127","H123"
"S128","H39"
"S129","H39"
"S130","H87"
"S131","H87"
"S132","H16"
"S132","H124"
"S133","H125"
"S134","H126"
"S135","H127"
