"symbiont","host"
"S7","H2"
"S13","H10"
"S17","H25"
"S17","H26"
"S18","H3"
"S18","H25"
"S18","H26"
"S19","H13"
"S20","H25"
"S21","H26"
"S24","H3"
"S25","H15"
"S26","H11"
"S27","H11"
"S27","H25"
"S27","H26"
"S28","H16"
"S30","H14"
"S31","H14"
"S32","H15"
"S32","H25"
"S33","H15"
"S33","H25"
"S33","H26"
"S34","H2"
"S34","H19"
"S35","H20"
"S36","H25"
"S36","H26"
"S38","H27"
"S38","H28"
"S39","H21"
"S39","H23"
"S40","H24"
"S41","H13"
"S42","H4"
"S43","H4"
"S44","H3"
"S44","H26"
"S45","H3"
"S45","H26"
"S46","H3"
"S47","H18"
"S48","H14"
"S49","H14"
"S50","H29"
"S51","H30"
"S52","H3"
"S52","H18"
"S53","H3"
"S53","H18"
"S54","H3"
"S54","H13"
"S55","H3"
"S55","H13"
