438	179
438	67
438	160
438	68
439	59
439	58
440	95
440	3
441	174
441	69
442	175
442	75
442	125
442	110
442	85
442	186
442	206
442	39
442	146
442	219
442	94
442	159
443	179
443	157
443	105
443	14
444	121
444	191
444	200
444	32
444	27
445	213
445	101
446	95
446	97
446	59
446	200
446	20
447	192
448	137
448	70
448	113
448	14
449	89
449	195
449	22
450	89
451	95
451	138
451	178
451	207
451	149
452	97
452	184
453	131
453	96
454	126
454	192
455	196
456	179
457	212
457	149
457	13
458	146
458	31
458	36
458	166
458	196
458	59
458	110
459	76
459	172
459	191
459	157
459	3
459	164
459	136
460	171
460	38
461	24
461	4
461	213
461	157
461	212
461	71
462	213
462	191
463	97
463	181
463	10
463	67
464	97
465	97
465	86
465	105
465	172
465	22
465	8
465	158
465	219
465	16
465	40
465	82
465	214
465	206
466	56
466	55
466	26
466	104
466	206
466	83
466	146
466	52
467	175
468	121
469	7
469	90
470	174
470	206
470	175
470	141
470	9
470	115
471	97
471	206
471	28
472	55
473	83
473	74
473	4
474	95
474	97
474	126
474	183
474	77
475	97
476	102
476	60
477	137
477	83
477	198
477	90
478	98
479	74
480	34
480	182
481	16
482	55
483	180
483	1
484	193
484	100
485	193
486	34
487	167
487	170
488	74
489	12
489	203
489	152
489	24
490	116
491	208
492	12
492	203
492	152
492	18
492	181
492	119
493	192
494	113
495	132
495	57
496	188
497	54
497	175
498	81
499	92
499	61
500	54
500	83
501	24
501	154
502	81
502	125
502	32
503	81
504	31
505	83
506	149
506	196
506	198
506	112
506	175
506	181
506	183
506	117
506	125
507	39
508	102
509	11
509	135
509	187
510	116
510	166
510	12
510	68
511	131
511	122
511	207
511	79
512	9
513	57
513	167
513	58
513	209
513	75
513	26
513	157
514	175
514	75
514	168
515	79
515	38
516	175
516	218
516	28
516	142
517	180
517	33
517	126
517	145
518	202
519	102
519	137
519	184
519	128
520	83
521	17
521	154
521	26
522	116
522	162
523	130
524	130
525	15
525	100
525	119
525	143
525	176
525	95
525	18
525	172
525	60
525	209
525	115
525	58
525	147
525	212
525	219
525	194
525	74
525	202
525	140
525	89
525	180
526	133
526	63
527	81
528	81
528	1
529	24
530	34
531	79
532	180
532	1
533	121
534	121
535	54
536	82
536	184
536	78
536	144
537	130
537	162
538	180
538	189
538	30
538	187
538	114
539	189
540	54
540	19
540	156
540	155
540	108
540	30
540	111
541	108
541	61
542	131
543	97
543	94
544	74
545	143
546	213
546	201
546	27
546	38
546	107
546	20
546	130
546	79
547	45
547	78
547	115
547	77
547	7
547	180
547	167
547	80
547	55
547	152
547	46
547	12
547	47
547	96
547	129
547	82
547	116
547	126
547	38
547	135
548	95
548	97
548	59
548	179
548	123
548	144
548	132
548	24
548	12
548	124
548	128
548	111
548	102
548	122
548	152
548	34
548	29
548	27
548	208
548	218
548	167
548	154
548	105
548	196
548	202
548	82
548	204
548	131
548	91
548	219
548	203
548	81
548	110
548	198
548	52
548	168
548	14
548	186
548	157
549	95
549	59
549	128
549	122
549	123
549	167
549	52
549	177
549	35
550	31
550	179
550	13
550	48
550	49
550	39
550	143
550	63
550	96
551	192
551	92
552	174
552	194
552	20
552	179
552	124
552	168
552	89
552	149
552	120
552	26
552	173
552	209
552	30
552	131
552	202
552	98
552	158
552	196
552	6
552	141
552	41
552	193
552	142
552	33
552	37
552	114
552	140
552	13
552	163
552	43
552	109
552	84
552	169
552	44
552	136
552	1
552	99
552	60
552	102
552	14
552	215
552	157
552	88
552	200
552	94
552	145
552	21
552	184
552	147
553	174
554	39
555	39
556	31
556	121
556	54
557	24
558	179
558	72
559	83
559	22
559	12
560	31
560	129
560	114
560	193
560	189
561	202
562	70
562	167
562	85
563	54
563	174
563	129
563	78
563	40
563	100
563	66
563	30
563	173
564	13
564	21
564	42
564	27
564	20
564	179
564	169
564	141
565	42
566	95
566	188
567	180
567	15
567	60
568	183
568	205
568	72
569	79
570	58
571	131
571	108
571	153
572	97
573	175
573	184
573	141
573	147
573	64
573	142
573	41
574	175
574	184
574	78
575	131
575	117
575	31
575	151
576	95
576	188
577	179
578	20
578	141
578	89
578	173
578	142
578	6
578	143
578	125
578	48
579	22
580	82
581	39
581	199
581	180
581	166
581	186
582	79
583	9
584	161
584	134
585	130
586	54
587	188
587	170
587	197
587	39
587	34
588	98
589	130
590	130
590	16
590	174
590	50
591	24
592	15
593	209
593	215
594	130
594	142
595	116
595	24
595	137
595	108
595	11
595	104
595	99
595	196
595	204
595	78
595	105
595	46
595	114
595	16
595	101
595	47
595	119
596	189
596	172
596	129
596	8
596	79
596	21
596	6
596	85
596	69
596	45
596	63
597	205
597	117
597	102
597	166
597	145
597	55
597	126
598	34
599	55
599	178
599	106
599	203
599	64
599	198
600	116
601	75
601	85
602	83
602	19
603	19
604	188
604	170
604	197
605	56
605	204
605	63
605	39
605	49
606	31
606	149
606	96
606	72
607	102
608	152
608	27
609	55
610	86
610	97
610	172
611	92
611	165
612	31
612	128
612	147
613	39
613	130
613	217
613	154
614	81
614	206
615	137
615	25
616	95
617	148
618	31
619	31
619	122
620	106
620	79
621	187
621	142
621	78
621	197
621	110
621	157
622	187
622	73
623	180
623	33
623	64
623	2
623	57
624	180
624	219
624	15
624	44
624	47
624	208
625	152
626	121
627	34
628	167
628	83
628	97
628	89
628	41
628	166
629	4
629	2
630	4
631	54
631	174
631	129
631	78
631	40
632	161
633	54
634	101
635	54
635	148
635	15
635	116
635	115
635	87
635	176
635	180
635	8
635	93
635	35
636	148
636	116
637	121
638	31
638	129
638	114
638	193
638	189
638	22
638	217
639	114
639	88
640	130
641	154
641	212
642	212
643	202
644	188
645	95
646	15
647	12
648	218
648	153
648	208
649	153
650	31
651	31
652	131
653	137
653	177
653	47
654	55
654	145
654	44
654	41
654	204
655	192
656	89
656	108
657	206
658	167
658	192
658	125
658	186
658	168
659	56
659	55
659	26
659	27
659	192
660	87
660	89
660	88
660	177
660	19
661	12
661	152
662	152
663	188
663	115
664	167
664	170
664	9
664	99
664	57
664	172
665	181
665	73
665	135
666	79
667	52
668	187
668	142
668	78
668	197
668	121
668	63
668	44
668	122
668	184
669	111
670	11
670	107
670	14
670	194
671	196
672	55
673	131
674	83
675	130
675	29
676	29
677	202
677	148
678	95
678	78
678	117
679	55
680	209
680	139
681	139
682	11
682	137
682	169
682	99
683	169
684	83
684	135
685	54
686	12
686	203
686	152
686	18
686	206
686	164
