parasite_leaf:,host_leaf
P20,H6
P20,H11
P644,H47
P645,H47
P670,H46
P671,H46
P1004,H52
P1005,H33
P809,H53
P379,H37
P275,H26
P275,H28
P400,H11
P400,H27
P401,H27
P576,H44
P577,H45
P558,H42
P559,H43
P475,H22
P475,H38
P445,H41
P145,H18
P413,H29
P413,H37
P412,H16
P412,H18
P202,H12
P471,H25
P471,H40
P705,H42
P704,H43
P556,H42
P451,H41
P572,H44
P573,H45
P392,H31
P392,H35
P393,H29
P393,H36
P769,H34
P769,H50
P998,H55
P999,H39
P956,H55
P904,H54
P297,H4
P297,H30
P623,H10
P623,H47
P622,H46
P724,H47
P725,H45
P624,H46
P847,H43
P846,H38
P982,H46
P983,H48
P882,H39
P191,H21
P191,H23
P949,H32
P948,H20
P48,H8
P48,H14
P38,H8
P38,H15
P341,H26
P341,H28
P340,H32
P466,H4
P466,H30
P467,H41
P342,H33
P97,H9
P97,H12
P194,H21
P194,H22
P692,H46
P693,H42
P681,H17
P635,H47
P938,H54
P939,H55
P874,H32
P734,H49
P987,H42
P986,H48
P612,H15
P612,H20
P899,H52
P898,H39
P738,H7
P738,H32
P703,H18
P702,H20
P728,H17
P729,H17
P656,H48
P657,H49
P647,H24
P647,H44
P816,H36
P816,H52
P964,H53
P965,H47
P897,H42
P896,H14
P804,H38
P805,H38
P425,H39
P169,H20
P618,H46
P619,H47
P420,H22
P420,H38
P421,H39
P650,H48
P651,H49
P930,H54
P931,H55
P795,H50
P756,H20
P853,H37
P852,H44
P589,H45
P628,H46
P629,H47
P858,H12
P859,H49
P838,H47
P616,H46
P316,H32
P317,H33
P699,H42
P698,H44
P673,H27
P579,H24
P579,H45
P438,H37
P439,H32
P824,H52
P825,H53
P854,H53
P855,H53
P826,H52
P718,H28
P719,H20
P564,H27
P565,H43
P766,H27
P767,H43
P946,H30
P947,H30
P849,H46
P688,H27
P689,H27
P58,H6
P58,H10
P59,H8
P59,H15
P173,H6
P173,H11
P866,H52
P867,H17
P821,H53
P822,H52
P823,H53
P377,H37
P273,H26
P273,H28
P241,H27
P325,H30
P324,H17
P974,H47
P975,H33
P723,H12
P620,H46
P193,H21
P193,H23
P418,H38
P419,H39
P161,H15
P161,H20
P42,H2
P42,H4
P836,H38
P837,H38
P967,H52
P966,H14
P993,H18
P992,H17
P844,H14
P519,H12
P924,H54
P925,H55
P789,H34
P789,H50
P599,H38
P347,H35
P283,H4
P283,H30
P41,H9
P41,H12
P23,H6
P23,H10
P944,H52
P945,H33
P833,H52
P815,H53
P532,H37
P812,H52
P813,H53
P806,H52
P807,H53
P269,H28
P714,H27
P715,H17
P872,H18
P873,H18
P436,H12
P437,H38
P495,H15
P495,H20
P976,H28
P977,H45
P902,H28
P710,H27
P502,H12
P503,H12
P181,H9
P181,H12
P530,H38
P531,H38
P429,H39
P984,H32
P985,H48
P712,H38
P901,H30
P900,H12
P508,H7
P508,H32
P584,H44
P585,H45
P319,H33
P870,H37
P871,H17
P980,H37
P981,H28
P1003,H52
P1002,H14
P294,H4
P294,H31
P295,H4
P295,H30
P676,H32
P677,H14
P313,H33
P79,H9
P79,H13
P878,H46
P879,H30
P741,H39
P731,H18
P627,H47
P996,H52
P997,H14
P960,H30
P861,H30
P842,H18
P843,H18
P514,H12
P486,H31
P486,H34
P747,H9
P747,H12
P893,H32
P892,H12
P857,H12
P371,H35
P337,H6
P337,H10
P630,H46
P631,H47
P567,H28
P139,H16
P139,H18
P972,H33
P973,H49
P314,H32
P574,H44
P575,H45
P528,H25
P528,H41
P529,H20
P552,H40
P552,H42
P553,H43
P554,H42
P555,H43
P461,H41
P123,H13
P123,H17
P209,H19
P209,H24
P540,H42
P541,H43
P443,H41
P141,H16
P141,H18
P594,H17
P595,H39
P640,H26
P640,H28
P641,H46
P462,H38
P427,H39
P546,H42
P547,H43
P453,H41
P211,H19
P211,H24
P469,H27
P468,H18
P868,H17
P869,H48
P489,H7
P489,H32
P488,H12
P285,H4
P285,H30
P928,H54
P929,H55
P793,H50
P753,H42
P920,H54
P921,H55
P785,H50
P349,H31
P349,H35
P989,H18
P988,H12
P799,H48
P327,H12
P411,H13
P411,H17
P410,H17
P543,H40
P543,H43
P542,H42
P841,H35
P840,H41
P880,H41
P881,H41
P890,H44
P891,H44
P583,H45
P505,H33
P884,H33
P885,H45
P745,H41
P534,H32
P737,H16
P737,H18
P953,H30
P952,H18
P706,H18
P538,H42
P539,H43
P865,H27
P864,H18
P590,H41
P636,H44
P637,H38
P571,H45
P186,H5
P186,H7
P385,H29
P385,H37
P828,H52
P829,H53
P942,H52
P943,H14
P831,H53
P338,H4
P338,H30
P886,H50
P887,H50
P912,H54
P913,H55
P367,H35
P267,H15
P267,H20
P759,H32
P758,H20
P851,H12
P850,H39
P694,H41
P593,H42
P484,H12
P170,H15
P170,H21
P171,H15
P171,H20
P153,H8
P153,H14
P771,H34
P771,H50
P906,H54
P907,H55
P359,H35
P299,H4
P299,H30
P224,H14
P220,H14
P660,H7
P660,H33
P661,H18
P835,H37
P834,H14
P726,H33
P399,H28
P934,H54
P935,H55
P800,H46
P639,H45
P633,H47
P569,H39
P472,H7
P472,H32
P189,H21
P189,H23
P188,H21
P188,H22
P950,H20
P951,H20
P668,H20
P596,H12
P597,H12
P918,H54
P919,H55
P783,H50
P970,H46
P971,H43
P802,H46
P662,H35
P742,H30
P743,H49
P511,H22
P511,H39
P510,H37
P916,H54
P917,H55
P978,H50
P979,H41
P496,H31
P496,H35
P497,H22
P497,H38
P608,H4
P608,H30
P609,H43
P926,H54
P927,H55
P791,H50
P687,H17
P477,H12
P361,H31
P361,H35
P708,H4
P708,H30
P959,H52
P958,H42
P254,H14
P748,H20
P749,H20
P717,H47
P563,H20
P995,H28
P994,H17
P148,H14
P217,H19
P217,H24
P544,H42
P545,H43
P449,H41
P527,H37
P526,H38
P478,H31
P478,H35
P940,H54
P941,H42
P911,H55
P775,H50
P305,H30
P320,H32
P321,H33
P1000,H32
P1001,H32
P480,H12
P86,H9
P86,H13
P87,H12
P580,H24
P580,H44
P581,H45
P386,H14
P130,H12
P936,H54
P937,H55
P862,H12
P51,H6
P51,H10
P888,H53
P889,H44
P810,H52
P381,H37
P430,H38
P431,H39
P682,H28
P683,H14
P649,H30
P648,H42
P932,H54
P933,H55
P797,H50
P764,H43
P701,H14
P455,H41
P239,H27
P262,H8
P262,H14
P876,H27
P877,H48
P969,H47
P968,H41
P762,H41
P513,H22
P513,H38
P550,H42
P551,H43
P63,H6
P63,H11
P491,H41
P490,H14
P914,H54
P915,H55
P779,H50
P369,H35
P732,H23
P732,H48
P733,H44
P653,H49
P658,H22
P658,H39
P659,H45
P642,H38
P603,H32
P991,H38
P990,H39
P167,H20
P396,H27
P397,H27
P954,H28
P955,H47
P492,H12
P493,H12
P382,H29
P382,H36
P383,H37
P666,H35
P667,H49
P908,H54
P909,H55
P773,H50
P818,H52
P819,H53
P894,H30
P895,H49
P675,H35
P674,H42
P607,H45
P561,H43
P922,H54
P923,H55
P787,H50
P355,H35
P962,H45
P963,H45
P586,H44
P516,H4
P516,H30
P500,H30
