parasite_leaf:,host_leaf
P32,H6
P32,H9
P1672,H32
P1673,H32
P1523,H32
P1507,H64
P472,H60
P1226,H86
P1227,H86
P1133,H87
P1456,H52
P1457,H52
P151,H36
P1438,H80
P1439,H10
P947,H81
P551,H63
P963,H62
P963,H81
P962,H80
P1690,H60
P1691,H70
P645,H36
P831,H68
P831,H71
P830,H63
P1493,H85
P1492,H40
P1072,H84
P1073,H85
P761,H73
P1248,H88
P1248,H92
P1249,H93
P1155,H89
P1019,H83
P300,H36
P451,H41
P451,H59
P1509,H95
P1508,H85
P1325,H85
P1074,H84
P1200,H73
P1201,H79
P358,H51
P358,H54
P1138,H86
P1139,H87
P1140,H86
P1141,H87
P1135,H53
P1135,H87
P1134,H86
P1004,H80
P1005,H76
P955,H81
P1498,H35
P1499,H35
P1272,H61
P1048,H63
P579,H51
P579,H55
P1377,H60
P1376,H76
P889,H77
P1569,H35
P1568,H83
P1467,H83
P1645,H93
P1644,H57
P1488,H74
P870,H70
P818,H70
P745,H71
P1535,H71
P1534,H69
P1400,H69
P1441,H69
P1440,H90
P1213,H87
P1189,H91
P998,H77
P999,H77
P894,H76
P653,H40
P1658,H96
P1659,H87
P1395,H97
P1634,H34
P1635,H34
P1632,H63
P1433,H95
P1432,H59
P1624,H58
P1625,H58
P1553,H78
P379,H59
P57,H17
P57,H20
P125,H14
P125,H26
P308,H16
P308,H40
P816,H21
P816,H24
P1600,H98
P1601,H99
P1282,H63
P974,H39
P975,H69
P1062,H31
P1063,H31
P1688,H96
P1689,H96
P1387,H97
P236,H16
P236,H41
P906,H78
P907,H79
P1642,H32
P1643,H32
P530,H61
P392,H60
P864,H24
P865,H24
P785,H69
P1468,H40
P1469,H40
P859,H37
P859,H52
P1314,H24
P1315,H31
P499,H24
P48,H6
P48,H8
P19,H7
P19,H10
P74,H21
P74,H25
P862,H24
P863,H69
P267,H38
P267,H48
P1449,H92
P1448,H90
P1197,H91
P1060,H47
P1060,H79
P1232,H78
P1233,H57
P938,H78
P939,H79
P1697,H73
P1696,H89
P1203,H89
P1514,H92
P1515,H36
P1257,H93
P1476,H83
P1477,H76
P199,H16
P199,H40
P848,H58
P849,H58
P1110,H18
P1110,H39
P1111,H85
P1353,H83
P1352,H39
P389,H59
P370,H39
P590,H41
P590,H59
P1540,H10
P1541,H10
P516,H10
P427,H8
P427,H42
P1504,H85
P1505,H85
P1086,H84
P777,H73
P1683,H63
P1682,H78
P929,H79
P1098,H81
P1099,H81
P970,H80
P660,H61
P1399,H58
P1398,H52
P976,H60
P688,H60
P350,H51
P350,H54
P1368,H59
P1369,H35
P1278,H71
P1647,H34
P1646,H70
P1443,H80
P1359,H83
P711,H69
P1190,H90
P1191,H91
P880,H76
P881,H77
P260,H28
P260,H30
P415,H16
P415,H40
P805,H65
P805,H75
P804,H74
P1298,H77
P1299,H36
P896,H76
P1340,H94
P1341,H95
P1112,H85
P1208,H84
P1209,H69
P759,H73
P1695,H84
P1694,H97
P1388,H96
P1204,H31
P732,H31
P980,H28
P980,H31
P981,H31
P428,H25
P428,H61
P429,H25
P429,H60
P492,H25
P492,H60
P493,H60
P1576,H64
P1577,H83
P674,H64
P790,H74
P791,H75
P1706,H29
P1707,H29
P778,H29
P1586,H98
P1587,H99
P333,H32
P719,H24
P718,H69
P748,H70
P749,H71
P1192,H90
P1193,H91
P693,H63
P692,H40
P878,H76
P879,H77
P1425,H31
P1424,H79
P926,H78
P1608,H98
P1609,H99
P1521,H92
P920,H78
P921,H79
P1524,H57
P1525,H57
P1123,H57
P1194,H66
P1194,H90
P1195,H91
P1029,H49
P1029,H83
P1372,H95
P1373,H95
P1342,H94
P1284,H92
P1261,H93
P1169,H89
P1444,H92
P1445,H92
P1263,H93
P1171,H89
P647,H39
P843,H60
P842,H10
P467,H48
P361,H44
P361,H57
P924,H47
P924,H78
P925,H79
P1404,H96
P1405,H96
P1383,H97
P1052,H14
P1052,H26
P1053,H26
P641,H26
P1206,H61
P1207,H52
P400,H60
P506,H26
P507,H26
P866,H58
P867,H34
P735,H57
P734,H26
P1693,H74
P1692,H22
P164,H21
P164,H24
P337,H20
P337,H29
P336,H29
P588,H24
P589,H58
P510,H24
P511,H22
P802,H74
P803,H75
P1109,H75
P1108,H83
P1254,H92
P1255,H93
P1163,H89
P1650,H95
P1651,H61
P1336,H94
P1428,H64
P1429,H76
P795,H65
P795,H75
P1684,H74
P1685,H74
P1703,H81
P1702,H31
P1308,H74
P1675,H63
P1674,H86
P1680,H40
P1681,H40
P1413,H35
P797,H65
P797,H75
P668,H64
P669,H59
P270,H21
P270,H24
P780,H48
P781,H48
P1653,H31
P1652,H34
P1055,H60
P181,H16
P181,H40
P1698,H74
P1699,H76
P793,H75
P639,H61
P1268,H92
P1269,H93
P1582,H34
P1583,H39
P1161,H89
P1027,H83
P1612,H59
P1613,H71
P376,H58
P683,H60
P682,H61
P1430,H60
P1431,H60
P1392,H96
P1393,H97
P1496,H80
P1497,H79
P658,H61
P655,H61
P1472,H60
P1473,H59
P1564,H60
P1565,H97
P1037,H10
P395,H61
P176,H16
P176,H41
P177,H40
P374,H41
P374,H58
P375,H59
P179,H40
P1627,H24
P1626,H34
P1275,H35
P1588,H98
P1589,H99
P984,H68
P984,H71
P985,H79
P986,H70
P987,H52
P707,H69
P627,H55
P627,H66
P900,H76
P901,H77
P853,H39
P887,H50
P887,H77
P886,H76
P827,H59
P826,H32
P1666,H32
P1667,H32
P1663,H29
P1451,H76
P1084,H84
P1085,H85
P1096,H30
P1096,H73
P1097,H74
P695,H52
P1495,H85
P1494,H29
P822,H58
P1220,H59
P1221,H35
P857,H75
P856,H35
P352,H4
P352,H34
P1328,H29
P1329,H29
P454,H21
P454,H24
P1543,H69
P1542,H52
P1310,H52
P463,H18
P463,H39
P462,H34
P44,H15
P44,H19
P45,H19
P42,H12
P42,H14
P104,H14
P104,H26
P1064,H75
P1065,H71
P788,H74
P1050,H64
P1051,H69
P324,H51
P324,H55
P1042,H4
P1042,H34
P1043,H34
P1596,H98
P1597,H99
P717,H61
P1594,H98
P1595,H99
P1258,H92
P1259,H93
P1167,H89
P1035,H83
P1610,H31
P1611,H31
P1246,H92
P1247,H93
P1153,H89
P1474,H83
P1475,H83
P1501,H29
P1500,H76
P1459,H89
P899,H77
P783,H30
P783,H73
P651,H52
P580,H57
P581,H26
P1604,H98
P1605,H99
P1296,H79
P918,H47
P918,H78
P915,H47
P915,H79
P914,H78
P1602,H98
P1603,H99
P1291,H39
P1701,H58
P1700,H48
P1623,H48
P1047,H19
P1390,H96
P1391,H97
P1323,H61
P1639,H58
P1638,H57
P1184,H80
P967,H81
P1301,H58
P1300,H59
P1289,H85
P1222,H81
P1067,H81
P968,H80
P559,H63
P365,H44
P365,H57
P1234,H74
P1235,H74
P1178,H59
P1350,H59
P1351,H69
P1346,H59
P384,H58
P860,H57
P861,H57
P1384,H96
P1385,H97
P1378,H96
P1379,H97
P113,H27
P113,H32
P722,H64
P723,H64
P1547,H89
P1546,H91
P1304,H91
P1276,H61
P1660,H75
P1661,H75
P786,H74
P111,H13
P111,H22
P956,H80
P957,H81
P565,H63
P961,H62
P961,H81
P960,H80
P1537,H58
P1536,H35
P1182,H39
P567,H63
P1484,H94
P1485,H94
P1620,H95
P1621,H70
P195,H8
P195,H42
P770,H30
P770,H72
P771,H73
P1486,H73
P1487,H40
P1435,H73
P807,H10
P1082,H72
P1082,H84
P1083,H85
P1427,H94
P1426,H84
P1081,H85
P1121,H30
P1121,H73
P1460,H73
P1461,H73
P840,H63
P841,H35
P697,H43
P697,H63
P1104,H81
P1105,H69
P952,H80
P1408,H10
P1409,H10
P1228,H81
P948,H80
P555,H63
P1590,H98
P1591,H99
P528,H39
P1056,H47
P1056,H79
P1057,H57
P912,H78
P1177,H64
P1176,H87
P1483,H91
P1482,H86
P1361,H85
P1360,H22
P576,H4
P576,H34
P1294,H40
P1295,H40
P452,H61
P390,H60
P1356,H35
P1357,H92
P978,H35
P1619,H81
P1618,H39
P1367,H85
P68,H11
P68,H16
P1238,H75
P1239,H32
P798,H74
P1303,H90
P1302,H77
P1095,H70
P982,H75
P847,H24
P800,H74
P1561,H59
P1560,H32
P1580,H64
P1581,H48
P1516,H90
P1670,H93
P1671,H93
P1199,H91
P1102,H64
P1686,H35
P1687,H69
P1510,H63
P832,H63
P1578,H87
P1579,H87
P1142,H86
P1059,H40
P944,H80
P945,H81
P1334,H94
P1335,H95
P1076,H84
P1077,H85
P765,H73
P972,H80
P973,H81
P940,H78
P917,H79
P1038,H60
P1039,H83
P1396,H61
P1397,H73
P1224,H63
P1570,H29
P1571,H29
P884,H76
P885,H77
P468,H34
P416,H10
P417,H48
P642,H18
P642,H39
P1454,H39
P1455,H39
P1006,H47
P1006,H79
P1007,H59
P922,H78
P958,H80
P959,H81
P877,H4
P877,H35
P1585,H73
P1584,H35
P673,H48
P637,H35
P594,H39
P169,H18
P169,H39
P1240,H92
P1241,H93
P1147,H89
P1011,H83
P1242,H92
P1243,H93
P1149,H89
P1452,H83
P1453,H69
P265,H38
P265,H48
P205,H7
P205,H10
P204,H10
P201,H27
P201,H32
P154,H10
P100,H21
P100,H24
P1415,H59
P1414,H34
P1348,H22
P1436,H77
P1437,H77
P1418,H61
P410,H60
P738,H61
P739,H39
P892,H50
P892,H76
P1636,H77
P1637,H87
P1114,H85
P1115,H32
P1470,H72
P1470,H84
P1471,H81
P767,H73
P910,H78
P911,H79
P412,H60
P133,H27
P133,H33
P726,H19
P727,H57
P526,H31
P445,H25
P445,H60
P383,H41
P383,H59
P382,H58
P296,H28
P296,H30
P1606,H98
P1607,H99
P1479,H96
P820,H48
P730,H48
P1215,H20
P1215,H29
P1614,H84
P1615,H84
P1089,H72
P1089,H85
P1219,H72
P1219,H84
P1218,H57
P1326,H30
P1326,H73
P1327,H21
P1327,H24
P491,H26
P490,H36
P1530,H80
P1531,H92
P951,H81
P557,H63
P875,H64
P874,H69
P736,H52
P1421,H90
P1420,H78
P1462,H78
P1463,H78
P1655,H76
P1654,H79
P872,H52
P808,H52
P1126,H86
P1127,H87
P247,H6
P247,H9
P996,H4
P996,H35
P997,H74
P1354,H67
P1354,H69
P1355,H59
P1270,H59
P1093,H59
P380,H58
P584,H20
P584,H29
P1592,H98
P1593,H99
P170,H16
P170,H41
P1252,H92
P1253,H93
P1159,H89
P1023,H83
P1480,H40
P1481,H57
P1630,H96
P1631,H26
P1554,H40
P1091,H78
P354,H7
P354,H10
P1598,H98
P1599,H99
P1001,H19
P1664,H94
P1665,H89
P1339,H95
P612,H10
P1678,H24
P1679,H78
P1556,H79
P908,H78
P71,H10
P9,H2
P9,H4
P107,H7
P107,H10
P152,H6
P152,H8
P295,H27
P295,H32
P988,H22
P989,H22
P1567,H80
P1566,H92
P1319,H90
P1251,H93
P1157,H89
P1021,H83
P478,H40
P1320,H86
P1321,H86
P1131,H87
P1648,H87
P1649,H87
P1128,H86
P422,H41
P422,H58
P1657,H10
P1656,H97
P1380,H96
P373,H59
P1280,H19
P1281,H19
P1293,H19
P1292,H71
P750,H70
P1312,H93
P1313,H69
P1316,H92
P1317,H78
P1173,H89
P1118,H69
P812,H69
P1704,H81
P1705,H57
P1187,H32
P964,H80
P1411,H34
P1410,H93
P1266,H92
P1528,H89
P1529,H89
P1572,H39
P1573,H52
P1669,H74
P1668,H35
P1526,H58
P1559,H25
P1559,H60
P1558,H83
P356,H34
P1364,H24
P1365,H84
P121,H35
P397,H25
P397,H61
P396,H60
P1533,H80
P1532,H60
P1371,H42
P1371,H95
P421,H60
P740,H61
P741,H34
P458,H61
P755,H30
P755,H73
P1068,H84
P1069,H85
P330,H34
P249,H14
P249,H26
P476,H35
P477,H35
P1490,H39
P1491,H39
P850,H39
P1107,H80
P1106,H39
P1100,H39
P1563,H95
P1562,H32
P1549,H71
P994,H32
P1015,H49
P1015,H83
P1306,H93
P1307,H93
P1244,H92
P1502,H89
P1503,H19
P483,H60
P482,H48
P97,H28
P97,H30
P1375,H32
P1374,H26
P824,H26
P1641,H39
P1640,H79
P1417,H59
P930,H78
P1544,H79
P1545,H79
P932,H78
P84,H14
P84,H27
P60,H13
P60,H23
P61,H13
P61,H22
P166,H23
P166,H36
P1465,H31
P1464,H77
P882,H76
P449,H52
P573,H34
P572,H32
P307,H26
P1423,H74
P1422,H22
P1286,H59
P1677,H32
P1676,H52
P1629,H39
P1628,H87
P1216,H87
P1512,H35
P1513,H83
P1402,H86
P276,H46
P276,H51
P1539,H40
P1538,H77
P890,H76
P609,H29
P1045,H4
P1045,H34
P1551,H74
P1550,H79
P1211,H79
P904,H47
P904,H78
P1616,H22
P1617,H22
