parasite_leaf:,host_leaf
P352,H28
P352,H30
P353,H30
P1256,H19
P1257,H19
P1768,H30
P1769,H43
P1824,H24
P1824,H50
P1825,H24
P1825,H51
P3407,H39
P3406,H19
P2730,H51
P1826,H50
P2190,H17
P2191,H47
P1417,H17
P1220,H19
P301,H18
P301,H25
P570,H14
P570,H36
P984,H37
P985,H37
P2206,H37
P2207,H16
P1687,H42
P1687,H44
P1686,H37
P2477,H37
P2476,H34
P1779,H28
P1779,H30
P2366,H34
P2367,H44
P1054,H28
P1054,H31
P3156,H66
P3157,H67
P1386,H16
P247,H13
P247,H29
P2218,H21
P2219,H53
P2588,H56
P2589,H57
P3126,H64
P3127,H65
P2874,H57
P2631,H57
P2614,H56
P2469,H19
P2337,H23
P1471,H45
P1471,H47
P1470,H46
P3451,H23
P3450,H61
P2892,H60
P2113,H34
P2112,H46
P1457,H47
P3266,H41
P3267,H41
P2824,H58
P2825,H59
P3245,H30
P3244,H62
P3027,H63
P2011,H49
P2814,H58
P2815,H59
P3018,H62
P3019,H63
P2119,H41
P2118,H30
P1689,H37
P249,H13
P249,H29
P1213,H36
P1213,H38
P1726,H45
P1726,H46
P1727,H35
P1727,H41
P1453,H47
P1095,H42
P1095,H44
P3345,H46
P3344,H43
P1742,H43
P1096,H42
P1096,H45
P1097,H44
P1027,H12
P1027,H43
P408,H33
P408,H35
P1821,H24
P1821,H51
P1820,H50
P2442,H34
P2443,H25
P1137,H15
P1137,H21
P930,H33
P930,H34
P2725,H39
P2724,H32
P2001,H32
P1507,H41
P774,H28
P774,H30
P831,H28
P831,H30
P3434,H57
P3435,H17
P3441,H32
P3440,H56
P1996,H30
P2566,H56
P2567,H57
P129,H6
P129,H23
P94,H8
P94,H19
P3285,H49
P3284,H25
P2387,H25
P2383,H25
P885,H11
P2813,H54
P2813,H59
P2812,H58
P3016,H62
P3017,H63
P1964,H50
P1783,H24
P1783,H51
P3390,H65
P3391,H61
P3130,H64
P3423,H61
P3422,H30
P1145,H21
P3038,H62
P3039,H63
P3216,H66
P3217,H67
P2451,H53
P2450,H47
P2032,H24
P2032,H51
P3403,H66
P3402,H50
P1121,H18
P1121,H25
P1120,H41
P1806,H24
P1806,H50
P1807,H51
P1429,H45
P1429,H47
P2840,H58
P2841,H59
P2304,H46
P2471,H49
P2470,H44
P1021,H43
P2750,H18
P2750,H25
P2751,H11
P2715,H41
P2117,H44
P2872,H11
P2873,H11
P634,H11
P103,H9
P103,H16
P604,H7
P604,H11
P2556,H56
P2557,H57
P51,H7
P51,H11
P374,H15
P374,H21
P2162,H46
P2163,H46
P1991,H46
P1439,H47
P1111,H44
P1041,H43
P1070,H22
P1070,H27
P1071,H21
P2697,H53
P2696,H30
P2514,H25
P2379,H25
P3140,H66
P3141,H67
P1338,H36
P1338,H39
P2658,H16
P2659,H46
P2358,H41
P3477,H53
P3476,H41
P2125,H53
P2124,H39
P2104,H52
P3271,H67
P3270,H53
P2373,H21
P1571,H49
P555,H37
P285,H28
P285,H30
P1311,H11
P1310,H41
P3028,H62
P3029,H63
P2269,H21
P2784,H58
P2785,H59
P3439,H17
P3438,H59
P2792,H58
P2996,H62
P2997,H63
P1389,H17
P2786,H58
P2787,H59
P2992,H62
P2993,H63
P2790,H58
P2791,H59
P2994,H62
P2995,H63
P1336,H28
P1336,H31
P1147,H34
P348,H28
P348,H31
P257,H13
P257,H29
P3066,H64
P3067,H65
P905,H23
P2716,H41
P2717,H41
P896,H35
P896,H41
P897,H35
P897,H41
P3274,H64
P3275,H64
P3307,H21
P3306,H65
P1190,H33
P1190,H34
P1994,H34
P1995,H50
P3120,H64
P3121,H65
P3122,H64
P3123,H65
P3452,H65
P3453,H46
P3110,H64
P1088,H42
P1088,H45
P1089,H44
P1019,H12
P1019,H43
P3124,H64
P3125,H65
P2862,H16
P3236,H16
P3237,H61
P2867,H47
P2666,H47
P2667,H47
P3350,H37
P3351,H34
P1500,H32
P2278,H29
P2278,H55
P2279,H41
