parasite_leaf:,host_leaf
P19,H3
P19,H4
P513,H26
P512,H7
P494,H27
P443,H8
P443,H11
P1188,H44
P1189,H45
P938,H31
P867,H10
P809,H10
P1052,H40
P1053,H41
P974,H10
P1013,H22
P1013,H27
P1012,H27
P950,H27
P951,H34
P1132,H42
P1133,H43
P757,H34
P990,H26
P991,H26
P887,H32
P648,H15
P648,H17
P649,H7
P642,H26
P762,H30
P762,H35
P763,H34
P1128,H42
P1129,H43
P753,H34
P1158,H31
P1159,H31
P697,H17
P810,H20
P811,H7
P610,H15
P610,H17
P499,H25
P409,H26
P151,H13
P151,H18
P658,H26
P659,H26
P299,H27
P259,H11
P1157,H10
P1156,H33
P805,H26
P572,H32
P1237,H25
P1236,H42
P1123,H43
P745,H34
P700,H28
P700,H32
P1232,H40
P1233,H40
P1059,H41
P1222,H20
P1223,H33
P1249,H45
P1248,H32
P589,H33
P549,H7
P508,H11
P1226,H42
P1227,H7
P1131,H43
P755,H34
P363,H31
P153,H13
P153,H18
P133,H15
P133,H17
P1067,H24
P1066,H40
P1049,H41
P933,H20
P783,H25
P412,H15
P412,H16
P425,H11
P424,H26
P203,H14
P203,H21
P202,H14
P202,H20
P591,H15
P591,H17
P1086,H17
P1087,H17
P97,H7
P107,H12
P107,H14
P347,H9
P347,H25
P1022,H40
P1023,H41
P253,H10
P1250,H10
P1251,H27
P646,H20
P612,H15
P612,H17
P1268,H46
P1269,H47
P925,H39
P865,H25
P848,H9
P848,H24
P664,H27
P833,H18
P833,H37
P1200,H44
P1201,H45
P1202,H44
P1203,H45
P1056,H40
P1057,H41
P993,H39
P167,H8
P167,H10
P166,H17
P1073,H11
P1072,H26
P281,H22
P281,H27
P1120,H42
P1121,H43
P739,H34
P1217,H27
P1216,H31
P149,H13
P149,H18
P16,H3
P16,H4
P8,H3
P8,H5
P20,H2
P20,H6
P471,H8
P471,H11
P1094,H17
P1095,H17
P902,H29
P902,H38
P903,H39
P341,H6
P341,H29
P1270,H46
P1271,H47
P927,H39
P868,H33
P560,H32
P713,H26
P712,H32
P669,H32
P1206,H33
P1207,H33
P1154,H42
P1155,H43
P1104,H7
P882,H34
P1126,H42
P1127,H43
P686,H23
P686,H30
P687,H32
P650,H26
P651,H7
P381,H6
P381,H28
P380,H22
P380,H27
P368,H23
P368,H30
P369,H31
P384,H13
P384,H18
P385,H13
P385,H18
P672,H11
P673,H11
P779,H21
P778,H26
P90,H8
P90,H10
P965,H29
P965,H39
P1190,H44
P1191,H45
P831,H37
P705,H26
P1162,H37
P1163,H37
P941,H27
P1184,H36
P1184,H44
P1185,H45
P1180,H44
P1181,H45
P825,H37
P790,H25
P791,H20
P1124,H42
P1125,H43
P747,H34
P1298,H46
P1299,H47
P1241,H25
P1274,H46
P1275,H47
P1211,H43
P1210,H39
P862,H22
P862,H26
P699,H32
P1192,H44
P1193,H45
P1272,H46
P1273,H47
P1102,H8
P1102,H11
P1288,H46
P1289,H47
P984,H37
P1230,H37
P1231,H37
P896,H37
P1186,H44
P1187,H45
P711,H20
P1176,H44
P1177,H45
P821,H37
P562,H32
P563,H33
P1100,H41
P1101,H34
P1020,H40
P1280,H46
P1281,H47
P1282,H46
P1283,H47
P901,H39
P607,H23
P607,H30
P1134,H42
P1135,H43
P759,H34
P986,H17
P987,H17
P894,H24
P888,H31
P889,H31
P625,H31
P445,H13
P445,H18
P970,H27
P971,H27
P1198,H44
P1199,H45
P1116,H26
P117,H11
P419,H9
P419,H24
P1168,H24
P1169,H7
P432,H21
P433,H21
P586,H32
P587,H33
P1030,H16
P1030,H40
P1031,H41
P574,H32
P575,H33
P634,H14
P634,H20
P949,H20
P948,H7
P266,H9
P266,H24
P1182,H44
P1183,H45
P827,H37
P652,H33
P605,H24
P582,H32
P666,H9
P666,H25
P667,H33
P1140,H42
P1141,H43
P767,H34
P796,H8
P796,H10
P797,H10
P1144,H42
P1145,H43
P934,H10
P838,H10
P1245,H31
P1244,H45
P1209,H45
P1196,H44
P1008,H10
P789,H10
P788,H11
P1256,H46
P1257,H47
P905,H39
P1258,H46
P1259,H47
P907,H39
P1034,H40
P1035,H41
P1303,H44
P1302,H33
P558,H32
P245,H7
P351,H6
P351,H29
P1065,H29
P1065,H39
P1064,H39
P1111,H25
P1110,H17
P943,H20
P1290,H46
P1291,H47
P1107,H37
P1152,H42
P1153,H43
P725,H27
P891,H26
P890,H32
P989,H25
P988,H33
P318,H6
P318,H28
P1266,H46
P1267,H47
P1304,H39
P1305,H7
P631,H24
P1264,H46
P1265,H47
P913,H39
P302,H10
P892,H11
P893,H25
P637,H25
P1092,H26
P1093,H39
P690,H14
P690,H20
P239,H2
P239,H7
P640,H10
P641,H31
P1286,H46
P1287,H47
P1090,H10
P730,H11
P1247,H41
P1246,H37
P1238,H10
P1070,H11
P623,H11
P448,H9
P448,H25
P449,H31
P663,H9
P663,H24
P858,H24
P859,H24
P855,H8
P855,H11
P1005,H10
P1004,H31
P615,H31
P675,H24
P674,H32
P595,H32
P594,H33
P800,H6
P800,H29
P801,H27
P484,H13
P484,H18
P1108,H27
P1109,H34
P729,H11
P728,H26
P439,H17
P396,H24
P708,H25
P709,H20
P880,H25
P881,H33
P407,H27
P401,H11
P51,H2
P51,H6
P50,H2
P50,H7
P122,H15
P122,H16
P330,H9
P330,H25
P684,H9
P684,H25
P685,H20
P274,H24
P1278,H46
P1279,H47
P1075,H21
P982,H17
P815,H34
P184,H17
P1068,H17
P1069,H37
P1003,H17
P706,H20
P770,H21
P771,H27
P714,H21
P377,H23
P377,H31
P1148,H42
P1149,H43
P1150,H42
P1151,H43
P1300,H25
P1301,H20
P1076,H34
P352,H22
P352,H27
P1213,H21
P1212,H32
P720,H26
P813,H34
P812,H32
P1118,H42
P1119,H43
P737,H34
P846,H23
P846,H31
P847,H26
P1194,H36
P1194,H44
P1195,H45
P1007,H37
P817,H37
P1097,H25
P1096,H40
P1037,H41
P655,H10
P1220,H17
P1221,H17
P1218,H40
P1219,H40
P1051,H41
P959,H32
P1044,H40
P1045,H41
P845,H27
P1142,H42
P1143,H43
P1253,H43
P1252,H33
P749,H34
P458,H17
P688,H22
P688,H26
P689,H26
P462,H10
P945,H26
P944,H33
P564,H32
P386,H15
P386,H17
P387,H17
P198,H14
P198,H20
P199,H21
P223,H19
P223,H23
P288,H22
P288,H26
P389,H23
P389,H30
P388,H22
P388,H27
P596,H13
P596,H18
P597,H28
P597,H33
P450,H8
P450,H10
P451,H31
P67,H4
P67,H13
P174,H15
P174,H16
P175,H15
P175,H16
P1040,H40
P1041,H41
P1062,H17
P1063,H17
P842,H32
P843,H32
P794,H21
P795,H21
P473,H23
P473,H30
P1276,H46
P1277,H47
P998,H21
P961,H26
P543,H21
P1292,H46
P1293,H47
P1115,H17
P929,H39
P874,H33
P1166,H33
P1167,H33
P584,H28
P584,H32
P972,H21
P973,H31
P249,H21
P192,H14
P192,H20
P616,H22
P616,H27
P617,H15
P617,H17
P519,H27
P294,H22
P294,H26
P553,H28
P553,H33
P552,H28
P552,H32
P1296,H46
P1297,H47
P1215,H10
P899,H39
P1260,H46
P1261,H47
P909,H39
P601,H33
P1046,H40
P1047,H41
P1088,H10
P1089,H26
P338,H8
P338,H11
P963,H24
P962,H37
P878,H33
P568,H32
P799,H28
P799,H32
P798,H32
P571,H33
P539,H20
P538,H31
P1136,H42
P1137,H43
P761,H34
P1032,H40
P1033,H41
P145,H13
P145,H18
P781,H28
P781,H33
P1112,H33
P1113,H33
P840,H28
P840,H32
P1284,H46
P1285,H47
P1084,H32
P921,H29
P921,H39
P920,H29
P920,H38
P733,H32
P205,H20
P34,H2
P34,H6
P966,H26
P967,H37
P947,H10
P931,H7
P283,H27
P577,H28
P577,H33
P576,H32
P916,H29
P916,H38
P917,H39
P682,H31
P936,H21
P937,H34
P768,H30
P768,H35
P741,H34
P414,H13
P414,H18
P415,H31
P285,H22
P285,H27
P1294,H46
P1295,H47
P1172,H26
P806,H26
P535,H27
P534,H31
