parasite_leaf:,host_leaf
P2892,H33
P2893,H33
P530,H32
P501,H7
P501,H13
P2986,H76
P2987,H77
P2749,H14
P1797,H59
P2131,H16
P2131,H31
P2130,H31
P639,H8
P639,H21
P3048,H78
P3049,H79
P2015,H64
P1521,H57
P2238,H52
P2239,H29
P2189,H52
P1065,H45
P423,H17
P423,H28
P422,H28
P373,H29
P629,H30
P629,H32
P628,H32
P1108,H14
P1109,H14
P1036,H14
P2902,H14
P2903,H14
P2175,H14
P1415,H50
P1414,H14
P3152,H23
P3153,H78
P552,H19
P552,H24
P1916,H43
P1917,H31
P1643,H54
P990,H42
P2334,H68
P2335,H69
P2676,H70
P2677,H50
P2581,H71
P2792,H52
P2793,H72
P3268,H80
P3269,H81
P2479,H61
P1606,H57
P1607,H32
P2165,H17
P2165,H29
P3092,H78
P3093,H79
P2005,H64
P1055,H45
P3068,H78
P3069,H79
P2049,H64
P2416,H29
P2417,H67
P2916,H61
P2917,H28
P2204,H26
P601,H7
P601,H13
P600,H24
P580,H18
P580,H26
P3208,H80
P3209,H81
P2366,H68
P2367,H69
P1582,H23
P311,H23
P1849,H41
P1849,H61
P1848,H60
P981,H40
P3454,H81
P3455,H26
P3220,H80
P2526,H70
P2527,H71
P1183,H49
P1139,H46
P2496,H59
P2497,H54
P3135,H76
P3134,H51
P2719,H31
P2930,H76
P2931,H77
P2062,H64
P2063,H45
P2028,H56
P2028,H65
P2251,H43
P2250,H57
P1403,H52
P2678,H45
P2679,H13
P2666,H29
P2667,H29
P1931,H23
P63,H1
P63,H2
P3146,H23
P3147,H54
P1638,H23
P3242,H80
P3243,H81
P1935,H61
P1934,H31
P612,H7
P612,H13
P2755,H68
P2754,H54
P2302,H54
P2244,H33
P415,H17
P415,H29
P2810,H24
P2811,H31
P1290,H24
P835,H25
P835,H38
P1013,H39
P1013,H43
P2260,H42
P2261,H28
P1842,H41
P1842,H60
P1843,H61
P3106,H78
P3107,H79
P3430,H82
P3431,H83
P2660,H40
P1621,H23
P1620,H14
P3176,H40
P3177,H45
P1576,H23
P3252,H80
P3253,H81
P1655,H57
P781,H29
P2797,H23
P2796,H28
P2477,H24
P1601,H20
P1601,H45
P1600,H28
P1245,H35
P2572,H70
P2573,H71
P1718,H29
P851,H4
P851,H14
P850,H28
P1562,H17
P1562,H29
P1563,H14
P1105,H2
P1105,H34
P1104,H29
P542,H29
P2410,H14
P2411,H14
P1658,H32
P529,H33
P2862,H74
P2863,H75
P2123,H67
P2318,H55
P2318,H62
P2319,H46
P1810,H24
P3202,H24
P3203,H24
P855,H30
P855,H32
P2171,H45
P2170,H31
P388,H4
P388,H14
P389,H8
P389,H20
P70,H4
P70,H15
P349,H12
P349,H16
P1824,H41
P1824,H60
P1825,H61
P1996,H40
P1997,H40
P323,H4
P323,H14
P1001,H39
P1001,H43
P1000,H42
P2746,H26
P2747,H72
P2176,H60
P3168,H61
P3169,H64
P2378,H68
P2379,H69
P2544,H70
P2545,H71
P1203,H49
P1159,H36
P1159,H46
P1900,H59
P1901,H51
P2938,H76
P2939,H77
P3272,H80
P3273,H81
P2697,H31
P556,H24
P2700,H68
P2701,H60
P2381,H69
P3201,H24
P3200,H33
P3322,H31
P3323,H67
P1926,H14
P3228,H80
P3229,H81
P925,H24
P2837,H69
P2836,H24
P2825,H24
P1566,H28
P1243,H47
P1243,H48
P2978,H76
P2979,H77
P2202,H33
P792,H30
P792,H33
