parasite_leaf:,host_leaf
P139,H14
P139,H21
P1201,H38
P1200,H47
P1156,H46
P1492,H24
P1493,H24
P856,H25
P856,H45
P2144,H64
P2145,H65
P1345,H41
P1923,H55
P1922,H59
P1864,H58
P350,H19
P350,H32
P2138,H64
P2139,H65
P1313,H30
P1278,H43
P1818,H27
P1819,H27
P598,H33
P1782,H56
P1783,H57
P1310,H24
P2033,H23
P2033,H63
P2032,H62
P547,H22
P547,H24
P723,H30
P722,H27
P671,H13
P671,H27
P1717,H36
P1716,H27
P1162,H20
P1162,H46
P2373,H60
P2372,H47
P1613,H47
P1834,H58
P1835,H59
P2018,H62
P2019,H63
P911,H24
P1134,H40
P1135,H36
P1305,H38
P1304,H40
P747,H39
P1713,H40
P1712,H41
P1186,H41
P1528,H52
P1529,H53
P1371,H35
P1371,H48
P932,H25
P932,H45
P1836,H58
P1837,H59
P920,H25
P920,H45
P2344,H64
P2345,H47
P2161,H65
P1705,H41
P2156,H64
P2157,H65
P1021,H38
P953,H38
P836,H6
P646,H28
P646,H34
P2237,H24
P2236,H52
P1525,H53
P1367,H48
P1526,H52
P1527,H53
P1369,H48
P2260,H66
P2261,H67
P1939,H60
P2246,H34
P2246,H50
P2247,H62
P1895,H40
P1894,H6
P1799,H6
P1290,H42
P1343,H21
P1342,H43
P1731,H39
P1730,H33
P1338,H40
P1339,H40
P1236,H21
P1016,H24
P1017,H33
P878,H6
P1469,H34
P1469,H50
P2280,H66
P2281,H67
P1961,H60
P1233,H43
P1142,H38
P1900,H31
P1900,H39
P1901,H39
P640,H14
P640,H21
P2008,H62
P2009,H63
P1595,H52
P1594,H47
P1172,H46
P979,H27
P1354,H46
P1355,H21
P1167,H47
P2292,H66
P2293,H67
P1973,H60
P1508,H24
P701,H27
P296,H24
P771,H13
P771,H27
P2012,H62
P2013,H63
P2054,H62
P2055,H63
P1797,H27
P2136,H64
P2137,H65
P1271,H6
P1758,H56
P1759,H57
P1044,H28
P1044,H34
P1045,H27
P1927,H37
P1926,H18
P1862,H58
P1863,H59
P1320,H39
P2233,H65
P2232,H21
P1821,H21
P2050,H62
P2051,H63
P1350,H37
P1026,H38
P1808,H54
P1809,H42
P1647,H55
P977,H42
P724,H30
P281,H29
P281,H30
P2428,H38
P2429,H33
P2401,H57
P611,H39
P1040,H5
P1040,H17
P1041,H16
P1041,H36
P1373,H35
P1373,H48
P1896,H53
P1897,H36
P1804,H53
P1530,H52
P2420,H67
P2421,H27
P2276,H66
P1957,H60
P2350,H50
P2351,H47
P2083,H50
P1097,H33
P2274,H66
P2275,H67
P1955,H60
P1461,H50
P77,H7
P77,H13
P556,H28
P556,H34
P1660,H54
P1661,H55
P1218,H42
P811,H43
P2259,H57
P2258,H52
P2090,H52
P1547,H53
P1389,H48
P1548,H52
P1549,H53
P1673,H53
P1672,H48
P591,H18
P1995,H39
P1994,H37
P1138,H33
P1600,H30
P1601,H43
P395,H29
P395,H30
P365,H33
P1317,H21
P1316,H43
P820,H42
P2335,H60
P2334,H58
P2006,H58
P2393,H53
P2392,H59
P2245,H36
P2244,H54
P1665,H55
P1858,H58
P1859,H59
P493,H28
P493,H35
P1801,H34
P1801,H50
P1800,H18
P1247,H18
P356,H12
P356,H18
P1778,H56
P1779,H57
P1860,H58
P1861,H59
P2108,H64
P2109,H65
P2056,H62
P2057,H63
P2218,H47
P2219,H41
P2102,H63
P2058,H62
P1004,H36
P1498,H37
P1499,H33
P1226,H24
P1227,H24
P1583,H39
P1582,H6
P938,H21
P344,H19
P344,H32
P1711,H21
P1710,H33
P1764,H56
P1765,H57
P1654,H54
P1655,H55
P1656,H54
P1657,H55
P137,H14
P137,H21
P1160,H46
P1161,H47
P2382,H62
P2383,H62
P2011,H63
P147,H14
P147,H20
P880,H41
P881,H41
P2220,H40
P2221,H42
P1199,H42
P15,H2
P15,H6
P542,H22
P542,H24
P543,H19
P543,H33
P1748,H56
P1749,H57
P2106,H64
P2107,H65
P1768,H56
P1769,H57
P2028,H62
P2029,H63
P2060,H62
P2061,H63
P1993,H60
P1671,H27
P1092,H39
P1093,H36
P741,H38
P1734,H38
P1735,H6
P649,H5
P649,H17
P1910,H55
P1911,H18
P1636,H54
P645,H14
P645,H20
P1838,H58
P1839,H59
P1840,H58
P1841,H59
P2310,H46
P2311,H37
P1224,H46
P2308,H50
P2309,H50
P1604,H47
P478,H30
P1518,H52
P1519,H53
P2349,H52
P2348,H48
P2253,H48
P1566,H52
P1567,H53
P1568,H52
P1569,H53
P2431,H30
P2430,H37
P1816,H52
P1563,H53
P1715,H31
P1715,H39
P2339,H48
P2338,H50
P2288,H66
P2289,H67
P1969,H60
P541,H19
P541,H33
P1997,H24
P1996,H43
P808,H32
P808,H42
P1586,H32
P1586,H43
P1587,H30
P2363,H32
P2363,H43
P2362,H43
P804,H32
P804,H42
P435,H19
P435,H33
P1329,H46
P1328,H33
P2272,H66
P2273,H67
P1953,H60
P2319,H39
P2318,H50
P2097,H52
P993,H33
P349,H19
P349,H33
P2369,H43
P2368,H6
P1306,H43
P792,H32
P792,H42
P2034,H62
P2035,H63
P1230,H18
P285,H24
P1624,H54
P1625,H55
P690,H40
P691,H41
P2199,H60
P2198,H27
P1876,H58
P1877,H59
P1517,H27
P1658,H54
P1659,H55
P1006,H36
P1101,H38
P1100,H37
P1314,H16
P1314,H36
P1315,H36
P2197,H64
P2196,H36
P1326,H16
P1326,H37
P1327,H46
P1436,H48
P1437,H27
P2254,H52
P2255,H52
P1543,H53
P1126,H15
P1126,H40
P1238,H40
P1239,H42
P1347,H21
P1346,H41
P2298,H66
P2299,H67
P1979,H60
P2300,H66
P2301,H67
P1981,H60
P1465,H50
P491,H2
P491,H6
P490,H5
P490,H17
P377,H22
P377,H25
P1170,H46
P1171,H47
P1348,H41
P1349,H36
P680,H40
P936,H24
P937,H30
P416,H2
P416,H6
P2130,H64
P2131,H65
P1084,H27
P2042,H62
P2043,H63
P2142,H64
P2143,H65
P2088,H56
P2089,H56
P1757,H57
P1940,H51
P1940,H61
P1941,H60
P1447,H50
P1514,H24
P1515,H21
P371,H8
P371,H15
P370,H6
P2371,H37
P2370,H27
P2385,H65
P2384,H41
P1298,H10
P1298,H23
P2184,H62
P2185,H21
P2071,H46
P2039,H63
P33,H2
P33,H6
P2172,H64
P2173,H65
P1989,H54
P1038,H27
P1683,H46
P1682,H6
P46,H2
P46,H6
P107,H5
P107,H16
P2186,H65
P2187,H65
P2360,H64
P2361,H37
P1418,H48
P1554,H52
P1555,H53
P1725,H32
P1725,H43
P1724,H31
P1724,H39
P1616,H53
P1556,H49
P1556,H52
P1401,H48
P1442,H34
P1442,H51
P1443,H34
P1443,H50
P1117,H22
P1117,H24
P1116,H21
P1115,H21
P2332,H40
P2333,H42
P2092,H60
P2286,H66
P2287,H67
P1475,H50
P1408,H30
P604,H38
P605,H39
P243,H11
P243,H28
P64,H9
P64,H10
P227,H13
P227,H27
P666,H31
P666,H39
P667,H39
P2398,H38
P2399,H38
P2343,H38
P1043,H38
P1822,H58
P1823,H59
P182,H6
P425,H14
P425,H20
P943,H18
P942,H6
P1886,H58
P1887,H59
P1738,H41
P2241,H65
P2240,H60
P2200,H38
P615,H39
P1190,H32
P1190,H43
P1191,H27
P2158,H44
P2158,H64
P2159,H65
P1700,H27
P1496,H12
P1496,H18
P1497,H36
P1852,H58
P1853,H59
P1503,H29
P1503,H30
P1874,H58
P1875,H59
P2140,H64
P2141,H65
P696,H40
P697,H41
P549,H21
P1621,H13
P1621,H27
P2065,H63
P2064,H58
P1881,H26
P1881,H59
P1998,H2
P1998,H6
P2324,H66
P2325,H67
P2303,H67
P2314,H59
P2315,H59
P1882,H58
P1884,H58
P1885,H59
P559,H37
P2423,H56
P2422,H27
P2001,H36
P1435,H41
P382,H19
P382,H33
P1652,H54
P1653,H55
P1697,H21
P1696,H33
P1666,H54
P1667,H55
P1589,H33
P833,H5
P833,H17
P832,H43
P790,H42
P123,H12
P123,H18
P89,H8
P89,H15
P1544,H52
P1545,H53
P2379,H57
P2378,H18
P2376,H48
P2390,H67
