parasite_leaf:,host_leaf
P4,H1
P4,H3
P804,H32
P805,H22
P731,H33
P946,H34
P947,H35
P885,H6
P321,H20
P321,H22
P358,H13
P358,H21
P908,H34
P909,H35
P656,H30
P657,H31
P622,H7
P622,H10
P721,H18
P720,H6
P644,H30
P645,H31
P585,H16
P585,H29
P552,H19
P1004,H36
P1005,H37
P259,H6
P529,H18
P528,H22
P906,H34
P907,H35
P364,H13
P364,H21
P365,H20
P365,H23
P379,H20
P379,H22
P1002,H36
P1003,H37
P876,H31
P877,H33
P632,H30
P1114,H38
P1115,H39
P36,H7
P36,H11
P1032,H36
P1033,H37
P1034,H36
P1035,H37
P124,H10
P950,H10
P951,H31
P889,H10
P1036,H36
P1037,H37
P232,H10
P640,H30
P641,H31
P1124,H38
P1125,H39
P808,H25
P809,H26
P1020,H36
P1021,H37
P477,H12
P477,H17
P1088,H18
P1089,H18
P618,H19
P1098,H18
P1099,H31
P1147,H10
P1146,H31
P650,H30
P1054,H26
P1055,H27
P1122,H38
P1123,H39
P498,H10
P360,H10
P351,H7
P351,H10
P350,H10
P235,H10
P511,H11
P511,H18
P510,H10
P653,H28
P653,H31
P652,H30
P981,H31
P980,H35
P920,H34
P315,H22
P502,H25
P503,H25
P882,H24
P883,H27
P752,H21
P431,H10
P430,H6
P408,H6
P25,H7
P25,H10
P64,H7
P64,H11
P136,H12
P136,H16
P904,H34
P905,H35
P955,H32
P954,H22
P794,H13
P794,H21
P795,H19
P539,H22
P724,H32
P725,H33
P79,H8
P79,H12
P154,H7
P154,H10
P870,H6
P871,H30
P690,H20
P690,H23
P1128,H38
P1129,H39
P323,H20
P323,H22
P812,H21
P813,H25
P1103,H31
P1102,H36
P995,H37
P710,H11
P710,H19
P932,H34
P933,H35
P1070,H19
P1071,H36
P829,H19
P222,H18
P648,H30
P649,H31
P1149,H35
P1148,H22
P1118,H38
P1119,H39
P1000,H36
P1001,H37
P718,H19
P719,H30
P220,H18
P512,H27
P513,H27
P1152,H26
P1153,H26
P1145,H25
P382,H15
P382,H24
P558,H25
P559,H27
P853,H21
P852,H27
P621,H18
P620,H24
P385,H25
P113,H4
P113,H9
P665,H18
P664,H24
P1140,H38
P1141,H39
P880,H6
P1028,H36
P1029,H37
P761,H31
P240,H11
P240,H19
P868,H24
P869,H24
P778,H18
P35,H8
P35,H13
P524,H18
P525,H21
P588,H19
P589,H19
P541,H10
P557,H7
P557,H10
P968,H10
P969,H26
P936,H34
P937,H35
P1096,H31
P1097,H31
P1092,H30
P1093,H33
P1116,H38
P1117,H39
P353,H6
P249,H18
P879,H32
P878,H22
P902,H34
P903,H35
P297,H21
P636,H30
P637,H31
P782,H16
P782,H29
P783,H6
P874,H31
P875,H26
P861,H30
P866,H30
P867,H30
P1120,H38
P1121,H39
P181,H12
P181,H17
P334,H2
P334,H14
P335,H13
P335,H21
P262,H12
P262,H17
P177,H4
P177,H9
P988,H36
P989,H37
P134,H7
P134,H11
P203,H11
P203,H19
P772,H10
P773,H27
P692,H18
P667,H6
P544,H18
P29,H7
P29,H10
P92,H4
P92,H9
P926,H34
P927,H35
P694,H27
P893,H6
P892,H31
P1107,H32
P1106,H22
P928,H34
P929,H35
P1072,H34
P1073,H35
P931,H35
P851,H33
P850,H21
P843,H32
P1038,H36
P1039,H37
P1040,H36
P1041,H37
P1081,H18
P1080,H36
P1169,H22
P1168,H37
P1095,H37
P942,H34
P943,H35
P844,H25
P613,H10
P810,H19
P811,H22
P764,H18
P858,H25
P859,H25
P1058,H6
P1059,H33
P1066,H6
P1067,H35
P714,H25
P388,H24
P683,H22
P682,H27
P522,H25
P1053,H18
P1052,H24
P402,H15
P402,H24
P1154,H25
P1155,H27
P1065,H19
P820,H19
P821,H6
P750,H27
P462,H26
P274,H19
P1050,H18
P1051,H34
P215,H11
P215,H19
P429,H7
P429,H10
P428,H6
P337,H6
P236,H18
P152,H7
P152,H10
P348,H7
P348,H10
P1010,H36
P1011,H37
P1012,H36
P1013,H37
P487,H19
P486,H26
P455,H27
P854,H27
P855,H27
P849,H33
P787,H30
P493,H27
P803,H30
P802,H26
P766,H31
P767,H21
P672,H27
P450,H26
P168,H10
P1018,H36
P1019,H37
P598,H26
P447,H27
P654,H30
P655,H31
P610,H27
P448,H26
P470,H26
P471,H27
P816,H31
P817,H31
P671,H19
P642,H30
P1136,H38
P1137,H39
P831,H30
P974,H33
P975,H34
P738,H32
P1126,H38
P1127,H39
P606,H26
P465,H27
P983,H33
P982,H26
P597,H22
P536,H26
P687,H26
P686,H27
P554,H10
P555,H22
P896,H34
P897,H35
P960,H22
P961,H26
P944,H34
P945,H35
P1138,H38
P1139,H39
P964,H35
P965,H35
P940,H34
P602,H21
P1068,H33
P1069,H21
P746,H32
P1091,H24
P1090,H26
P890,H32
P749,H33
P412,H25
P422,H15
P422,H24
P423,H6
P501,H11
P501,H18
P841,H19
P840,H24
P985,H30
P984,H25
P488,H26
P489,H26
P970,H27
P971,H27
P1085,H34
P1084,H37
P1022,H36
P616,H24
P401,H25
P684,H26
P685,H27
P473,H14
P473,H27
P910,H34
P911,H35
P934,H34
P935,H35
P1104,H10
P1105,H6
P532,H6
P457,H14
P457,H27
P796,H26
P797,H27
P660,H14
P660,H26
P646,H30
P647,H31
P740,H32
P741,H33
P1132,H38
P1133,H39
P799,H27
P832,H32
P833,H32
P872,H33
P873,H26
P369,H19
P956,H6
P957,H35
P704,H22
P900,H34
P901,H35
P663,H30
P662,H21
P781,H18
P780,H6
P700,H26
P680,H26
P675,H18
P469,H14
P469,H27
P377,H22
P497,H6
P496,H25
P815,H21
P814,H24
P1134,H38
P1135,H39
P826,H26
P461,H27
P922,H34
P923,H35
P924,H23
P924,H34
P925,H35
P914,H34
P915,H35
P317,H22
P287,H21
P836,H25
P837,H26
P712,H26
P1142,H38
P1143,H39
P1062,H27
P788,H26
P789,H27
P953,H30
P952,H27
P699,H18
P698,H25
P404,H24
P1157,H18
P1156,H25
P722,H22
P894,H19
P895,H21
P1160,H6
P1161,H6
P1082,H37
P1083,H37
P1024,H36
P506,H10
P507,H10
P938,H34
P939,H35
P822,H33
P865,H10
P864,H33
P887,H6
P886,H33
P732,H32
P677,H22
P676,H26
P467,H27
P77,H8
P77,H13
P1014,H36
P1015,H37
P546,H24
P1074,H25
P1075,H25
P395,H15
P395,H25
P518,H24
P519,H24
P966,H18
P967,H35
P1016,H36
P1017,H37
P1048,H36
P1049,H37
P977,H18
P998,H36
P999,H37
P986,H36
P987,H37
P708,H19
P709,H21
P216,H18
P171,H4
P171,H9
P898,H34
P899,H35
P319,H22
P289,H13
P289,H21
P1061,H10
P1060,H36
P991,H37
P114,H8
P114,H13
P916,H34
P917,H35
P490,H19
P243,H19
P1030,H36
P1031,H37
P774,H18
P1008,H36
P1009,H37
P1087,H19
P1086,H26
P1076,H18
P1046,H36
P1047,H37
P973,H6
P424,H24
P1162,H25
P1163,H25
P801,H19
P744,H32
P745,H33
P689,H21
P535,H18
P534,H24
P978,H35
P979,H27
P962,H35
P912,H34
P1130,H38
P1131,H39
P1166,H10
P1167,H6
P1151,H36
P1079,H19
P1078,H31
P793,H6
P838,H30
P839,H30
P1108,H38
P1109,H39
P717,H10
P716,H26
P459,H14
P459,H27
P696,H28
P696,H30
P697,H30
P631,H31
P1112,H38
P1113,H39
P139,H12
P139,H17
P1159,H10
P1158,H34
P919,H35
P591,H22
P309,H22
P342,H21
P343,H21
P338,H12
P338,H17
P769,H18
P768,H32
P755,H14
P755,H26
P727,H33
P734,H32
P735,H33
P427,H24
P146,H12
P146,H16
P355,H12
P355,H16
P354,H6
P530,H18
P531,H18
P736,H32
P737,H33
P267,H11
P267,H18
P253,H12
P253,H17
P628,H30
P629,H31
P1110,H38
P1111,H39
P421,H4
P421,H9
P1100,H36
P1101,H36
P1007,H37
P480,H11
P480,H18
P481,H27
P211,H11
P211,H19
P484,H27
P485,H27
P1165,H35
P1164,H37
P1026,H36
P678,H26
P1042,H36
P1043,H37
P1044,H36
P1045,H37
P669,H27
P791,H32
P790,H33
P742,H32
P1057,H32
P1056,H37
P996,H36
