parasite_leaf:,host_leaf
P268,H18
P268,H20
P269,H20
P219,H15
P618,H34
P619,H35
P567,H15
P644,H19
P645,H27
P271,H19
P203,H15
P586,H7
P587,H7
P580,H19
P565,H12
P700,H36
P701,H37
P653,H12
P273,H19
P251,H9
P251,H11
P250,H24
P227,H25
P710,H32
P711,H32
P499,H33
P473,H30
P352,H12
P297,H10
P159,H5
P159,H7
P156,H12
P570,H24
P571,H24
P241,H25
P200,H23
P279,H22
P279,H27
P682,H36
P683,H37
P684,H36
P685,H37
P244,H9
P244,H11
P245,H3
P245,H23
P490,H32
P491,H33
P465,H30
P627,H8
P627,H12
P626,H12
P575,H10
P696,H36
P697,H37
P648,H12
P509,H30
P508,H20
P600,H34
P601,H35
P678,H36
P679,H37
P319,H18
P319,H20
P502,H32
P503,H33
P477,H30
P436,H19
P256,H17
P256,H24
P594,H34
P595,H35
P631,H20
P630,H25
P612,H34
P613,H35
P517,H12
P173,H20
P342,H20
P343,H15
P260,H19
P261,H19
P69,H8
P69,H12
P30,H6
P30,H9
P25,H7
P21,H1
P21,H3
P49,H2
P49,H4
P432,H24
P433,H29
P698,H36
P699,H37
P651,H35
P329,H19
P519,H19
P518,H27
P189,H23
P452,H7
P453,H23
P365,H23
P169,H4
P169,H14
P661,H32
P660,H28
P431,H27
P455,H10
P454,H29
P81,H4
P81,H15
P656,H20
P657,H20
P264,H20
P506,H32
P507,H33
P481,H30
P444,H29
P396,H14
P396,H28
P639,H34
P638,H23
P556,H9
P556,H10
P339,H25
P680,H36
P681,H37
P385,H20
P293,H27
P548,H10
P549,H10
P164,H9
P164,H10
P369,H24
P368,H7
P562,H32
P563,H23
P495,H33
P469,H11
P469,H30
P336,H16
P336,H19
P322,H5
P322,H7
P704,H32
P705,H32
P551,H32
P487,H33
P461,H30
P690,H36
P691,H37
P535,H30
P383,H20
P287,H27
P191,H3
P191,H23
P317,H10
P316,H12
P215,H16
P215,H19
P214,H23
P446,H27
P447,H27
P686,H36
P687,H37
P527,H24
P354,H24
P355,H15
P714,H35
P715,H15
P642,H35
P606,H34
P374,H25
P170,H15
P568,H12
P569,H29
P427,H19
P426,H29
P390,H28
P248,H4
P248,H14
P400,H28
P401,H29
P93,H15
P578,H19
P579,H24
P576,H20
P596,H34
P597,H35
P344,H20
P345,H23
P315,H20
P694,H36
P695,H37
P552,H32
P505,H33
P688,H36
P689,H37
P528,H30
P510,H7
P511,H15
P614,H34
P615,H35
P616,H34
P617,H35
P141,H19
P632,H28
P633,H27
P411,H29
P559,H28
P558,H27
P148,H18
P148,H21
P149,H20
P139,H19
P371,H24
P370,H15
P36,H1
P36,H3
P37,H6
P37,H8
P99,H4
P99,H15
P604,H34
P605,H35
P366,H7
P492,H32
P493,H33
P708,H25
P709,H23
P530,H30
P312,H7
P253,H7
P123,H9
P123,H10
P674,H36
P675,H37
P289,H27
P500,H32
P501,H33
P539,H32
P538,H30
P362,H23
P591,H24
P590,H29
P532,H25
P450,H27
P670,H36
P671,H37
P341,H22
P341,H26
P340,H23
P672,H36
P673,H37
P283,H27
P187,H23
P32,H6
P32,H9
P676,H36
P677,H37
P331,H7
P275,H27
P179,H23
P358,H9
P358,H11
P359,H10
P488,H32
P489,H33
P463,H30
P546,H10
P547,H12
P303,H12
P130,H10
P584,H25
P585,H29
P298,H7
P112,H13
P112,H16
P713,H32
P712,H20
P536,H25
P228,H24
P254,H8
P254,H12
P255,H23
P416,H19
P417,H29
P513,H30
P512,H27
P448,H28
P620,H34
P621,H35
P572,H29
P662,H35
P663,H27
P598,H34
P706,H29
P707,H29
P394,H28
P666,H33
P667,H25
P692,H36
P693,H37
P386,H19
P717,H30
P716,H15
P23,H5
P23,H7
P16,H2
P16,H4
P640,H35
P641,H35
P624,H34
P588,H33
P521,H24
P484,H32
P636,H30
P637,H23
P167,H19
P540,H10
P541,H29
P243,H17
P243,H25
P242,H24
P654,H32
P655,H32
P497,H33
P471,H30
P351,H15
P428,H29
P429,H27
P669,H30
P668,H34
P623,H35
P582,H28
P525,H30
P524,H29
P629,H19
P628,H28
P301,H7
P97,H4
P97,H14
P482,H32
P483,H33
P457,H30
P702,H36
P703,H37
P665,H7
P515,H28
P291,H27
P195,H23
P124,H9
P124,H10
P543,H27
P542,H23
P266,H7
P560,H17
P560,H25
P561,H25
P335,H10
P334,H24
P407,H14
P407,H29
P634,H28
P635,H15
P610,H34
P611,H35
P658,H19
P659,H19
P424,H28
P409,H29
P347,H25
P398,H14
P398,H28
P399,H29
P216,H15
P307,H9
P307,H11
P602,H34
P603,H35
P360,H24
P592,H10
P593,H28
P435,H10
P418,H28
P405,H29
P647,H30
P646,H25
P439,H20
P420,H15
P421,H27
P373,H24
P388,H28
P389,H29
P78,H4
P78,H14
P608,H34
P609,H35
P422,H25
P305,H22
P305,H27
P238,H17
P238,H24
P198,H4
P198,H15
