parasite_leaf:,host_leaf
P671,H32
P671,H45
P670,H45
P537,H45
P420,H32
P420,H44
P257,H30
P480,H48
P481,H49
P800,H28
P801,H28
P737,H51
P736,H45
P814,H62
P815,H63
P428,H44
P834,H21
P835,H5
P464,H33
P464,H48
P465,H49
P778,H60
P779,H61
P924,H46
P925,H22
P165,H22
P780,H60
P781,H61
P926,H46
P927,H21
P212,H29
P208,H28
P519,H39
P519,H51
P518,H39
P518,H50
P337,H38
P896,H65
P897,H65
P858,H64
P355,H24
P267,H31
P192,H5
P60,H3
P60,H13
P364,H40
P365,H41
P330,H30
P915,H65
P914,H31
P414,H44
P415,H45
P513,H5
P512,H48
P488,H48
P469,H49
P485,H17
P485,H27
P884,H46
P885,H42
P782,H60
P783,H61
P259,H28
P738,H30
P739,H30
P502,H22
P514,H50
P515,H51
P567,H22
P566,H38
P555,H50
P84,H15
P84,H17
P654,H56
P655,H57
P562,H29
P708,H58
P709,H59
P678,H29
P766,H29
P767,H29
P898,H28
P899,H29
P843,H56
P108,H15
P108,H16
P852,H64
P853,H65
P650,H56
P651,H57
P810,H62
P811,H63
P775,H29
P774,H30
P327,H9
P327,H24
P870,H64
P871,H65
P569,H49
P872,H64
P873,H65
P725,H40
P461,H31
P72,H6
P72,H11
P119,H7
P119,H8
P822,H62
P823,H63
P771,H21
P806,H62
P807,H63
P642,H56
P643,H57
P395,H42
P592,H36
P592,H52
P593,H53
P940,H50
P941,H50
P894,H58
P707,H59
P661,H22
P613,H55
P145,H11
P145,H21
P116,H5
P548,H29
P549,H21
P690,H58
P691,H59
P623,H55
P198,H28
P78,H7
P78,H9
P153,H7
P153,H9
P831,H24
P830,H31
P321,H27
P228,H30
P206,H28
P207,H29
P102,H15
P102,H17
P180,H9
P180,H25
P181,H24
P722,H56
P723,H5
P647,H57
P665,H52
P664,H42
P797,H47
P797,H61
P934,H60
P935,H60
P580,H22
P662,H51
P663,H51
P609,H28
P692,H58
P693,H59
P625,H55
P712,H53
P713,H22
P888,H53
P889,H53
P666,H53
P590,H52
P185,H24
P854,H64
P855,H65
P784,H60
P785,H61
P453,H46
P311,H31
P163,H22
P903,H52
P902,H56
P840,H56
P672,H50
P517,H51
P335,H38
P824,H62
P825,H63
P776,H59
P688,H58
P621,H55
P367,H41
P586,H52
P587,H53
P177,H9
P177,H24
P136,H11
P136,H20
P535,H50
P534,H21
P11,H4
P11,H6
P106,H3
P106,H13
P495,H17
P495,H27
P494,H27
P458,H8
P458,H29
P945,H24
P944,H40
P674,H40
P363,H41
P798,H60
P799,H61
P751,H29
P449,H46
P905,H50
P904,H44
P923,H53
P922,H48
P758,H45
P759,H49
P659,H45
P471,H33
P471,H49
P470,H48
P422,H32
P422,H44
P732,H45
P733,H45
P369,H29
P820,H62
P821,H63
P880,H54
P880,H58
P881,H58
P844,H49
P466,H48
P794,H60
P795,H61
P575,H22
P443,H46
P161,H22
P527,H39
P527,H51
P526,H50
P347,H38
P644,H56
P645,H57
P399,H42
P596,H52
P597,H53
P487,H29
P224,H30
P225,H31
P594,H52
P595,H53
P893,H55
P892,H42
P890,H31
P804,H62
P805,H63
P680,H58
P681,H59
P710,H55
P711,H22
P173,H24
P262,H9
P262,H24
P476,H48
P477,H49
P295,H25
P295,H37
P912,H42
P913,H63
P748,H52
P585,H53
P65,H7
P65,H9
P34,H7
P34,H8
P942,H24
P943,H27
P197,H24
P882,H59
P883,H59
P827,H59
P906,H58
P907,H42
P617,H55
P686,H58
P687,H59
P619,H55
P605,H36
P605,H53
P604,H52
P948,H40
P949,H27
P938,H52
P607,H53
P561,H28
P560,H22
P202,H28
P203,H29
P190,H17
P190,H26
P528,H39
P528,H50
P529,H51
P816,H62
P817,H63
P818,H62
P819,H63
P430,H27
P920,H27
P921,H27
P874,H64
P875,H65
P876,H64
P877,H65
P57,H10
P57,H14
P277,H20
P277,H35
P638,H56
P639,H57
P936,H42
P937,H30
P139,H21
P755,H55
P754,H42
P868,H64
P869,H65
P856,H64
P857,H65
P932,H5
P933,H48
P392,H34
P392,H43
P743,H51
P742,H42
P802,H62
P803,H63
P141,H21
P47,H3
P47,H13
P46,H3
P46,H12
P316,H25
P316,H37
P317,H22
P582,H52
P583,H53
P171,H24
P62,H3
P62,H13
P426,H32
P426,H44
P427,H45
P714,H58
P715,H55
P900,H54
P900,H59
P901,H59
P848,H55
P849,H40
P726,H58
P727,H31
P946,H59
P947,H22
P637,H55
P472,H48
P473,H49
P879,H42
P878,H44
P497,H44
P419,H45
P475,H33
P475,H49
P576,H33
P576,H48
P577,H51
P246,H13
P246,H32
P919,H52
P918,H48
P729,H31
P483,H49
P694,H58
P695,H59
P627,H55
P696,H58
P697,H59
P772,H55
P773,H5
P931,H24
P930,H56
P128,H14
P128,H19
P491,H11
P491,H21
P490,H48
P479,H49
P600,H52
P601,H53
P741,H24
P740,H21
P376,H18
P376,H38
P828,H27
P829,H5
P424,H32
P424,H44
P425,H45
P545,H12
P545,H30
P544,H51
P524,H50
P838,H31
P839,H31
P746,H22
P808,H62
P809,H63
P280,H20
P280,H34
P338,H18
P338,H39
P339,H38
P385,H38
P384,H30
P792,H60
P793,H61
P550,H31
P105,H7
P105,H9
P861,H16
P861,H65
P860,H64
P862,H64
P863,H65
P511,H24
P510,H44
P505,H44
P864,H64
P865,H65
P909,H41
P908,H61
P786,H60
P455,H46
P222,H24
P698,H58
P699,H59
P631,H55
P700,H58
P701,H59
P928,H55
P929,H21
P682,H58
P683,H59
P762,H51
P763,H21
P718,H55
P588,H52
P589,H53
P492,H25
P492,H36
P734,H53
P735,H49
P836,H52
P837,H42
P438,H42
P405,H40
P407,H12
P407,H31
P649,H43
P649,H57
P648,H56
P314,H28
P201,H29
P95,H15
P95,H16
P916,H5
P917,H44
P765,H40
P387,H29
P386,H38
P522,H50
P523,H51
P238,H5
P97,H7
P97,H8
P850,H28
P851,H45
P268,H28
P790,H60
P791,H61
P508,H46
P788,H60
P789,H61
P432,H29
P189,H22
P752,H57
P753,H42
P717,H5
P640,H56
P391,H42
P538,H24
P539,H42
P812,H62
P813,H63
P887,H61
P886,H21
P669,H52
P832,H53
P833,H45
P602,H52
P866,H64
P867,H65
P299,H25
P299,H37
P179,H9
P179,H24
P910,H57
P911,H49
P652,H56
P412,H5
P507,H46
P506,H38
P846,H24
P847,H24
P756,H56
P657,H57
P570,H51
P520,H50
P220,H5
P564,H17
P564,H27
P565,H41
P540,H5
P235,H30
P3,H1
