parasite_leaf:,host_leaf
P5,H2
P5,H4
P209,H10
P209,H14
P1122,H13
P1123,H13
P1334,H60
P1335,H61
P3616,H90
P3617,H91
P799,H52
P1782,H44
P1782,H67
P1783,H49
P1783,H57
P3095,H46
P3094,H83
P2606,H82
P3326,H83
P3327,H83
P3588,H82
P3589,H83
P1381,H12
P1381,H63
P3114,H60
P3115,H81
P1488,H13
P3236,H46
P3237,H41
P2303,H73
P2303,H81
P2302,H80
P2248,H13
P822,H13
P1647,H32
P1646,H56
P3079,H84
P3078,H57
P2800,H39
P2801,H39
P2304,H60
P1485,H61
P1357,H61
P3748,H92
P3749,H93
P3121,H84
P3462,H88
P3463,H89
P3424,H88
P3425,H89
P1539,H64
P3718,H92
P3719,H93
P2135,H78
P3215,H32
P3214,H74
P3305,H64
P3304,H74
P3444,H88
P3445,H89
P1915,H75
P1681,H14
P1681,H71
P3486,H41
P3487,H41
P3354,H83
P2822,H83
P2598,H82
P2600,H82
P2601,H83
P2582,H82
P2583,H83
P1399,H12
P1399,H63
P3874,H94
P3875,H95
P2568,H82
P2569,H83
P2736,H63
P2737,H63
P320,H9
P320,H37
P3956,H58
P3957,H75
P1184,H58
P3450,H88
P3451,H89
P2719,H63
P1511,H64
P1030,H36
P3521,H21
P3521,H41
P3520,H67
P3275,H80
P2722,H32
P762,H32
P438,H26
P438,H32
P3314,H46
P3315,H75
P2190,H67
P1582,H66
P2504,H24
P2505,H50
P3184,H86
P3185,H87
P3546,H47
P3547,H47
P3375,H32
P3374,H63
P601,H43
P3860,H94
P3861,H95
P427,H39
P869,H13
P868,H48
P1276,H56
P1277,H56
P951,H57
P581,H32
P2702,H56
P2703,H56
P2244,H41
P1902,H74
P1903,H75
P2510,H71
P2511,H66
P2940,H77
P2940,H84
P2941,H81
P2917,H85
P3777,H54
P3776,H57
P3986,H84
P3987,H84
P2901,H85
P1957,H34
P1957,H76
P463,H23
P1235,H35
P1235,H52
P3158,H86
P3159,H87
P2414,H8
P2414,H13
P1773,H31
P1773,H58
P3792,H58
P3793,H85
P2003,H70
P2003,H74
P2740,H13
P2741,H71
P2689,H43
P3813,H58
P3812,H90
P3649,H91
P2713,H76
P791,H52
P287,H20
P287,H34
P407,H27
P407,H31
P751,H37
P751,H51
P750,H50
P1084,H35
P1084,H53
P3066,H32
P3067,H71
P1768,H28
P1768,H38
P1769,H56
P3814,H52
P3815,H52
P3272,H52
P2546,H52
P740,H37
P740,H50
P1068,H37
P1068,H51
P1069,H52
P3270,H13
P3271,H36
P777,H37
P777,H50
P776,H48
P1178,H49
P1178,H57
P1179,H49
P1179,H57
P3197,H47
P3196,H56
P547,H21
P547,H41
P49,H10
P49,H14
P636,H42
P636,H44
P2514,H55
P2514,H78
P2515,H55
P2515,H78
P3756,H92
P3757,H93
P3377,H66
P3047,H66
P3046,H67
P3502,H66
P3503,H66
P3098,H66
P2835,H75
P2672,H66
P3170,H86
P3171,H87
P2699,H47
P603,H43
P805,H35
P805,H52
P3634,H90
P3635,H91
P3636,H90
P3637,H91
P991,H43
P2638,H76
P2639,H56
P3084,H84
P3085,H84
P3855,H83
P3854,H85
P3936,H94
P3937,H95
P2894,H84
P2895,H85
P1969,H76
P1087,H50
P889,H30
P889,H47
P3285,H84
P3284,H48
P3766,H48
P3767,H48
P3365,H85
P3654,H90
P3655,H91
P3043,H58
P3060,H43
P3061,H43
P1865,H49
P1865,H57
P1864,H52
P1459,H51
P1458,H56
P939,H57
P1634,H35
P1634,H53
P1635,H12
P1635,H63
P3650,H90
P3651,H91
P3680,H48
P3681,H41
P2655,H81
P555,H21
P555,H41
P1323,H49
P1323,H56
P2921,H77
P2921,H85
P2920,H84
P3738,H92
P3739,H93
P3024,H61
P3025,H69
P2127,H78
P2832,H54
P2833,H69
P1566,H66
P1567,H67
P3019,H63
P3018,H57
P3510,H78
P3511,H76
P3217,H78
P2537,H56
P3736,H92
P3737,H93
P2727,H43
P3674,H47
P3675,H54
P2815,H54
P2640,H23
P2641,H23
P2250,H51
P1482,H54
P1483,H23
P281,H32
P3545,H63
P3544,H69
P3774,H68
P3775,H69
P375,H8
P375,H13
P1132,H10
P1132,H14
P1133,H35
P1133,H53
P3684,H67
P3685,H87
P2361,H36
P1570,H66
P3124,H86
P3125,H87
P3484,H61
P3485,H89
P2969,H80
P2772,H47
P1127,H47
P1094,H28
P1094,H38
P2550,H24
P2551,H71
P2446,H43
P1019,H43
P2906,H84
P2907,H85
P2253,H41
P2791,H24
P2790,H76
P3358,H77
P3358,H84
P3359,H69
P3694,H84
P3695,H56
P3537,H12
P3537,H63
P3536,H85
P1993,H76
P1217,H49
P1217,H56
P3876,H94
P3877,H95
P1754,H28
P1754,H38
P3924,H94
P3925,H95
P3369,H58
P415,H39
P1017,H42
P1017,H45
P1766,H23
P1767,H41
P1876,H9
P1876,H36
P1877,H57
P2872,H84
P2873,H85
P1971,H76
P3908,H94
P3909,H95
P2789,H48
P1116,H24
P522,H24
P2318,H24
P2319,H66
P692,H42
P692,H45
P2861,H78
P2860,H13
P2964,H24
P2965,H23
P3805,H72
P3804,H32
P3323,H83
P2700,H67
P1580,H66
P1419,H48
P1560,H44
P1560,H66
P3293,H66
P3292,H67
P3967,H36
P3966,H68
P2052,H43
P1355,H16
P1355,H61
P1354,H60
P3288,H84
P3289,H39
P2885,H85
P1987,H76
P1631,H61
