parasite_leaf:,host_leaf
P25,H6
P25,H8
P352,H50
P353,H51
P235,H39
P262,H15
P262,H40
P263,H41
P238,H8
P239,H39
P159,H12
P159,H26
P47,H11
P47,H14
P31,H9
P31,H10
P71,H11
P71,H15
P376,H52
P377,H53
P171,H30
P446,H54
P447,H47
P419,H55
P420,H54
P421,H55
P444,H44
P445,H44
P210,H19
P200,H33
P243,H6
P243,H8
P384,H31
P384,H52
P385,H53
P386,H52
P387,H53
P340,H48
P341,H49
P246,H30
P422,H54
P423,H55
P443,H8
P442,H55
P424,H54
P285,H32
P285,H44
P448,H14
P449,H36
P451,H30
P450,H49
P324,H14
P372,H24
P373,H39
P452,H14
P453,H30
P302,H46
P303,H47
P338,H48
P339,H49
P81,H5
P81,H12
P132,H12
P132,H27
P133,H26
P40,H5
P40,H13
P43,H5
P43,H13
P122,H13
P122,H25
P123,H13
P123,H24
P44,H5
P44,H12
P59,H6
P59,H8
P168,H29
P168,H31
P169,H30
P249,H29
P249,H30
P248,H19
P472,H55
P473,H22
P410,H54
P289,H44
P179,H33
P99,H7
P99,H21
P188,H22
P189,H22
P402,H51
P403,H51
P348,H38
P348,H50
P405,H52
P404,H39
P143,H11
P143,H14
P272,H42
P273,H43
P135,H26
P114,H17
P114,H23
P326,H22
P327,H22
P259,H15
P259,H41
P258,H40
P300,H46
P301,H47
P125,H24
P106,H14
P101,H9
P101,H10
P468,H56
P469,H57
P470,H56
P471,H57
P466,H56
P467,H57
P380,H52
P381,H53
P27,H8
P342,H8
P343,H26
P127,H8
P396,H42
P397,H42
P275,H43
P401,H44
P400,H42
P371,H42
P277,H43
P278,H42
P279,H43
P414,H54
P415,H55
P295,H44
P131,H12
P131,H26
P64,H11
P64,H14
P214,H36
P215,H37
P193,H34
P260,H40
P261,H41
P62,H9
P62,H10
P464,H56
P465,H57
P269,H8
P53,H6
P53,H8
P52,H6
P52,H8
P108,H6
P108,H8
P460,H56
P461,H57
P462,H56
P463,H57
P390,H46
P391,H46
P435,H14
P434,H47
P332,H48
P333,H49
P382,H52
P383,H53
P250,H24
P378,H52
P379,H53
P163,H30
P408,H54
P409,H55
P281,H44
P173,H28
P173,H33
P17,H4
P17,H7
P22,H4
P22,H6
P392,H49
P393,H46
P334,H48
P336,H48
P337,H49
P362,H50
P363,H51
P368,H50
P369,H50
P365,H51
P233,H39
P388,H52
P389,H53
P309,H6
P309,H8
P406,H22
P407,H22
P430,H30
P431,H30
P196,H28
P196,H33
P270,H6
P270,H8
P271,H26
P283,H32
P283,H44
P426,H54
P427,H55
P428,H54
P429,H55
P95,H7
P95,H21
P433,H41
P432,H53
P438,H52
P439,H26
P394,H30
P395,H46
P296,H33
P297,H26
P240,H28
P240,H33
P416,H54
P417,H55
P317,H41
P291,H32
P291,H44
P412,H54
P413,H55
P293,H44
P39,H5
P39,H12
P146,H13
P146,H24
P147,H16
P147,H19
P298,H46
P299,H47
P346,H50
P347,H51
P227,H39
P113,H22
P454,H56
P455,H57
P103,H16
P103,H18
P102,H11
P102,H14
P137,H11
P137,H15
P350,H50
P351,H51
P231,H39
P129,H19
P119,H22
P244,H19
P245,H19
P458,H56
P459,H57
P456,H56
P457,H57
P219,H35
P219,H37
P254,H37
P255,H37
P212,H36
P191,H34
P79,H19
P111,H17
P111,H22
P437,H18
P437,H34
P436,H50
P359,H38
P359,H51
P360,H50
P361,H51
P356,H50
P357,H51
P440,H51
P441,H22
P354,H50
P225,H23
P225,H39
