parasite_leaf:,host_leaf
P33,H5
P33,H9
P32,H2
P32,H6
P74,H12
P74,H18
P75,H19
P53,H4
P53,H13
P126,H25
P127,H25
P108,H24
P97,H21
P97,H23
P122,H20
P123,H20
P130,H14
P131,H14
P107,H14
P14,H2
P14,H6
P110,H24
P111,H25
P99,H23
P112,H22
P112,H24
P113,H25
P147,H24
P146,H23
P85,H20
P59,H14
P30,H8
P31,H8
P25,H8
P48,H6
P48,H10
P136,H26
P137,H27
P115,H11
P90,H6
P90,H11
P139,H17
P139,H27
P138,H26
P140,H26
P141,H27
P67,H16
P118,H16
P119,H14
P144,H16
P145,H25
P142,H16
P143,H16
P68,H9
P68,H17
P79,H12
P79,H19
P150,H28
P151,H29
P152,H28
P153,H29
P158,H30
P159,H31
P120,H19
P121,H19
P154,H30
P155,H31
P105,H12
P105,H19
P104,H19
P88,H19
P148,H28
P149,H29
P156,H30
P157,H31
P103,H14
P20,H5
P20,H9
P124,H11
P125,H11
P46,H10
P29,H5
P29,H8
P28,H8
P132,H26
P133,H27
P71,H16
P73,H9
P73,H16
P134,H26
P135,H27
P38,H3
P38,H4
P62,H7
P62,H15
P63,H14
P45,H3
P45,H4
P44,H3
P44,H4
