parasite_leaf:,host_leaf
P18,H9
P18,H13
P76,H12
P77,H12
P55,H12
P40,H26
P41,H27
P28,H9
P28,H13
P84,H44
P85,H45
P66,H38
P67,H39
P38,H24
P58,H34
P59,H35
P50,H32
P51,H33
P21,H6
P21,H11
P86,H10
P87,H10
P82,H10
P5,H4
P14,H1
P14,H3
P60,H36
P61,H37
P68,H40
P69,H41
P33,H20
P43,H8
P43,H27
P89,H45
P88,H42
P79,H43
P80,H42
P81,H43
P75,H34
P74,H29
P92,H29
P93,H38
P70,H31
P70,H40
P90,H41
P91,H41
P72,H40
P73,H41
P44,H28
P64,H38
P65,H39
P13,H5
P13,H6
P11,H7
P11,H9
