parasite_leaf:,host_leaf
P108,H9
P109,H9
P85,H9
P62,H3
P62,H9
P54,H3
P54,H9
P41,H9
P66,H7
P66,H27
P67,H26
P69,H7
P69,H26
P166,H56
P167,H57
P148,H43
P149,H44
P137,H43
P122,H42
P93,H23
P121,H31
P121,H43
P158,H42
P159,H42
P118,H42
P119,H43
P77,H30
P162,H54
P163,H55
P87,H32
P52,H17
P53,H19
P160,H43
P161,H23
P124,H42
P128,H44
P129,H45
P24,H13
P24,H14
P95,H13
P95,H15
P94,H15
P79,H12
P79,H21
P21,H10
P21,H12
P164,H54
P165,H55
P116,H25
P82,H25
P58,H24
P134,H23
P135,H23
P74,H23
P131,H16
P131,H45
P130,H44
P111,H17
P91,H22
P91,H24
P90,H11
P90,H19
P51,H15
P45,H12
P45,H21
P44,H12
P44,H20
P32,H9
P23,H13
P23,H15
P154,H50
P155,H51
P103,H40
P71,H5
P71,H17
P132,H16
P132,H44
P133,H45
P156,H52
P157,H53
P146,H48
P147,H49
P101,H39
P142,H46
P143,H47
P144,H37
P144,H46
P145,H47
P97,H35
P37,H11
P37,H19
P57,H22
P57,H25
P141,H23
P140,H19
P138,H24
P47,H23
P35,H3
P35,H9
P152,H9
P153,H9
P151,H31
P151,H43
P150,H9
P115,H24
P105,H9
