parasite_leaf:,host_leaf
P525,H58
P524,H49
P204,H17
P204,H48
P514,H71
P515,H71
P386,H70
P350,H48
P478,H49
P479,H49
P403,H41
P402,H61
P535,H63
P534,H60
P523,H49
P409,H60
P61,H10
P61,H21
P604,H80
P605,H80
P559,H81
P560,H80
P561,H81
P223,H46
P183,H44
P556,H80
P557,H81
P185,H44
P568,H37
P569,H53
P570,H37
P571,H37
P421,H66
P420,H6
P213,H6
P29,H3
P29,H6
P53,H19
P53,H25
P126,H36
P127,H37
P192,H30
P192,H46
P504,H47
P505,H57
P423,H48
P564,H80
P565,H81
P566,H45
P566,H80
P567,H81
P377,H27
P428,H72
P429,H73
P574,H40
P575,H38
P405,H40
P155,H41
P218,H31
P218,H36
P219,H36
P375,H64
P375,H66
P374,H37
P536,H63
P537,H65
P506,H47
P507,H72
P470,H47
P348,H47
P584,H46
P585,H44
P430,H72
P431,H73
P243,H30
P243,H47
P242,H31
P242,H36
P227,H30
P227,H46
P576,H37
P577,H63
P600,H82
P601,H83
P578,H70
P309,H63
P316,H58
P317,H58
P472,H36
P473,H36
P456,H36
P372,H43
P372,H59
P596,H82
P597,H83
P401,H30
P401,H46
P400,H46
P301,H53
P201,H47
P543,H36
P542,H72
P455,H73
P488,H52
P489,H52
P490,H73
P491,H73
P452,H72
P440,H29
P440,H72
P441,H73
P448,H29
P448,H72
P449,H73
P450,H72
P451,H73
P162,H31
P162,H36
P163,H36
P356,H67
P356,H69
P357,H68
P335,H66
P527,H35
P526,H65
P418,H65
P261,H57
P255,H55
P244,H37
P598,H82
P599,H83
P277,H48
P502,H31
P502,H37
P503,H35
P289,H37
P266,H43
P266,H59
P414,H58
P415,H58
P284,H47
P285,H38
P231,H47
P202,H46
P508,H65
P509,H58
P496,H46
P494,H12
P494,H14
P274,H14
P444,H29
P444,H72
P445,H73
P492,H72
P493,H57
P447,H73
P544,H73
P545,H73
P466,H73
P432,H72
P588,H74
P589,H40
P485,H75
P486,H74
P487,H75
P33,H11
P33,H18
P410,H36
P411,H63
P540,H37
P541,H38
P364,H47
P365,H47
P194,H46
P513,H50
P513,H71
P512,H73
P434,H72
P580,H73
P581,H73
P436,H72
P469,H17
P469,H49
P468,H36
P339,H38
P133,H31
P133,H37
P368,H46
P369,H46
P197,H47
P153,H28
P153,H30
P312,H24
P312,H29
P416,H35
P417,H61
P552,H73
P553,H73
P518,H72
P443,H29
P443,H73
P528,H44
P529,H44
P500,H73
P438,H72
P388,H70
P389,H71
P511,H46
P510,H49
P210,H48
P93,H10
P93,H21
P208,H17
P208,H48
P209,H17
P209,H49
P482,H74
P483,H75
P315,H38
P572,H36
P573,H36
P480,H25
P480,H74
P590,H75
P591,H75
P107,H27
P157,H18
P157,H41
P156,H40
P138,H10
P138,H21
P464,H61
P465,H61
P320,H16
P320,H61
P346,H21
P347,H61
P86,H10
P86,H21
P38,H10
P38,H20
P45,H10
P45,H20
P546,H62
P547,H62
P293,H63
P474,H38
P475,H57
P460,H62
P295,H39
P295,H63
P189,H31
P189,H37
P341,H20
P341,H38
P586,H38
P587,H66
P533,H55
P167,H37
P352,H21
P353,H21
P360,H21
P361,H21
P355,H10
P355,H21
P607,H78
P606,H83
P602,H82
P582,H38
P555,H38
P477,H20
P477,H38
P311,H38
P286,H20
P286,H38
P291,H39
P291,H63
P516,H62
P517,H62
P425,H62
P392,H26
P392,H53
P393,H21
P232,H52
P366,H21
P367,H21
P362,H33
P362,H35
P548,H78
P549,H79
P398,H44
P399,H44
P124,H34
P608,H84
P609,H85
P531,H77
P359,H68
P337,H66
P333,H63
P305,H65
P259,H57
P299,H51
P299,H55
P298,H55
P592,H70
P593,H70
P595,H74
P594,H71
P180,H23
P180,H45
P181,H44
P65,H15
P65,H23
P64,H14
P326,H3
P326,H6
P327,H6
P220,H3
P220,H6
P384,H70
P385,H71
P272,H6
P331,H10
P331,H21
P520,H21
P521,H44
P78,H27
P562,H80
P563,H81
P413,H40
P187,H44
P247,H4
P247,H42
P246,H52
P257,H51
P257,H54
P256,H26
P256,H53
P240,H52
P241,H53
P379,H18
P379,H40
P378,H18
P378,H40
P318,H52
P235,H26
P235,H53
P406,H52
P407,H52
P237,H53
P77,H13
P77,H27
P169,H4
P169,H42
P342,H27
P343,H27
P268,H58
P550,H59
P550,H78
P551,H79
P371,H68
P8,H3
P8,H7
P463,H41
P462,H6
P215,H6
P499,H38
P498,H21
