parasite_leaf:,host_leaf
P338,H46
P339,H46
P319,H47
P420,H24
P421,H24
P484,H62
P485,H63
P462,H38
P480,H62
P481,H63
P275,H43
P466,H60
P467,H61
P359,H50
P388,H48
P389,H48
P478,H60
P479,H61
P422,H16
P511,H36
P511,H58
P510,H54
P413,H55
P414,H54
P415,H55
P209,H35
P111,H10
P111,H27
P49,H5
P49,H10
P113,H10
P113,H27
P406,H54
P407,H55
P211,H35
P508,H61
P509,H61
P470,H60
P363,H50
P506,H17
P506,H48
P507,H48
P472,H60
P473,H61
P365,H50
P331,H48
P361,H49
P361,H50
P468,H60
P469,H61
P325,H48
P57,H16
P374,H52
P375,H53
P261,H40
P376,H52
P377,H53
P263,H40
P505,H53
P504,H21
P380,H52
P381,H53
P267,H40
P199,H28
P378,H52
P379,H53
P265,H20
P265,H40
P474,H60
P475,H61
P367,H50
P342,H40
P287,H21
P372,H52
P373,H53
P83,H21
P36,H6
P36,H9
P90,H4
P90,H7
P482,H62
P483,H63
P446,H44
P299,H45
P452,H58
P453,H59
P454,H58
P455,H59
P516,H64
P517,H65
P116,H19
P116,H24
P109,H19
P109,H25
P186,H14
P187,H14
P126,H12
P126,H14
P450,H58
P451,H59
P518,H64
P519,H65
P314,H46
P315,H47
P341,H12
P341,H14
P340,H38
P282,H33
P282,H43
P283,H35
P272,H33
P272,H42
P147,H10
P147,H27
P411,H34
P411,H55
P410,H54
P215,H35
P166,H31
P428,H56
P429,H57
P162,H23
P162,H30
P525,H27
P524,H24
P502,H24
P496,H31
P99,H15
P99,H22
P137,H9
P137,H21
P440,H56
P441,H57
P391,H16
P159,H31
P317,H39
P317,H47
P316,H46
P253,H38
P476,H51
P476,H60
P477,H61
P369,H50
P402,H53
P403,H40
P512,H53
P513,H60
P382,H52
P327,H17
P327,H48
P59,H16
P178,H10
P178,H27
P179,H27
P461,H12
P461,H14
P460,H55
P526,H54
P527,H54
P213,H35
P74,H11
P74,H16
P132,H11
P132,H17
P200,H21
P201,H21
P150,H13
P150,H28
P145,H13
P145,H29
P404,H29
P405,H29
P398,H29
P430,H56
P431,H57
P176,H13
P176,H28
P396,H21
P397,H21
P95,H3
P95,H18
P304,H44
P305,H45
P233,H14
P308,H7
P308,H44
P309,H45
P332,H38
P333,H27
P77,H4
P77,H7
P352,H16
P353,H16
P230,H16
P238,H11
P238,H16
P239,H25
P129,H16
P33,H8
P33,H13
P69,H8
P69,H13
P487,H47
P486,H29
P387,H31
P488,H29
P489,H29
P142,H13
P142,H28
P107,H19
P107,H25
P106,H24
P278,H26
P278,H35
P279,H35
P384,H35
P385,H35
P293,H20
P293,H41
P418,H54
P419,H55
P203,H29
P254,H18
P254,H36
P456,H58
P457,H59
P458,H58
P459,H59
P520,H64
P521,H65
P522,H64
P523,H65
P172,H31
P173,H31
P426,H56
P427,H57
P245,H32
P245,H38
P392,H39
P392,H46
P393,H46
P311,H47
P268,H33
P268,H42
P269,H43
P432,H56
P433,H57
P530,H57
P531,H55
P434,H56
P157,H23
P157,H31
P220,H16
P221,H25
P205,H29
P154,H23
P154,H30
P155,H31
P444,H46
P445,H46
P313,H47
P247,H38
P270,H33
P270,H42
P271,H43
P135,H12
P135,H14
P490,H14
P491,H14
P123,H14
P92,H9
P92,H21
P93,H21
P370,H52
P371,H53
P257,H40
P394,H7
P394,H45
P395,H46
P294,H44
P354,H44
P355,H27
P297,H45
P301,H7
P301,H45
P300,H44
P464,H60
P465,H61
P357,H50
P321,H48
P302,H44
P303,H45
P189,H16
P495,H36
P495,H58
P494,H48
P498,H44
P499,H25
P307,H45
P416,H54
P417,H55
P87,H11
P87,H16
P448,H58
P449,H59
P514,H64
P515,H65
P528,H56
P529,H56
P437,H57
P500,H57
P501,H38
P493,H60
P438,H56
P442,H56
P443,H57
P425,H52
P170,H25
P104,H24
