parasite_leaf:,host_leaf
P103,H6
P103,H12
P102,H12
P52,H6
P52,H13
P17,H12
P11,H4
P8,H5
P8,H6
P111,H7
P111,H31
P110,H31
P216,H50
P217,H50
P262,H82
P263,H83
P121,H45
P174,H30
P175,H30
P5,H3
P5,H4
P77,H14
P77,H20
P233,H71
P233,H73
P232,H72
P223,H70
P218,H6
P218,H12
P219,H43
P46,H14
P46,H20
P170,H60
P171,H60
P246,H74
P247,H75
P248,H76
P249,H77
P116,H14
P116,H21
P268,H86
P269,H87
P266,H86
P267,H87
P69,H29
P41,H14
P41,H21
P25,H10
P25,H15
P90,H36
P91,H37
P133,H7
P133,H31
P132,H36
P93,H37
P88,H20
P88,H36
P154,H20
P154,H37
P155,H3
P155,H4
P126,H37
P95,H20
P95,H37
P94,H36
P97,H20
P97,H37
P96,H36
P43,H14
P43,H21
P204,H65
P205,H65
P257,H45
P256,H64
P215,H30
P264,H84
P265,H85
P254,H80
P255,H81
P270,H48
P271,H48
P140,H25
P140,H29
P141,H29
P192,H16
P193,H16
P178,H54
P153,H55
P105,H39
P176,H56
P177,H56
P250,H78
P251,H79
P164,H52
P165,H52
P143,H28
P143,H46
P172,H20
P172,H37
P173,H56
P144,H41
P211,H61
P211,H68
P245,H69
P245,H75
P244,H74
P161,H60
P168,H43
P169,H43
P73,H32
P258,H82
P259,H83
P119,H45
P184,H45
P185,H45
P138,H26
P138,H44
P123,H45
P272,H83
P273,H83
P260,H82
P125,H45
P252,H67
P253,H67
P274,H66
P275,H66
P208,H66
P209,H67
P186,H62
P187,H63
P159,H58
P190,H50
P191,H50
P32,H9
P32,H17
P238,H72
P239,H73
P229,H15
P229,H70
P240,H72
P241,H73
P231,H70
P236,H72
P237,H73
P227,H70
P234,H72
P235,H73
P225,H70
P60,H9
P60,H16
P37,H9
P37,H17
P50,H9
P50,H17
P242,H64
P243,H64
P203,H65
P183,H31
P200,H64
P201,H65
P196,H64
P197,H65
P35,H9
P35,H16
P45,H9
P45,H16
P101,H12
P100,H16
P194,H64
P195,H65
