parasite_leaf:,host_leaf
P16,H5
P16,H6
P17,H8
P17,H11
P66,H21
P67,H21
P117,H41
P117,H49
P116,H48
P87,H40
P69,H20
P69,H35
P142,H32
P143,H49
P63,H33
P102,H44
P103,H45
P60,H30
P61,H31
P114,H47
P115,H11
P124,H46
P125,H46
P75,H36
P126,H6
P127,H6
P112,H18
P98,H42
P99,H43
P92,H6
P93,H6
P49,H15
P80,H9
P81,H9
P52,H22
P100,H42
P101,H43
P84,H38
P83,H39
P76,H25
P76,H37
P77,H36
P135,H19
P135,H53
P141,H32
P140,H52
P120,H48
P121,H49
P91,H40
P146,H54
P147,H55
P131,H51
P122,H21
P123,H21
P138,H52
P139,H53
P19,H15
P15,H4
P15,H12
P132,H18
P133,H18
P30,H11
P21,H8
P21,H11
P32,H10
P32,H19
P136,H52
P137,H53
P79,H22
P118,H48
P119,H49
P89,H40
P144,H54
P145,H55
P129,H51
P96,H23
P96,H39
P110,H45
P111,H45
P104,H28
P104,H44
P94,H21
P25,H10
P25,H18
P54,H3
P54,H9
P55,H9
