parasite_leaf:,host_leaf
P95,H47
P95,H49
P94,H48
P124,H33
P124,H46
P125,H23
P117,H46
P74,H19
P47,H11
P47,H18
P130,H58
P131,H59
P150,H64
P151,H65
P84,H18
P28,H10
P28,H21
P90,H48
P91,H49
P79,H33
P79,H46
P174,H68
P175,H69
P185,H11
P185,H19
P184,H31
P160,H31
P222,H46
P223,H69
P106,H27
P194,H34
P195,H71
P154,H34
P166,H66
P167,H67
P109,H45
P97,H22
P97,H35
P65,H13
P63,H30
P63,H33
P33,H23
P44,H28
P45,H29
P199,H31
P198,H16
P226,H16
P227,H16
P111,H46
P165,H41
P165,H45
P164,H45
P220,H74
P221,H75
P187,H39
P69,H40
P182,H27
P183,H27
P210,H72
P211,H73
P192,H7
P192,H16
P93,H47
P93,H49
P232,H48
P233,H39
P81,H33
P81,H46
P86,H18
P87,H19
P55,H30
P55,H32
P51,H20
P51,H31
P204,H72
P205,H73
P206,H72
P207,H73
P234,H62
P235,H43
P180,H70
P181,H71
P171,H60
P132,H60
P133,H61
P103,H24
P103,H50
P200,H72
P201,H73
P141,H62
P135,H25
P135,H61
P134,H60
P212,H31
P213,H31
P158,H62
P208,H63
P208,H72
P209,H73
P169,H57
P202,H72
P203,H73
P145,H62
P216,H71
P217,H71
P231,H45
P230,H70
P190,H60
P191,H60
P137,H61
P214,H53
P215,H53
P112,H52
P27,H2
P27,H13
P26,H13
P98,H7
P98,H16
P114,H52
P115,H53
P88,H13
P228,H71
P229,H71
P178,H70
P156,H57
P224,H76
P225,H77
P146,H39
P147,H43
P128,H54
P128,H58
P196,H59
P197,H59
P148,H64
P149,H65
P219,H59
P218,H43
P152,H43
