parasite_leaf:,host_leaf
P5,H1
P5,H2
P4,H1
P4,H3
P44,H4
P44,H14
P536,H36
P537,H74
P445,H42
P650,H73
P651,H73
P576,H15
P35,H8
P35,H10
P83,H11
P83,H16
P82,H18
P284,H48
P285,H49
P434,H48
P435,H48
P474,H49
P475,H49
P586,H10
P587,H36
P293,H19
P293,H49
P292,H48
P65,H18
P263,H4
P263,H15
P502,H4
P502,H15
P503,H47
P543,H21
P543,H42
P542,H42
P245,H43
P648,H83
P649,H47
P618,H82
P656,H59
P657,H49
P271,H47
P494,H56
P495,H56
P585,H55
P584,H56
P526,H57
P526,H75
P527,H74
P476,H70
P477,H71
P419,H31
P419,H66
P566,H76
P567,H77
P654,H77
P655,H77
P573,H77
P568,H76
P580,H41
P581,H69
P638,H84
P639,H85
P427,H41
P296,H50
P297,H51
P251,H44
P388,H10
P389,H25
P240,H10
P242,H42
P243,H43
P374,H62
P375,H63
P365,H61
P84,H1
P84,H2
P98,H6
P98,H13
P407,H40
P407,H44
P406,H10
P164,H23
P164,H31
P558,H76
P559,H77
P417,H66
P146,H30
P409,H31
P409,H66
P552,H76
P553,H77
P152,H22
P152,H34
P326,H35
P326,H54
P327,H35
P327,H55
P329,H35
P329,H55
P632,H84
P633,H85
P37,H13
P606,H80
P607,H81
P399,H64
P231,H39
P288,H48
P289,H49
P335,H47
P334,H25
P233,H13
P286,H48
P287,H49
P143,H17
P143,H27
P642,H64
P643,H64
P404,H64
P604,H80
P605,H81
P600,H78
P601,H79
P533,H74
P471,H48
P531,H57
P531,H74
P598,H78
P599,H79
P343,H56
P260,H13
P182,H18
P582,H74
P583,H74
P596,H78
P597,H79
P624,H82
P625,H83
P370,H46
P370,H59
P371,H59
P267,H16
P267,H47
P554,H76
P555,H77
P411,H66
P571,H47
P570,H30
P155,H22
P155,H35
P516,H72
P517,H73
P518,H72
P519,H73
P453,H69
P313,H53
P225,H10
P180,H17
P180,H26
P550,H59
P551,H61
P622,H82
P623,H83
P538,H41
P539,H61
P645,H83
P644,H47
P111,H17
P111,H27
P496,H71
P497,H71
P484,H70
P486,H27
P486,H70
P487,H71
P482,H70
P483,H71
P488,H27
P488,H71
P489,H21
P489,H42
P500,H70
P501,H70
P252,H40
P252,H45
P253,H40
P253,H44
P211,H41
P544,H50
P545,H50
P332,H30
P278,H23
P278,H30
P249,H30
P556,H76
P557,H77
P413,H66
P564,H76
P565,H77
P521,H13
P415,H66
P133,H30
P221,H6
P221,H13
P535,H10
P534,H53
P443,H53
P359,H38
P510,H68
P510,H72
P511,H73
P451,H69
P460,H55
P461,H18
P630,H84
P631,H85
P78,H6
P78,H13
P120,H10
P121,H10
P40,H8
P40,H10
P591,H44
P590,H13
P617,H51
P616,H13
P348,H46
P348,H58
P349,H59
P269,H47
P189,H4
P189,H15
P589,H77
P588,H15
P459,H15
P239,H2
P239,H25
P238,H25
P302,H50
P303,H51
P259,H44
P86,H8
P86,H10
P636,H84
P637,H85
P464,H55
P324,H35
P324,H54
P187,H6
P187,H13
P160,H17
P160,H27
P298,H50
P299,H51
P255,H44
P363,H26
P363,H41
P362,H41
P652,H50
P653,H80
P301,H51
P257,H44
P215,H41
P115,H17
P115,H27
P69,H10
P626,H82
P627,H83
P379,H61
P391,H41
P390,H59
P265,H47
P74,H9
P74,H21
P430,H62
P431,H62
P377,H60
P377,H63
P367,H61
P646,H50
P647,H78
P385,H41
P305,H51
P469,H18
P468,H15
P612,H80
P613,H81
P429,H63
P397,H64
P273,H16
P273,H47
P383,H35
P383,H54
P382,H46
P382,H59
P620,H82
P621,H83
P490,H69
P491,H64
P540,H72
P541,H72
P509,H73
P307,H34
P307,H53
P493,H26
P493,H41
P492,H69
P514,H72
P515,H73
P361,H10
P309,H53
P159,H22
P159,H35
P52,H13
P578,H30
P579,H30
P356,H30
P472,H30
P473,H39
P562,H76
P563,H77
P439,H51
P421,H66
P560,H76
P561,H77
P423,H66
P380,H34
P380,H53
P381,H55
P512,H72
P513,H73
P455,H69
P634,H84
P635,H85
P331,H55
P628,H84
P629,H85
P319,H55
P198,H38
P199,H39
P226,H36
P227,H36
P246,H21
P246,H42
P247,H43
P610,H80
P611,H81
P403,H64
P295,H13
P608,H80
P609,H81
P401,H64
P200,H37
P200,H38
P201,H39
P175,H36
P507,H64
P506,H25
P440,H25
P548,H27
P548,H70
P549,H18
P479,H71
P339,H29
P339,H56
P595,H75
P595,H79
P594,H78
P525,H74
P316,H2
P316,H25
P317,H19
P317,H48
P176,H33
P176,H36
P614,H80
P615,H81
P640,H84
P641,H85
P323,H55
P196,H37
P196,H38
P197,H39
P602,H80
P603,H81
P393,H64
P337,H29
P337,H56
P592,H78
P593,H79
P523,H74
P101,H2
P101,H25
