parasite_leaf:,host_leaf
P5,H1
P5,H3
P752,H39
P753,H39
P1306,H46
P1307,H47
P1075,H28
P1075,H40
P1074,H40
P1620,H54
P1621,H55
P356,H18
P356,H23
P1198,H44
P1199,H45
P861,H33
P1510,H22
P1511,H49
P393,H10
P393,H13
P1585,H47
P1584,H13
P1592,H53
P1593,H41
P1548,H23
P859,H41
P1226,H44
P1227,H45
P1228,H44
P1229,H45
P1490,H52
P1491,H53
P1460,H52
P1461,H53
P1610,H54
P1611,H55
P1640,H54
P1641,H55
P1436,H39
P1286,H35
P1506,H49
P1507,H49
P1372,H48
P928,H22
P1354,H48
P1355,H49
P979,H25
P979,H27
P1322,H46
P1323,H47
P1324,H46
P1325,H47
P1431,H39
P1430,H27
P1004,H39
P1005,H39
P729,H28
P729,H41
P1127,H35
P1126,H40
P1123,H40
P404,H19
P295,H6
P295,H16
P1310,H46
P1311,H47
P659,H39
P1360,H48
P1361,H49
P1578,H48
P1579,H48
P1363,H49
P1328,H46
P1329,H47
P1031,H20
P1422,H50
P1423,H51
P1155,H20
P923,H42
P831,H19
P830,H39
P545,H13
P954,H13
P955,H43
P299,H21
P299,H28
P1284,H39
P1285,H37
P698,H35
P1541,H23
P1540,H53
P1448,H52
P1131,H40
P1130,H32
P447,H33
P338,H11
P338,H20
P1384,H48
P1385,H49
P1424,H50
P1425,H51
P1479,H34
P1479,H53
P1478,H52
P542,H19
P1057,H23
P1056,H42
P1152,H43
P1153,H43
P846,H41
P760,H37
P648,H18
P648,H22
P1194,H44
P1195,H45
P1196,H44
P1197,H45
P891,H8
P891,H43
P890,H42
P950,H13
P951,H42
P1366,H48
P1367,H49
P672,H11
P672,H20
P61,H3
P61,H8
P1150,H13
P1151,H33
P707,H39
P48,H10
P48,H12
P203,H18
P203,H23
P1253,H22
P1252,H44
P1205,H45
P966,H41
P736,H40
P643,H35
P813,H23
P812,H35
P1509,H22
P1508,H45
P1529,H16
P1529,H39
P1528,H44
P1012,H37
P968,H35
P1570,H52
P1571,H48
P1451,H53
P1644,H54
P1645,H55
P1444,H37
P1026,H41
P1144,H39
P1145,H33
P1094,H40
P566,H11
P566,H20
P1604,H54
P1605,H55
P474,H11
P474,H20
P94,H17
P94,H18
P95,H17
P95,H19
P79,H6
P79,H16
P1214,H44
P1215,H45
P1340,H46
P1341,H47
P1281,H40
P1334,H46
P1335,H47
P1105,H19
P1190,H44
P1191,H45
P1350,H48
P1351,H49
P1576,H23
P1577,H23
P1116,H27
P1522,H52
P1523,H52
P1455,H53
P491,H35
P1288,H41
P1289,H43
P1102,H41
P1587,H52
P1586,H41
P1440,H40
P1441,H40
P292,H10
P292,H12
P535,H5
P535,H7
P1186,H44
P1187,H45
P974,H22
P975,H13
P1136,H22
P1137,H22
P236,H3
P236,H8
P181,H23
P1054,H5
P1054,H7
P1212,H44
P1213,H45
P598,H20
P29,H5
P29,H7
P88,H5
P88,H7
P1332,H46
P1333,H47
P1051,H33
P1650,H54
P1651,H55
P1568,H50
P1532,H39
P1202,H44
P1203,H45
P919,H40
P825,H22
P1547,H50
P1546,H43
P1273,H42
P1143,H43
P892,H42
P1591,H46
P1590,H53
P1480,H52
P1544,H20
P1545,H32
P692,H3
P692,H8
P693,H35
P315,H21
P315,H28
P314,H18
P314,H23
P912,H42
P913,H43
P1048,H23
P1049,H23
P1400,H50
P1401,H51
P701,H23
P1502,H37
P1503,H37
P1162,H35
P1113,H39
P804,H22
P836,H18
P836,H22
P837,H22
P149,H3
P149,H8
P169,H18
P169,H22
P168,H19
P248,H6
P248,H16
P1308,H46
P1309,H47
P1542,H39
P1543,H44
P1017,H24
P1017,H36
P1279,H44
P1278,H32
P465,H33
P370,H20
P1330,H46
P1331,H47
P1038,H33
P1192,H44
P1193,H45
P456,H32
P136,H19
P153,H18
P153,H23
P794,H23
P795,H32
P340,H18
P340,H22
P81,H6
P81,H16
P125,H9
P125,H14
P124,H10
P124,H12
P372,H10
P372,H13
P559,H29
P559,H35
P558,H32
P467,H14
P467,H33
P898,H42
P899,H43
P1236,H44
P1237,H45
P1382,H48
P1383,H49
P1420,H50
P1421,H51
P850,H28
P850,H40
P851,H23
P723,H28
P723,H41
P1580,H44
P1581,H32
P1225,H45
P1388,H19
P1389,H31
P1007,H27
P771,H16
P771,H39
P1157,H5
P1157,H7
P1230,H44
P1231,H45
P1283,H16
P1283,H38
P1282,H44
P1223,H45
P1462,H52
P1463,H53
P819,H23
P818,H35
P1428,H50
P1429,H51
P1270,H33
P462,H32
P1598,H54
P1599,H55
P297,H21
P297,H28
P1200,H44
P1201,H45
P1476,H52
P1477,H53
P1296,H35
P1297,H35
P1277,H45
P1216,H44
P1217,H45
P1077,H31
P1029,H43
P492,H29
P492,H34
P493,H35
P874,H42
P875,H43
P540,H26
P540,H31
P1256,H13
P1257,H37
P1161,H13
P1147,H41
P1468,H52
P1469,H53
P806,H11
P806,H20
P1258,H42
P1259,H42
P905,H43
P964,H14
P964,H33
P965,H40
P610,H20
P855,H26
P855,H31
P854,H20
P1208,H44
P1209,H45
P1594,H35
P1595,H35
P1245,H8
P1245,H43
P1244,H13
P1091,H13
P389,H10
P389,H12
P460,H32
P461,H33
P1269,H7
P1269,H45
P1636,H54
P1637,H55
P809,H32
P580,H20
P838,H19
P839,H13
P1572,H19
P1573,H19
P204,H18
P204,H23
P709,H18
P709,H22
P961,H39
P960,H40
P944,H22
P229,H22
P1474,H52
P1475,H53
P1536,H19
P1537,H19
P198,H19
P77,H6
P77,H16
P26,H5
P26,H7
P521,H24
P521,H37
P1346,H48
P1347,H49
P1220,H44
P1221,H45
P1098,H40
P810,H22
P177,H23
P155,H18
P155,H23
P99,H17
P99,H19
P231,H6
P231,H16
P1408,H50
P1409,H51
P829,H31
P1412,H50
P1413,H51
P1414,H50
P1415,H51
P1416,H50
P1417,H51
P1418,H50
P1419,H51
P1172,H31
P1173,H42
P1498,H46
P1499,H20
P1317,H47
P669,H39
P1398,H50
P1399,H51
P1466,H52
P1467,H53
P768,H40
P1124,H37
P1125,H37
P1082,H28
P1082,H41
P1588,H44
P1589,H52
P1254,H44
P1233,H45
P1159,H11
P1159,H20
P1052,H35
P1456,H52
P1457,H53
P1182,H44
P1183,H45
P394,H17
P394,H19
P395,H17
P395,H19
P1600,H54
P1601,H55
P1096,H22
P1097,H22
P1602,H54
P1603,H55
P402,H19
P403,H19
P687,H13
P686,H33
P454,H32
P1505,H47
P1504,H44
P1181,H45
P200,H15
P200,H24
P1107,H22
