parasite_leaf:,host_leaf
P5,H1
P5,H3
P1776,H86
P1777,H87
P863,H57
P1548,H68
P1549,H17
P1220,H68
P2008,H69
P2009,H69
P1994,H47
P1995,H47
P2324,H74
P2325,H37
P1417,H75
P2106,H90
P2107,H91
P751,H53
P2307,H91
P2306,H44
P589,H45
P1611,H54
P1611,H81
P1610,H80
P2089,H71
P2088,H55
P1058,H15
P1058,H50
P1059,H34
P2322,H50
P2323,H21
P1895,H50
P1404,H50
P534,H32
P534,H37
P606,H44
P607,H45
P1130,H60
P1131,H60
P2282,H92
P2283,H93
P1391,H69
P2225,H24
P2224,H80
P1965,H17
P1627,H81
P1347,H19
P1347,H73
P1346,H72
P1492,H76
P1493,H77
P2418,H45
P2419,H66
P1734,H71
P1409,H71
P1741,H60
P1740,H70
P112,H4
P112,H9
P145,H10
P145,H21
P1586,H78
P1587,H79
P1281,H55
P1196,H42
P2186,H73
P2187,H73
P1530,H42
P552,H40
P552,H43
P493,H41
P1167,H37
P1166,H70
P1141,H9
P1141,H71
P1640,H82
P1641,H83
P823,H57
P2462,H85
P2463,H17
P1922,H69
P1753,H81
P1191,H69
P2446,H68
P2447,H60
P687,H46
P687,H48
P2081,H62
P2081,H66
P2080,H47
P1827,H19
P1827,H73
P1826,H75
P1418,H74
P2108,H90
P2109,H91
P753,H53
P609,H31
P609,H45
P608,H31
P608,H44
P1378,H44
P1379,H72
P1960,H88
P1961,H89
P1729,H79
P1380,H45
P390,H32
P390,H37
P391,H27
P2270,H92
P2271,H93
P947,H60
P2172,H90
P2173,H91
P2428,H90
P2429,H73
P2175,H91
P1726,H85
P1680,H16
P1680,H84
P1504,H76
P1505,H77
P895,H55
P1630,H80
P1631,H81
P1382,H45
P598,H44
P1891,H74
P1890,H71
P2102,H70
P2103,H80
P890,H45
P600,H44
P1162,H70
P1163,H71
P1650,H56
P1650,H82
P1651,H83
P1694,H84
P1695,H85
P1406,H71
P1152,H70
P1052,H52
P1052,H64
P2130,H90
P2131,H91
P1506,H33
P1506,H76
P1507,H77
P781,H53
P2376,H96
P2377,H97
P2017,H44
P2016,H70
P2170,H90
P2171,H91
P2426,H80
P2427,H81
P2058,H78
P2370,H47
P2371,H47
P2076,H71
P460,H30
P460,H39
P960,H36
P960,H61
P961,H60
P2278,H92
P2279,H93
P963,H60
P381,H32
P381,H37
P1550,H76
P1551,H67
P1495,H77
P2060,H77
P2061,H83
P1496,H76
P2314,H68
P2315,H63
P2044,H68
P1217,H21
P1113,H49
P1113,H69
P1766,H86
P1767,H87
P1802,H86
P1803,H87
P1666,H24
P916,H47
P843,H47
P1428,H74
P1429,H75
P2414,H96
P2415,H97
P2368,H91
P2116,H90
P2154,H90
P2155,H91
P1300,H53
P2221,H82
P2220,H67
P1327,H67
P2029,H82
P2028,H66
P995,H63
P1936,H88
P1937,H89
P265,H24
P12,H2
P12,H7
P11,H1
P11,H2
P1594,H78
P1595,H79
P1660,H82
P1661,H83
P1288,H69
P1118,H49
P1118,H68
P2082,H87
P2083,H53
P1772,H86
P2320,H47
P2321,H47
P1541,H27
P1273,H41
P1257,H47
P2302,H92
P2303,H93
P2253,H75
P1537,H53
P951,H60
P568,H25
P568,H35
P2192,H34
P2193,H50
P2190,H34
P2366,H24
P2367,H24
P506,H10
P506,H21
P507,H21
P1582,H35
P1582,H78
P1583,H79
P1855,H75
P1854,H81
P1618,H80
P1398,H55
P1399,H42
P1534,H50
P1535,H66
P1171,H44
P2039,H71
P2038,H73
P2246,H72
P2247,H72
P202,H18
P202,H25
P1664,H57
P1665,H57
P1358,H45
P854,H45
P660,H18
P660,H24
P342,H14
P342,H19
P343,H21
P55,H12
P55,H15
P397,H2
P397,H6
P803,H51
P803,H55
P1608,H80
P1609,H81
P849,H47
P848,H50
P1886,H66
P1887,H66
P1921,H34
P1920,H67
P1227,H70
P1226,H63
P1938,H88
P1939,H89
P434,H17
P1672,H84
P1673,H85
P1251,H37
P1250,H55
P1606,H27
P1607,H67
P861,H17
P2326,H94
P2327,H95
P108,H2
P108,H6
P980,H17
P981,H41
P42,H5
P42,H10
P2136,H90
P2137,H91
P2435,H82
P2434,H57
P1644,H82
P1645,H83
P413,H14
P413,H19
P1296,H13
P1296,H17
P1297,H44
P1544,H17
P1545,H42
P1875,H7
P1875,H27
P2423,H70
P2422,H85
P1696,H84
P1560,H41
P1882,H80
P1883,H67
P1736,H41
P2400,H96
P2401,H97
P2475,H68
P2474,H21
P545,H42
P1194,H21
P1195,H63
P614,H21
P2452,H77
P2453,H77
P1510,H76
P1126,H21
P2249,H77
P2248,H17
P2460,H81
P2461,H55
P2091,H75
P2090,H60
P1908,H71
P1134,H70
P136,H10
P136,H20
P400,H10
P400,H21
P1342,H72
P1343,H73
P1838,H50
P1839,H50
P1307,H50
P2184,H76
P2185,H82
P1515,H77
P1597,H71
P1596,H42
P2286,H92
P2287,H93
P1602,H63
P2390,H96
P2391,H97
P491,H22
P491,H41
P2222,H69
P2223,H84
P1982,H82
P1643,H83
P2189,H75
P2188,H21
P2018,H57
P1813,H83
P1812,H21
P1315,H67
P2213,H78
P2212,H85
P1690,H84
P1283,H41
P1106,H68
P1107,H69
P1784,H86
P1785,H87
P1787,H48
P1787,H87
P1786,H86
P635,H47
P1422,H74
P1423,H75
P2472,H90
P2473,H67
P2159,H91
P2160,H90
P2161,H91
P2156,H90
P2157,H91
P757,H53
P1992,H68
P1993,H68
P1123,H69
P922,H44
P2441,H86
P2440,H45
P1868,H60
P1869,H60
P2260,H92
P2261,H93
P385,H32
P385,H37
P1484,H76
P1485,H77
P1436,H74
P1437,H75
P2124,H90
P2125,H91
P775,H38
P775,H53
P2294,H92
P2295,H93
P1997,H42
P1870,H73
P1350,H72
P1364,H71
P1365,H71
P1244,H71
P1896,H71
P1897,H27
P2305,H47
P2304,H71
P2093,H42
P2014,H71
P1142,H70
P339,H27
P2468,H60
P2469,H50
P1756,H71
P1136,H70
P838,H46
P838,H48
P1775,H48
P1775,H87
P1774,H86
P1796,H86
P1797,H87
P1466,H69
P1930,H68
P1931,H66
P1462,H39
P1462,H47
P1463,H37
P2146,H90
P2147,H91
P2218,H90
P2219,H91
P2436,H91
P2437,H53
P2214,H74
P2215,H45
P1439,H75
P2041,H50
P2040,H27
P1926,H68
P1242,H53
P1440,H74
P1441,H75
P2126,H90
P2127,H91
P783,H17
P779,H53
P579,H31
P579,H45
P578,H44
P1578,H78
P1579,H79
P428,H37
P405,H37
P987,H51
P987,H55
P986,H60
