parasite_leaf:,host_leaf
P11,H2
P11,H7
P67,H11
P67,H17
P98,H22
P98,H27
P262,H22
P262,H26
P556,H26
P557,H24
P365,H35
P121,H18
P376,H38
P377,H42
P448,H13
P449,H13
P576,H70
P577,H71
P415,H59
P383,H54
P442,H23
P442,H35
P443,H30
P483,H35
P482,H32
P542,H30
P543,H60
P517,H40
P538,H64
P539,H65
P466,H21
P440,H38
P241,H26
P196,H34
P196,H39
P554,H62
P555,H21
P511,H62
P475,H63
P323,H51
P495,H63
P494,H45
P444,H24
P547,H45
P546,H24
P290,H35
P291,H49
P64,H14
P64,H18
P165,H32
P164,H30
P540,H64
P541,H65
P519,H57
P62,H14
P62,H19
P451,H37
P451,H49
P572,H18
P573,H69
P147,H18
P139,H6
P139,H8
P470,H62
P471,H63
P319,H51
P105,H15
P105,H28
P274,H19
P274,H31
P534,H64
P535,H65
P526,H36
P527,H36
P282,H48
P283,H49
P289,H30
P288,H13
P308,H4
P308,H10
P309,H10
P210,H13
P325,H28
P325,H51
P476,H62
P477,H63
P345,H20
P345,H40
P344,H13
P201,H34
P201,H38
P384,H39
P384,H55
P385,H54
P181,H35
P154,H7
P154,H24
P161,H5
P161,H13
P160,H13
P131,H13
P279,H5
P279,H13
P278,H25
P212,H7
P212,H24
P6,H3
P6,H5
P22,H3
P22,H4
P285,H48
P284,H24
P189,H24
P351,H38
P350,H48
P340,H25
P398,H56
P399,H57
P141,H32
P142,H17
P142,H33
P143,H32
P362,H52
P363,H53
P271,H40
P267,H27
P267,H46
P528,H53
P529,H51
P360,H52
P550,H66
P551,H67
P276,H13
P277,H25
P156,H26
P157,H26
P75,H16
P75,H23
P31,H10
P260,H20
P260,H40
P261,H40
P591,H18
P590,H13
P446,H57
P400,H56
P564,H68
P565,H69
P515,H40
P69,H21
P111,H19
P111,H30
P530,H64
P531,H65
P113,H19
P113,H30
P374,H45
P375,H45
P454,H60
P455,H61
P237,H42
P570,H60
P571,H42
P544,H60
P457,H61
P259,H45
P562,H68
P563,H69
P273,H21
P559,H38
P558,H42
P405,H56
P478,H62
P479,H63
P327,H51
P312,H19
P312,H31
P158,H14
P158,H18
P369,H26
P368,H18
P100,H15
P100,H29
P353,H28
P353,H51
P352,H28
P352,H51
P468,H62
P469,H63
P41,H5
P41,H13
P42,H6
P42,H8
P249,H43
P249,H45
P506,H61
P507,H24
P458,H60
P522,H57
P523,H49
P508,H30
P229,H42
P560,H68
P561,H69
P227,H40
P217,H18
P460,H60
P461,H61
P485,H62
P484,H61
P462,H60
P402,H56
P403,H57
P281,H13
P433,H40
P432,H45
P464,H44
P464,H60
P465,H61
P396,H42
P592,H10
P593,H25
P520,H60
P521,H24
P502,H44
P502,H60
P453,H61
P500,H26
P501,H26
P496,H45
P378,H42
P379,H42
P334,H42
P331,H17
P331,H32
P428,H18
P429,H18
P208,H38
P574,H70
P575,H71
P413,H59
P381,H54
P173,H23
P173,H35
P358,H47
P358,H52
P359,H53
P548,H66
P549,H67
P498,H26
P499,H26
P333,H43
P333,H45
P356,H26
P357,H35
P578,H70
P579,H71
P417,H59
P566,H54
P567,H51
P552,H66
P553,H67
P480,H50
P480,H62
P481,H63
P434,H38
P525,H26
P524,H35
P409,H35
P57,H11
P57,H17
P346,H38
P347,H38
P310,H10
P214,H10
P504,H59
P505,H62
P582,H70
P583,H71
P393,H54
P584,H70
P585,H71
P423,H59
P395,H54
P294,H25
P437,H8
P437,H42
P436,H42
P430,H24
P32,H4
P32,H11
P490,H38
P491,H38
P314,H32
P166,H10
P254,H43
P254,H44
P255,H43
P255,H45
P339,H28
P339,H50
P338,H42
P329,H49
P305,H35
P184,H13
P472,H62
P473,H63
P321,H51
P135,H15
P135,H29
P134,H7
P134,H25
P439,H45
P438,H24
P373,H51
P492,H24
P493,H24
P568,H59
P569,H56
P586,H70
P587,H71
P536,H64
P537,H65
P148,H9
P148,H20
P580,H70
P581,H71
P419,H59
P389,H54
P588,H70
P589,H71
P427,H59
P411,H49
P391,H54
P199,H38
P179,H35
P128,H25
P292,H7
P292,H24
P293,H36
P207,H5
P207,H13
P512,H30
P513,H13
P487,H57
P532,H64
P533,H65
P153,H22
P153,H26
P152,H25
P144,H17
P144,H33
P145,H32
P126,H7
P126,H24
