parasite_leaf:,host_leaf
P3854,H98
P3855,H99
P3856,H98
P3857,H99
P2304,H58
P3495,H61
P3494,H88
P2715,H89
P1402,H54
P1402,H64
P3702,H44
P3703,H24
P3488,H64
P2467,H16
P1335,H64
P4002,H88
P4003,H78
P3003,H89
P2707,H89
P2411,H76
P2411,H84
P3983,H59
P3982,H92
P3061,H93
P1807,H77
P640,H31
P606,H45
P898,H19
P898,H44
P3848,H98
P3849,H99
P3414,H83
P2184,H82
P1499,H51
P1379,H49
P1379,H57
P1690,H74
P1691,H75
P2528,H81
P2529,H40
P3547,H74
P3546,H80
P3396,H80
P3190,H58
P3191,H58
P1338,H19
P1338,H45
P977,H22
P977,H46
P3364,H91
P3364,H94
P3365,H95
P2981,H90
P2679,H59
P3018,H45
P3019,H45
P3303,H15
P3303,H67
P3302,H67
P512,H44
P3198,H67
P3199,H92
P2827,H78
P1902,H67
P1222,H66
P239,H23
P239,H24
P3559,H31
P3558,H37
P3628,H96
P3629,H97
P385,H25
P385,H37
P3449,H66
P3448,H36
P2585,H36
P1515,H40
P2284,H46
P2284,H78
P2285,H31
P1941,H79
P2891,H51
P2890,H16
P399,H31
P2485,H71
P2485,H87
P2484,H86
P2562,H86
P2563,H78
P2487,H87
P2873,H44
P2872,H70
P1319,H68
P2859,H35
P2859,H59
P2858,H45
P794,H23
P794,H24
P3451,H94
P3450,H37
P374,H36
P3042,H16
P3043,H36
P2011,H68
P3009,H41
P3008,H51
P2836,H51
P1354,H69
P1354,H71
P1355,H70
P2098,H50
P2098,H68
P2099,H78
P1364,H69
P1364,H71
P1365,H69
P1365,H70
P1321,H68
P910,H27
P910,H42
P1149,H54
P1149,H65
P2710,H88
P2711,H89
P3255,H74
P3254,H64
P2651,H79
P1341,H66
P787,H22
P787,H46
P1033,H47
P1033,H55
P3064,H92
P3065,H93
P2415,H84
P1813,H77
P2377,H24
P2376,H79
P1932,H78
P3700,H31
P3701,H77
P2150,H81
P2064,H80
P2329,H54
P2329,H65
P3458,H88
P3459,H88
P3987,H20
P3986,H89
P2787,H28
P2786,H64
P1715,H62
P1805,H55
P1805,H77
P3104,H92
P3105,H93
P3272,H61
P3273,H87
P2409,H84
P3784,H98
P3785,H99
P1063,H62
P801,H57
P3379,H21
P3378,H79
P2665,H20
P1926,H78
P3735,H94
P3734,H93
P3090,H92
P2451,H84
P3366,H94
P3367,H95
P3948,H90
P3949,H90
P2782,H79
P3174,H66
P3175,H66
P1255,H67
P908,H40
P1852,H41
P1853,H21
P1743,H41
P3399,H40
P3398,H45
P2823,H82
P1500,H28
P1167,H28
P118,H13
P118,H14
