parasite_leaf:,host_leaf
P30,H13
P30,H14
P193,H29
P193,H32
P558,H58
P559,H59
P521,H56
P747,H47
P746,H28
P706,H30
P707,H60
P614,H26
P359,H38
P474,H52
P475,H53
P564,H58
P565,H59
P527,H56
P844,H18
P845,H18
P506,H32
P507,H16
P291,H32
P823,H50
P822,H59
P554,H58
P517,H56
P157,H28
P139,H26
P217,H2
P217,H24
P386,H48
P387,H49
P78,H12
P78,H19
P857,H32
P856,H43
P320,H42
P834,H52
P835,H60
P751,H50
P481,H53
P447,H37
P504,H36
P504,H52
P505,H52
P479,H53
P848,H22
P849,H53
P443,H37
P265,H38
P356,H12
P356,H19
P846,H59
P847,H28
P609,H37
P719,H19
P718,H58
P533,H56
P46,H12
P46,H18
P118,H6
P118,H8
P260,H29
P260,H32
P261,H26
P196,H29
P196,H33
P167,H28
P580,H26
P581,H26
P319,H39
P319,H43
P318,H42
P269,H38
P456,H19
P457,H30
P253,H2
P253,H25
P252,H18
P864,H63
P865,H63
P863,H63
P680,H62
P682,H62
P683,H63
P753,H34
P753,H41
P752,H60
P726,H60
P651,H55
P651,H61
P304,H34
P304,H41
P806,H34
P806,H41
P807,H59
P546,H41
P547,H53
P396,H46
P369,H47
P876,H44
P877,H64
P814,H44
P755,H46
P754,H43
P444,H43
P764,H47
P765,H47
P430,H47
P370,H46
P772,H44
P773,H58
P695,H49
P852,H34
P852,H41
P853,H22
P364,H45
P364,H46
P365,H47
P343,H44
P281,H41
P225,H18
P790,H64
P791,H65
P502,H51
P821,H39
P821,H43
P820,H43
P708,H35
P708,H50
P709,H63
P295,H37
P88,H9
P88,H11
P459,H35
P459,H51
P458,H25
P691,H33
P691,H56
P798,H64
P799,H65
P643,H47
P271,H16
P384,H15
P384,H48
P385,H49
P212,H2
P212,H24
P841,H59
P840,H61
P648,H60
P729,H53
P728,H63
P670,H62
P283,H34
P283,H41
P436,H47
P437,H26
P366,H46
P345,H44
P808,H23
P809,H64
P712,H58
P563,H59
P525,H56
P678,H54
P678,H62
P679,H63
P896,H51
P897,H53
P412,H50
P769,H18
P768,H59
P593,H59
P560,H58
P523,H56
P195,H32
P325,H14
P325,H23
P830,H28
P831,H26
P786,H64
P787,H65
P816,H41
P817,H52
P289,H27
P289,H28
P244,H26
P292,H14
P292,H23
P836,H32
P837,H26
P499,H30
P200,H23
P794,H64
P795,H65
P603,H59
P788,H64
P789,H65
P508,H30
P509,H25
P95,H12
P95,H19
P92,H9
P92,H11
P11,H1
P11,H2
P188,H29
P188,H33
P189,H29
P189,H32
P792,H64
P793,H65
P550,H16
P400,H27
P400,H28
P605,H51
P604,H26
P774,H22
P775,H18
P411,H22
P36,H7
P36,H17
P37,H16
P84,H14
P84,H22
P544,H22
P545,H23
P63,H14
P63,H23
P33,H13
P33,H15
P851,H41
P850,H61
P890,H60
P891,H60
P672,H62
P673,H63
P254,H32
P703,H44
P702,H58
P553,H59
P882,H56
P883,H25
P630,H19
P631,H58
P296,H28
P137,H26
P686,H62
P687,H63
P637,H56
P654,H60
P655,H61
P601,H19
P600,H32
P777,H12
P777,H18
P776,H59
P641,H56
P704,H57
P704,H58
P870,H38
P871,H38
P519,H56
P161,H28
P660,H60
P661,H61
P867,H65
P866,H62
P677,H63
P448,H15
P448,H49
P390,H48
P328,H26
P624,H26
P625,H52
P725,H26
P724,H43
P477,H36
P477,H53
P899,H48
P898,H52
P745,H52
P696,H43
P697,H43
P316,H39
P316,H42
P720,H38
P721,H38
P97,H14
P97,H22
P811,H44
P810,H53
P860,H53
P861,H53
P611,H36
P611,H53
P468,H52
P239,H37
P223,H29
P223,H32
P859,H48
P858,H18
P767,H47
P872,H22
P873,H16
P855,H52
P854,H63
P819,H63
P684,H62
P579,H58
P656,H60
P657,H61
P805,H41
P804,H61
P757,H62
P658,H60
P674,H62
P675,H63
P127,H25
P796,H64
P797,H65
P665,H26
P875,H19
P874,H30
P714,H61
P715,H61
P646,H60
P668,H62
P669,H63
P129,H25
P180,H7
P180,H16
P181,H28
P307,H32
P306,H16
P622,H58
P623,H58
P567,H59
P529,H56
P568,H57
P568,H58
P569,H59
P616,H56
P617,H56
P183,H32
P354,H27
P354,H28
P355,H41
P662,H60
P663,H61
P582,H32
P594,H26
P595,H38
P17,H3
P17,H5
P52,H12
P52,H19
P450,H30
P451,H42
P892,H65
P893,H65
P838,H65
P782,H64
P403,H17
P403,H30
P734,H48
P735,H48
P383,H49
P886,H28
P887,H26
P378,H42
P742,H47
P743,H62
P699,H25
P620,H49
P548,H43
P263,H20
P263,H38
P76,H18
P40,H9
P40,H11
P59,H5
P59,H20
P572,H58
P573,H59
P535,H56
P710,H59
P711,H38
P574,H58
P537,H56
P540,H32
P541,H30
P762,H22
P763,H47
P246,H27
P246,H28
P644,H26
P645,H26
P722,H30
P723,H30
P628,H41
P629,H41
P693,H56
P692,H43
P584,H47
P360,H46
P339,H40
P339,H44
P879,H19
P878,H41
P880,H51
P881,H16
P639,H51
P688,H50
P689,H42
P888,H65
P889,H63
P800,H64
P832,H65
P833,H65
P802,H64
P596,H37
P626,H14
P626,H23
P627,H16
P760,H47
P761,H47
P510,H15
P510,H48
P511,H28
P393,H49
P332,H37
P884,H52
P885,H52
P829,H64
P701,H53
P895,H64
P894,H53
P825,H65
P362,H46
P363,H47
P813,H22
P812,H44
P279,H41
P784,H64
P785,H65
P422,H35
P422,H50
P423,H51
P381,H46
P454,H51
P455,H51
P420,H50
P667,H32
P666,H52
P758,H22
P759,H51
P736,H53
P589,H23
P588,H37
P240,H21
P240,H36
P241,H25
P778,H22
P779,H22
P738,H59
P576,H58
P869,H65
P868,H61
P716,H56
P460,H37
P407,H19
P309,H37
P748,H49
P749,H42
P730,H37
P607,H37
P334,H37
P513,H35
P513,H51
P512,H52
P843,H58
P842,H53
P440,H22
P441,H41
P83,H22
P388,H15
P388,H48
P389,H49
P826,H23
P827,H60
P770,H50
P771,H50
P415,H51
P780,H64
P781,H65
P173,H30
P416,H50
P417,H51
P599,H56
P598,H37
P373,H45
P373,H47
P372,H46
P351,H44
P543,H26
P542,H52
P473,H53
P470,H52
P471,H53
P236,H21
P236,H36
P590,H37
P591,H43
P34,H1
P34,H2
