parasite_leaf:,host_leaf
P419,H18
P419,H41
P2087,H62
P2086,H59
P1656,H58
P1842,H33
P1843,H33
P1770,H23
P1771,H34
P2018,H22
P2019,H22
P2328,H22
P2329,H38
P160,H21
P109,H8
P109,H13
P228,H25
P228,H27
P1796,H12
P1797,H12
P2569,H68
P2568,H66
P2541,H68
P2099,H67
P2452,H72
P2453,H73
P2144,H66
P2145,H67
P2146,H66
P2147,H67
P1738,H60
P1739,H61
P2454,H72
P2455,H73
P1622,H58
P1623,H59
P2194,H26
P2195,H26
P1938,H64
P1939,H65
P477,H25
P477,H26
P157,H25
P157,H26
P2128,H66
P2129,H67
P2130,H66
P2131,H67
P2458,H72
P2459,H73
P1920,H62
P1921,H63
P2374,H28
P2375,H28
P261,H31
P261,H32
P1906,H62
P1907,H63
P1401,H34
P711,H44
P625,H28
P1876,H62
P1877,H63
P1879,H45
P1879,H63
P1878,H62
P2006,H44
P2007,H44
P928,H44
P267,H19
P267,H34
P744,H7
P744,H16
P2413,H62
P2412,H34
P1925,H59
P1944,H64
P1945,H65
P398,H31
P398,H33
P1628,H58
P1629,H59
P2554,H22
P2555,H70
P863,H25
P863,H26
P862,H26
P2577,H16
P2576,H73
P2490,H72
P2652,H74
P2653,H75
P2654,H74
P2655,H75
P2359,H51
P2358,H61
P1748,H60
P2290,H70
P2291,H71
P2640,H74
P2641,H75
P2642,H74
P2643,H75
P63,H10
P63,H18
P1568,H52
P1569,H38
P1832,H52
P1833,H59
P2060,H51
P2061,H60
P1912,H62
P1913,H63
P1565,H38
P1399,H25
P1399,H26
P2252,H68
P2253,H69
P2082,H62
P1889,H63
P2278,H41
P2278,H70
P2279,H71
P1416,H39
P2244,H68
P2245,H69
P2286,H70
P2287,H71
P1198,H50
P1198,H52
P1199,H53
P1143,H51
P2177,H52
P2176,H38
P2319,H46
P2318,H65
P1958,H64
P981,H23
P2547,H67
P2546,H12
P1998,H22
P1285,H18
P1285,H41
P1265,H39
P2164,H33
P2165,H28
P1220,H34
P1221,H34
P470,H19
P470,H35
P2174,H65
P2175,H65
P1932,H64
P1584,H55
P1584,H56
P1585,H57
P2322,H68
P2323,H60
P2211,H69
P2410,H57
P2411,H60
P1586,H56
P2212,H68
P2213,H69
P1029,H32
P1029,H49
P1497,H28
P1496,H26
P2282,H70
P2283,H71
P1558,H26
P1904,H62
P1905,H63
P695,H44
P1111,H17
P1111,H23
P1890,H62
P1891,H63
P697,H44
P2076,H61
P2077,H12
P1726,H60
P878,H24
P878,H45
P2376,H38
P2377,H38
P2302,H53
P2256,H62
P1899,H45
P1899,H63
P1171,H12
P2594,H73
P2595,H73
P2504,H72
P2012,H44
P2035,H33
P2034,H44
P2238,H68
P2239,H69
P1826,H33
P805,H18
P805,H40
P1806,H8
P1806,H12
P1807,H28
P1289,H47
P1289,H51
P1940,H35
P1940,H64
P1941,H65
P1946,H35
P1946,H64
P1947,H65
P742,H34
P869,H38
P868,H13
P219,H23
P1059,H31
P1059,H33
P1058,H31
P1058,H33
P1287,H7
P1287,H16
P2416,H64
P2417,H64
P2382,H42
P2382,H66
P2159,H67
P2022,H16
P882,H13
P1720,H8
P1720,H13
P1721,H16
P2339,H28
P2338,H64
P1969,H65
P1267,H39
P2443,H28
P2442,H12
P2437,H46
P505,H15
P505,H37
P1556,H12
P1557,H12
P2620,H74
P2621,H75
P392,H20
