parasite_leaf:,host_leaf
P47,H12
P47,H14
P293,H16
P292,H30
P227,H31
P122,H13
P102,H5
P102,H13
P307,H27
P306,H33
P294,H33
P259,H24
P236,H32
P124,H14
P208,H13
P209,H26
P240,H32
P241,H33
P220,H30
P221,H31
P284,H34
P285,H35
P314,H13
P315,H13
P98,H12
P98,H15
P250,H25
P251,H25
P194,H26
P159,H27
P313,H29
P312,H23
P276,H34
P277,H35
P268,H14
P269,H27
P172,H13
P173,H21
P298,H24
P299,H24
P190,H23
P112,H10
P112,H23
P182,H28
P183,H29
P184,H28
P185,H29
P135,H20
P135,H25
P232,H30
P233,H31
P210,H24
P203,H28
P242,H32
P243,H33
P272,H33
P273,H29
P253,H28
P244,H32
P280,H34
P281,H35
P73,H21
P201,H27
P200,H28
P188,H16
P216,H18
P217,H18
P63,H18
P92,H8
P92,H19
P93,H16
P91,H7
P91,H11
P170,H27
P171,H27
P160,H26
P204,H22
P204,H29
P205,H13
P186,H28
P37,H13
P34,H6
P34,H9
P51,H9
P51,H16
P136,H20
P136,H24
P137,H25
P278,H34
P279,H35
P246,H32
P247,H33
P213,H18
P238,H32
P239,H33
P142,H25
P260,H26
P261,H30
P168,H24
P270,H21
P271,H21
P282,H34
P283,H35
P146,H18
P234,H32
P235,H33
P55,H9
P55,H16
P288,H34
P289,H35
P263,H29
P110,H21
P163,H24
P162,H23
P138,H24
P140,H20
P140,H25
P309,H14
P308,H16
P49,H12
P49,H15
P255,H33
P254,H31
P222,H30
P224,H30
P225,H31
P218,H30
P219,H31
P69,H12
P69,H14
P174,H18
P175,H18
P56,H8
P56,H19
P256,H13
P257,H24
P83,H18
P300,H32
P301,H31
P249,H33
P302,H18
P303,H18
P166,H21
P153,H14
P297,H28
P296,H23
P305,H13
P304,H28
P291,H24
P267,H14
P181,H29
P31,H3
P31,H4
P115,H10
P115,H23
P199,H13
P198,H23
P264,H29
P265,H23
P193,H24
P310,H28
P311,H23
P79,H12
P79,H14
P287,H15
P287,H35
P286,H34
P196,H14
P274,H34
P275,H35
P95,H3
P95,H4
P228,H30
P229,H31
P149,H23
P230,H30
P231,H31
P157,H25
P2,H1
P2,H3
