parasite_leaf:,host_leaf
P75,H14
P75,H18
P888,H74
P889,H75
P643,H66
P316,H34
P613,H39
P613,H46
P612,H35
P175,H32
P175,H35
P1048,H33
P1048,H38
P1049,H21
P1206,H84
P1207,H85
P1155,H83
P218,H38
P336,H39
P336,H47
P1260,H44
P1261,H38
P622,H47
P623,H43
P490,H39
P490,H46
P491,H37
P937,H39
P937,H47
P936,H46
P275,H47
P792,H72
P793,H73
P565,H62
P1256,H86
P1257,H87
P1258,H86
P1259,H87
P759,H35
P598,H54
P1228,H73
P1229,H42
P804,H72
P807,H63
P807,H73
P858,H72
P859,H72
P577,H62
P780,H31
P780,H70
P781,H71
P521,H29
P521,H31
P1029,H54
P1028,H50
P784,H70
P785,H71
P1030,H45
P1031,H57
P739,H18
P739,H28
P1248,H86
P1249,H87
P894,H74
P895,H75
P958,H66
P959,H66
P591,H20
P647,H17
P647,H66
P1175,H5
P1175,H27
P1174,H27
P1172,H75
P1170,H67
P1170,H75
P892,H74
P1292,H37
P1293,H37
P766,H37
P944,H37
P945,H37
P484,H42
P284,H42
P403,H47
P402,H43
P448,H23
P448,H55
P449,H54
P306,H12
P306,H37
P349,H48
P349,H50
P1286,H88
P1287,H89
P927,H76
P1020,H44
P1021,H65
P1280,H88
P1281,H89
P921,H76
P554,H49
P554,H57
P555,H41
P1120,H80
P1121,H81
P1122,H80
P1123,H81
P1012,H78
P1013,H79
P963,H69
P942,H64
P814,H65
P1276,H88
P1277,H89
P917,H76
P682,H13
P682,H16
P1105,H45
P1104,H38
P1242,H86
P1243,H87
P1138,H62
P1139,H62
P1052,H57
P941,H75
P1191,H45
P1190,H81
P1112,H80
P439,H42
P351,H48
P351,H50
P1282,H88
P1283,H89
P923,H76
P1192,H76
P1193,H42
P1284,H88
P1285,H89
P328,H46
P329,H37
P966,H37
P967,H37
P587,H50
P333,H39
P333,H47
P519,H13
P519,H16
P518,H27
P340,H5
P340,H26
P1240,H55
P1240,H62
P1241,H69
P846,H42
P482,H23
P482,H54
P483,H50
P620,H62
P621,H62
P568,H55
P568,H63
P320,H27
P106,H5
P106,H26
P786,H31
P786,H70
P787,H71
P813,H53
P813,H69
P812,H34
P1079,H64
P1078,H34
P803,H63
P803,H73
P1141,H69
P1140,H72
P742,H20
P406,H34
P189,H27
P771,H31
P771,H71
P770,H70
P964,H35
P965,H72
P492,H46
P493,H46
P1176,H46
P1177,H74
P601,H20
P714,H47
P715,H62
P193,H38
P790,H72
P791,H73
P935,H69
P934,H62
P876,H62
P441,H54
P850,H44
P851,H45
P281,H42
P694,H45
P695,H42
P1239,H20
P1238,H66
P874,H45
P875,H45
P1016,H45
P1017,H45
P286,H25
P286,H45
P139,H21
P1082,H64
P1083,H34
P978,H64
P734,H65
P630,H64
P1196,H84
P1197,H85
P1145,H83
P860,H69
P861,H37
P1000,H78
P1001,H79
P996,H78
P997,H79
P515,H25
P515,H44
P514,H44
P489,H19
P93,H4
P93,H24
P238,H25
P238,H44
P826,H25
P826,H45
P827,H45
P960,H38
P961,H38
P1244,H86
P1245,H87
P550,H60
P663,H60
P662,H61
P205,H15
P205,H41
P300,H9
P300,H20
P864,H14
P864,H19
P865,H47
P154,H9
P154,H21
P585,H26
P584,H21
P890,H74
P891,H75
P645,H66
P342,H21
P1274,H88
P1275,H89
P915,H76
P1163,H59
P1163,H83
P1214,H84
P1215,H85
P1216,H84
P1217,H85
P1165,H83
P357,H50
P626,H64
P627,H65
P1194,H84
P1195,H85
P1143,H83
P1102,H68
P1102,H79
P1290,H78
P1291,H79
P1002,H78
P1224,H62
P1225,H62
P749,H69
P256,H45
P257,H45
P616,H25
P616,H44
P617,H46
P1236,H20
P1237,H37
P709,H43
P1023,H79
P1022,H26
P854,H28
P1092,H44
