parasite_leaf:,host_leaf
P18,H5
P18,H6
P436,H37
P436,H41
P1868,H38
P1869,H38
P1696,H12
P332,H37
P332,H40
P544,H36
P545,H36
P1932,H88
P1933,H89
P1934,H88
P1935,H89
P1914,H88
P1915,H89
P2021,H12
P2020,H68
P967,H69
P1584,H56
P1585,H57
P1992,H90
P1993,H91
P1542,H74
P1543,H53
P1167,H75
P1663,H70
P1662,H64
P1575,H83
P1574,H52
P1086,H35
P1087,H53
P1050,H64
P1162,H74
P1163,H75
P1102,H35
P1103,H49
P588,H28
P588,H36
P814,H39
P814,H43
P815,H43
P647,H55
P647,H57
P646,H56
P1680,H56
P1681,H50
P995,H56
P1600,H84
P1601,H85
P2076,H92
P2077,H93
P1158,H74
P1159,H75
P911,H64
P1500,H56
P1501,H57
P1477,H56
P1973,H49
P1972,H75
P1894,H75
P1695,H70
P1168,H65
P1168,H74
P2004,H90
P2005,H91
P2042,H75
P2043,H24
P1555,H35
P1554,H74
P1677,H12
P1676,H64
P1160,H74
P1161,H75
P1303,H49
P1302,H64
P693,H55
P693,H56
P1742,H75
P1743,H47
P1705,H75
P1156,H74
P909,H64
P649,H55
P649,H57
P648,H56
P1610,H84
P1611,H85
P2086,H92
P2087,H93
P1135,H61
P2094,H92
P2095,H93
P2096,H92
P2097,H93
P2092,H92
P2093,H93
P1828,H85
P1829,H42
P1614,H84
P1616,H84
P1617,H85
P2090,H92
P2091,H93
P285,H7
P285,H29
P770,H32
P770,H35
P1019,H47
P1018,H24
P1982,H90
P1983,H91
P353,H24
P390,H37
P390,H40
P391,H10
P391,H12
P2057,H56
P2056,H24
P401,H24
P1887,H61
P1886,H52
P1647,H72
P1104,H52
P571,H53
P1508,H70
P1509,H56
P2120,H95
P2121,H90
P2112,H94
P1727,H82
P1111,H59
P1111,H72
P1920,H88
P1921,H89
P1922,H88
P1923,H89
P1824,H35
P1825,H35
P1812,H35
P698,H36
P652,H56
P653,H57
P1804,H87
P1805,H84
P1798,H86
P1672,H84
P1878,H85
P1879,H85
P2084,H92
P2085,H93
P1994,H90
P1995,H91
P1152,H74
P1153,H75
P905,H44
P905,H64
P1693,H60
P1692,H56
P655,H57
P1385,H54
