parasite_leaf:,host_leaf
P1251,H32
P1251,H59
P2544,H70
P2545,H33
P2009,H71
P1843,H34
P2894,H25
P2895,H68
P2674,H53
P3018,H25
P3019,H87
P2781,H68
P2780,H7
P2173,H68
P3024,H82
P3025,H82
P2695,H65
P2489,H83
P1641,H24
P1641,H67
P1640,H66
P2672,H63
P2673,H65
P2373,H40
P2373,H55
P2372,H67
P1773,H67
P1616,H66
P233,H11
P233,H32
P1540,H25
P1541,H60
P1834,H24
P1834,H66
P1835,H66
P1615,H67
P2198,H76
P2199,H77
P1243,H32
P1243,H59
P1982,H58
P1982,H70
P1983,H71
P1984,H70
P1985,H71
P1245,H59
P504,H10
P504,H26
P505,H31
P2004,H70
P2005,H71
P1791,H57
P1229,H32
P1229,H59
P583,H10
P583,H26
P2893,H86
P2892,H20
P1298,H59
P2010,H70
P2011,H71
P2938,H87
P2939,H73
P2744,H86
P2419,H81
P1825,H53
P1036,H23
P913,H12
P913,H17
P3021,H25
P3020,H7
P96,H16
P96,H22
P728,H42
P728,H44
P1490,H45
P1491,H49
P2859,H59
P2858,H65
P1550,H64
P597,H10
P597,H26
P1651,H32
P1651,H58
P2992,H88
P2993,H89
P2888,H55
P2924,H69
P2925,H70
P2790,H55
P2543,H8
P2542,H60
P1717,H60
P1423,H61
P2068,H72
P2069,H73
P1748,H54
P83,H19
P83,H20
P1736,H63
P1737,H7
P1688,H64
P2186,H65
P2187,H65
P2457,H61
P2456,H49
P1797,H18
P1797,H39
P2567,H53
P2566,H39
P2529,H38
P2528,H75
P2941,H25
P2940,H38
P1964,H12
P1964,H17
P1965,H17
P675,H17
P838,H18
P838,H38
P839,H33
P420,H31
P373,H31
P243,H10
P243,H26
P329,H19
P329,H20
P1934,H68
P1935,H69
P1808,H60
P1889,H2
P1889,H7
P1888,H61
P853,H49
P2635,H67
P2634,H60
P2933,H68
P2932,H61
P2641,H60
P847,H35
P847,H49
P1826,H39
P1827,H60
P1942,H69
P1943,H69
P1916,H26
P1916,H68
P943,H38
P942,H34
P161,H31
P153,H15
P153,H28
P292,H4
P292,H8
P1642,H66
P1643,H67
P2525,H48
P2525,H60
P2524,H60
P1821,H23
P1515,H62
P1407,H61
P2829,H55
P2828,H73
P2048,H72
P1261,H32
P1261,H59
P3005,H76
P3004,H71
P1992,H70
P2822,H52
P2822,H62
P2823,H33
P2700,H49
P2050,H72
P2051,H73
P1200,H8
P911,H18
P911,H38
P107,H16
P107,H22
P2082,H74
P2083,H75
P1157,H50
P1157,H57
P2342,H73
P2343,H7
P2026,H72
P1828,H28
P1828,H37
P2480,H82
P2481,H83
P1153,H35
P1153,H49
P1152,H8
P930,H8
P2968,H88
P2969,H89
P2595,H85
P2303,H79
P1274,H45
P2720,H86
P2721,H87
P2393,H81
P691,H28
P691,H37
P1546,H64
P1547,H65
P2453,H65
P2452,H55
P1086,H54
P452,H8
P114,H19
P114,H20
P1011,H19
P1011,H20
P2814,H20
P2815,H57
P433,H20
P1090,H40
P1090,H54
P1091,H55
P1998,H70
P1999,H71
P2000,H70
P2001,H71
P1239,H59
P614,H41
P614,H42
P1938,H26
P1938,H68
P1939,H69
P2147,H71
P2146,H61
P2821,H64
P2820,H60
P2625,H67
P2624,H49
P2541,H67
P2638,H55
P2639,H75
P1294,H55
P2632,H40
P2632,H54
P2633,H60
P2526,H65
P2527,H20
P1554,H64
P654,H41
P654,H43
P1552,H64
P1553,H65
P2724,H86
P2725,H87
P2397,H81
P941,H31
P2890,H60
P2891,H72
P1427,H61
P1300,H17
P1040,H42
P1040,H45
P2664,H45
P2665,H39
P1691,H66
P1690,H55
P1078,H54
P2748,H86
P2749,H87
P2423,H81
P2081,H8
P2496,H82
P2497,H83
P2323,H61
P3008,H87
P3009,H61
P2726,H86
P2399,H81
P2840,H45
P2841,H60
P1195,H45
P697,H25
