"symbiont","host"
"S7","H9"
"S7","H10"
"S7","H11"
"S7","H12"
"S7","H14"
"S7","H15"
"S9","H3"
"S9","H7"
"S10","H9"
"S10","H14"
"S10","H15"
"S11","H3"
"S11","H7"
"S11","H8"
"S11","H11"
"S11","H12"
"S11","H14"
"S13","H7"
"S13","H9"
"S15","H7"
"S15","H8"
"S15","H9"
"S17","H7"
"S17","H9"
"S17","H10"
"S19","H3"
"S19","H9"
"S19","H10"
"S19","H13"
"S19","H16"
"S20","H7"
"S22","H7"
"S22","H9"
"S22","H10"
"S22","H11"
"S23","H4"
"S23","H6"
"S23","H7"
"S23","H9"
"S23","H12"
"S23","H14"
"S25","H4"
"S25","H6"
"S25","H7"
"S25","H9"
"S25","H10"
"S25","H14"
"S27","H6"
"S27","H7"
"S27","H13"
"S27","H16"
"S29","H3"
"S29","H7"
"S30","H7"
"S30","H9"
"S30","H10"
"S31","H7"
"S32","H3"
"S32","H7"
"S33","H4"
"S33","H7"
"S33","H8"
"S35","H7"
"S36","H3"
"S37","H3"
"S38","H6"
"S38","H7"
"S38","H9"
"S38","H12"
"S39","H3"
"S39","H9"
"S39","H10"
"S39","H11"
"S39","H12"
"S40","H4"
"S40","H7"
"S40","H8"
"S40","H13"
"S40","H14"
"S40","H15"
"S40","H16"
"S40","H17"
"S41","H4"
"S41","H6"
"S41","H8"
"S41","H10"
"S41","H13"
"S41","H14"
"S41","H16"
"S41","H17"
"S42","H3"
"S42","H4"
"S42","H6"
"S42","H7"
"S42","H8"
"S42","H9"
"S42","H15"
"S43","H3"
"S43","H4"
"S43","H6"
"S43","H7"
"S43","H8"
"S43","H9"
"S43","H11"
"S43","H12"
"S43","H14"
"S44","H3"
"S44","H10"
"S44","H16"
"S45","H3"
"S45","H7"
"S45","H8"
"S45","H16"
"S45","H17"
"S46","H3"
"S46","H7"
"S46","H8"
"S46","H16"
"S46","H17"
"S47","H3"
"S47","H7"
"S47","H9"
"S47","H10"
"S48","H3"
"S48","H7"
"S48","H9"
"S48","H10"
"S48","H11"
"S49","H3"
"S49","H11"
"S49","H12"
"S50","H3"
"S50","H10"
"S50","H13"
"S51","H3"
"S52","H4"
"S53","H3"
"S53","H4"
"S53","H10"
"S53","H13"
"S54","H3"
"S54","H4"
"S54","H10"
"S54","H13"
"S55","H3"
"S56","H3"
"S56","H4"
"S57","H7"
"S57","H9"
"S58","H7"
"S58","H9"
