"symbiont","host"
"S16","H6"
"S17","H6"
"S20","H6"
"S20","H10"
"S20","H12"
"S22","H6"
"S26","H6"
"S32","H6"
"S33","H6"
"S34","H6"
"S34","H7"
"S34","H9"
"S34","H13"
"S34","H14"
"S34","H15"
"S34","H17"
"S34","H19"
"S35","H6"
"S37","H6"
"S43","H6"
"S43","H8"
"S43","H9"
"S43","H10"
"S43","H12"
"S43","H14"
"S43","H17"
"S43","H19"
"S46","H6"
"S47","H6"
"S48","H6"
"S48","H7"
"S48","H8"
"S48","H9"
"S48","H10"
"S48","H12"
"S48","H15"
"S48","H17"
"S48","H18"
"S48","H20"
"S49","H6"
"S51","H6"
"S51","H10"
"S52","H6"
"S52","H10"
"S53","H6"
"S53","H7"
"S53","H8"
"S53","H9"
"S53","H15"
"S53","H17"
"S53","H18"
"S53","H19"
"S54","H6"
"S54","H10"
"S55","H6"
"S55","H10"
"S56","H8"
"S56","H15"
"S56","H17"
"S56","H19"
"S57","H6"
"S57","H7"
"S57","H9"
"S57","H20"
"S58","H6"
"S58","H8"
"S58","H9"
"S58","H10"
"S58","H12"
"S58","H15"
"S58","H17"
"S58","H20"
"S59","H6"
"S59","H8"
"S59","H9"
"S59","H10"
"S59","H12"
"S59","H15"
"S59","H17"
"S59","H20"
