"symbiont","host"
"S3","H7"
"S5","H2"
"S5","H3"
"S5","H4"
"S5","H5"
"S5","H7"
"S6","H2"
"S6","H3"
"S6","H4"
"S6","H5"
"S6","H8"
"S8","H2"
"S8","H3"
"S8","H4"
"S8","H5"
"S8","H7"
"S8","H8"
"S9","H2"
"S9","H5"
"S10","H2"
"S10","H5"
"S11","H2"
"S11","H3"
"S11","H4"
"S11","H5"
"S11","H7"
"S11","H8"
"S12","H2"
"S12","H3"
"S12","H4"
"S12","H5"
"S12","H7"
"S12","H8"
"S13","H2"
"S13","H3"
"S13","H4"
"S13","H5"
"S13","H7"
"S13","H8"
"S14","H2"
"S14","H3"
"S14","H4"
"S14","H5"
"S14","H7"
"S14","H8"
"S15","H2"
"S15","H3"
"S15","H4"
"S15","H5"
"S15","H7"
"S15","H8"
"S16","H2"
"S16","H3"
"S16","H4"
"S16","H5"
"S16","H7"
"S16","H8"
"S17","H2"
"S17","H3"
"S17","H4"
"S17","H5"
"S17","H7"
"S18","H2"
"S18","H3"
"S18","H4"
"S18","H5"
"S18","H7"
