"symbiont","host"
"S3","H1"
"S5","H4"
"S5","H6"
"S5","H7"
"S6","H1"
"S6","H6"
"S6","H7"
"S7","H1"
"S7","H4"
"S7","H5"
"S9","H1"
"S9","H4"
"S9","H5"
"S9","H6"
"S9","H7"
"S10","H1"
"S10","H4"
"S11","H1"
"S11","H4"
"S11","H5"
"S11","H6"
"S11","H7"
"S12","H6"
"S12","H7"
"S13","H4"
"S13","H5"
"S13","H6"
"S14","H4"
"S15","H4"
"S15","H5"
"S16","H4"
"S16","H5"
"S17","H1"
"S17","H4"
"S17","H5"
"S17","H7"
"S18","H1"
"S18","H4"
"S18","H5"
"S18","H6"
"S18","H7"
"S19","H4"
"S19","H7"
"S20","H4"
"S20","H6"
"S20","H7"
"S21","H4"
"S21","H7"
"S22","H4"
"S22","H7"
