"symbiont","host"
"S4","H5"
"S4","H8"
"S4","H12"
"S7","H3"
"S7","H5"
"S7","H12"
"S8","H12"
"S9","H3"
"S10","H12"
"S10","H13"
"S10","H14"
"S11","H4"
"S11","H6"
"S11","H10"
"S14","H5"
"S16","H3"
"S19","H3"
"S19","H4"
"S19","H13"
"S19","H14"
"S20","H3"
"S20","H4"
"S20","H13"
"S20","H14"
"S21","H3"
"S22","H4"
"S24","H4"
"S24","H15"
"S25","H5"
"S26","H3"
"S26","H15"
"S27","H3"
"S27","H4"
"S27","H15"
"S29","H3"
"S30","H5"
"S31","H5"
"S32","H5"
"S33","H5"
"S34","H4"
"S35","H12"
"S36","H12"
"S37","H3"
"S38","H3"
"S38","H4"
"S39","H3"
"S39","H12"
"S40","H3"
"S40","H12"
"S41","H3"
"S41","H12"
"S42","H4"
"S43","H3"
"S43","H12"
"S44","H4"
