"symbiont","host"
"S5","H2"
"S5","H3"
"S5","H4"
"S6","H2"
"S6","H4"
"S7","H4"
"S7","H6"
"S9","H2"
"S9","H4"
"S9","H6"
"S10","H2"
"S10","H6"
"S10","H7"
"S10","H8"
"S11","H2"
"S11","H5"
"S12","H2"
"S12","H4"
"S13","H2"
"S13","H4"
"S14","H2"
"S14","H5"
"S14","H6"
"S15","H2"
"S15","H4"
"S15","H5"
"S15","H6"
"S15","H8"
"S16","H2"
"S16","H4"
"S16","H7"
"S17","H2"
"S17","H4"
"S17","H7"
"S17","H8"
"S18","H2"
"S18","H4"
"S18","H8"
"S19","H5"
"S19","H6"
"S20","H5"
"S20","H6"
"S21","H5"
"S21","H6"
"S21","H7"
"S22","H2"
"S23","H2"
"S24","H2"
"S24","H4"
"S24","H5"
"S24","H6"
"S24","H7"
"S24","H8"
"S25","H2"
"S26","H5"
"S26","H8"
"S27","H5"
"S27","H7"
